No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
0	Gewähr	O	O	-	0	730	814	322	343	-
0	)	O	O	-	0	730	814	322	343	-
0	—	O	O	-	0	451	452	480	481	-
0	Varteitag	O	O	-	0	349	550	495	537	-
0	der	O	O	-	0	574	640	497	530	-
0	Ehre	O	O	-	0	663	776	496	537	-
0	.	O	O	-	0	663	776	496	537	-
0	u	O	O	-	0	214	215	535	535	-
0	J	O	O	-	0	867	869	513	515	-
0	Die	O	O	-	0	247	283	549	570	-
0	Rede	O	O	-	0	295	344	550	570	-
0	Alfred	B-PER	O	Q75849	0	357	420	550	573	0.87
0	Roſenbergs	I-PER	O	Q75849	0	434	549	550	573	0.87
0	auf	O	O	-	0	563	595	551	573	-
0	dem	O	O	-	0	607	647	551	571	-
0	Parteikongreß	O	O	-	0	660	812	543	573	-
0	.	O	O	-	0	660	812	543	573	-
0	nan	O	O	-	0	441	564	584	607	-
0	(	O	O	-	0	441	564	584	607	-
0	Fortſetzung	O	O	-	0	441	564	584	607	-
0	von	O	O	-	0	576	612	588	605	-
0	Sonderausgabe	O	O	-	0	625	785	585	608	-
0	Nr	O	O	-	0	798	832	585	606	-
0	.	O	O	-	0	798	832	585	606	-
0		O	O	-	0	844	874	585	608	-
0	15	O	O	-	0	844	874	585	608	-
0	)	O	O	-	0	844	874	585	608	-
0	„	O	O	-	0	283	358	619	641	-
0	Dieſer	O	O	-	0	283	358	619	641	-
0	Diplomat	O	O	-	0	372	461	620	642	-
0	iſt	O	O	-	0	463	505	621	642	-
0	der	O	O	-	0	518	549	621	640	-
0	ehemalige	O	O	-	0	563	663	621	642	-
0	britiſche	O	O	-	0	675	756	621	642	-
0	Botſchafter	O	O	-	0	769	880	621	642	-
0	Ganelin	B-PER	O	Q132899	0	230	319	3154	3178	0.14
0	,	O	O	-	0	230	319	3154	3178	-
0	Jsrael	B-PER	O	Q10008|Q425528|Q342673	0	330	399	3156	3178	0.24,0.18,0.12
0	E	I-PER	O	Q10008|Q425528|Q342673	0	411	431	3157	3177	0.24,0.18,0.12
0	.	O	O	-	0	411	431	3157	3177	-
0		O	O	-	0	442	466	3168	3170	-
0	—	O	O	-	0	442	466	3168	3170	-
0	Direktor	O	O	-	0	477	564	3158	3178	-
0	des	O	O	-	0	575	607	3159	3179	-
0	Schweinezuchttruſts	O	O	-	0	619	822	3160	3183	-
0	der	O	O	-	0	834	865	3162	3181	-
0	in	O	O	-	0	242	262	643	663	-
0	Berlin	B-LOC	O	Q64	0	273	345	644	665	0.48
0	,	O	O	-	0	273	345	644	665	-
0	Lord	B-PER	O	-	0	357	422	644	663	-
0	d	I-PER	O	-	0	434	593	644	664	-
0	'	O	O	-	0	434	593	644	664	-
0	Abernon	O	O	-	0	434	593	644	664	-
0	.	O	O	-	0	434	593	644	664	-
0	nan	O	O	-	0	616	632	645	666	-
0	Jn	O	O	-	0	616	632	645	666	-
0	ſeinen	O	O	-	0	633	718	645	666	-
0	Erinnerungen	O	O	-	0	730	874	645	666	-
0	hat	O	O	-	0	241	273	668	689	-
0	er	O	O	-	0	284	302	674	687	-
0	mehr	O	O	-	0	313	364	668	695	-
0	als	O	O	-	0	374	403	669	687	-
0	einmal	O	O	-	0	414	483	669	688	-
0	darauf	O	O	-	0	494	552	669	688	-
0	hingewieſen	O	O	-	0	554	698	669	691	-
0	,	O	O	-	0	554	698	669	691	-
0	daß	O	O	-	0	709	744	670	691	-
0	das	O	O	-	0	755	788	670	689	-
0	jüdiſche	O	O	-	0	800	874	670	691	-
0	Element	O	O	-	0	242	327	691	711	-
0	in	O	O	-	0	343	363	698	712	-
0	Sowjetrußland	B-LOC	O	Q2305208	0	380	535	693	714	0.7
0	herrſchend	O	O	-	0	552	653	693	715	-
0	ſei	O	O	-	0	671	695	693	715	-
0	und	O	O	-	0	711	737	699	713	-
0	ſich	O	O	-	0	739	795	694	715	-
0	weiter	O	O	-	0	812	875	693	713	-
0	verſtärke	O	O	-	0	242	336	716	738	-
0	.	O	O	-	0	242	336	716	738	-
0	nan	O	O	-	0	360	386	717	736	-
0	Er	O	O	-	0	360	386	717	736	-
0	hat	O	O	-	0	397	428	717	738	-
0	weiter	O	O	-	0	440	503	717	736	-
0	geſchrieben	O	O	-	0	515	629	717	739	-
0	,	O	O	-	0	515	629	717	739	-
0	daß	O	O	-	0	641	676	718	739	-
0	gerade	O	O	-	0	689	754	718	739	-
0	die	O	O	-	0	765	794	718	737	-
0	großen	O	O	-	0	806	875	719	739	-
0	Juden	O	O	-	0	243	308	740	762	-
0	in	O	O	-	0	321	341	740	759	-
0	Deutſchland	B-LOC	O	Q183|Q2415901|Q713750	0	354	474	740	762	0.71,0.15,0.12
0	eine	O	O	-	0	489	528	741	759	-
0	Sympathie	O	O	-	0	541	654	741	763	-
0	für	O	O	-	0	668	699	741	763	-
0	dieſes	O	O	-	0	713	770	741	763	-
0	Rußland	B-LOC	O	Q159|Q186096	0	784	872	742	763	0.76,0.19
0	und	O	O	-	0	245	282	764	783	-
0	ſeine	O	O	-	0	294	341	764	786	-
0	Juden	O	O	-	0	351	417	765	787	-
0	äußerten	O	O	-	0	428	522	765	787	-
0	.	O	O	-	0	428	522	765	787	-
0	nan	O	O	-	0	535	561	765	784	-
0	Es	O	O	-	0	535	561	765	784	-
0	wurde	O	O	-	0	572	635	765	784	-
0	immer	O	O	-	0	646	712	765	785	-
0	„	O	O	-	0	725	757	771	787	-
0	eng	O	O	-	0	725	757	771	787	-
0	geſpielt	O	O	-	0	760	874	766	788	-
0	“	O	O	-	0	760	874	766	788	-
0	,	O	O	-	0	760	874	766	788	-
0	wie	O	O	-	0	243	277	789	808	-
0	ein	O	O	-	0	294	323	789	809	-
0	ehemaliges	O	O	-	0	340	451	790	812	-
0	großjüdiſches	O	O	-	0	468	601	790	812	-
0	Blatt	O	O	-	0	618	671	791	810	-
0	in	O	O	-	0	687	708	791	810	-
0	Berlin	B-LOC	O	Q64	0	724	791	791	810	0.48
0	es	O	O	-	0	808	827	793	810	-
0	vor	O	O	-	0	844	876	794	810	-
0	vielen	O	O	-	0	242	301	813	833	-
0	Jahren	O	O	-	0	320	394	813	835	-
0	treffend	O	O	-	0	413	492	814	836	-
0	gekennzeichnet	O	O	-	0	513	656	814	836	-
0	hat	O	O	-	0	675	712	815	836	-
0	.	O	O	-	0	675	712	815	836	-
0	nan	O	O	-	0	743	773	815	836	-
0	Jn	O	O	-	0	743	773	815	836	-
0	unſerem	O	O	-	0	792	876	816	836	-
0	Keampfe	O	O	-	0	204	311	837	859	-
0	ſind	O	O	-	0	312	370	838	859	-
0	wir	O	O	-	0	384	419	838	858	-
0	nicht	O	O	-	0	432	477	838	860	-
0	müde	O	O	-	0	490	544	838	858	-
0	geworden	O	O	-	0	557	654	839	861	-
0	darauf	O	O	-	0	666	734	840	861	-
0	hinzuweiſen	O	O	-	0	747	875	839	861	-
0	,	O	O	-	0	747	875	839	861	-
0	daß	O	O	-	0	241	276	861	883	-
0	alle	O	O	-	0	289	323	862	881	-
0	dieſe	O	O	-	0	336	381	862	883	-
0	Juden	O	O	-	0	393	465	862	884	-
0	,	O	O	-	0	393	465	862	884	-
0	die	O	O	-	0	477	506	863	882	-
0	ſich	O	O	-	0	518	548	863	884	-
0	zu	O	O	-	0	561	582	868	884	-
0	Anfang	O	O	-	0	596	672	863	885	-
0	in	O	O	-	0	684	708	863	885	-
0	Sowietrußland	B-LOC	O	-	0	718	874	863	885	-
0	zuſammenfanden	O	O	-	0	241	420	885	908	-
0	,	O	O	-	0	241	420	885	908	-
0	wie	O	O	-	0	435	469	886	906	-
0	Trotzki	B-PER	O	Q33391	0	483	594	886	909	0.75
0	,	O	O	-	0	483	594	886	909	-
0	Sinowjew	B-PER	O	Q207459|Q449538	0	608	768	887	909	0.6,0.16
0	,	O	O	-	0	608	768	887	909	-
0	Litwi	B-PER	O	-	0	782	876	888	907	-
0	—	B-PER	O	-	0	782	876	888	907	-
0	now	O	O	-	0	240	307	913	931	-
0	,	O	O	-	0	240	307	913	931	-
0	Steklow	B-PER	O	Q1963726|Q559188	0	327	458	910	932	0.35,0.25
0	,	O	O	-	0	327	458	910	932	-
0	Serdlow	B-PER	O	-	0	477	602	910	930	-
0	uſw	O	O	-	0	622	660	912	933	-
0	.	O	O	-	0	622	660	912	933	-
0	nicht	O	O	-	0	662	732	912	933	-
0	zufällig	O	O	-	0	752	829	912	933	-
0	da	O	O	-	0	848	871	912	931	-
0	waren	O	O	-	0	239	308	936	956	-
0	,	O	O	-	0	239	308	936	956	-
0	ſondern	O	O	-	0	327	404	934	956	-
0	aus	O	O	-	0	423	459	937	954	-
0	allen	O	O	-	0	478	527	935	955	-
0	Staaten	O	O	-	0	546	629	936	955	-
0	zuſammenkamen	O	O	-	0	643	823	936	957	-
0	,	O	O	-	0	643	823	936	957	-
0	um	O	O	-	0	843	875	942	956	-
0	durch	O	O	-	0	241	293	958	980	-
0	eine	O	O	-	0	313	353	958	978	-
0	in	O	O	-	0	372	392	959	978	-
0	der	O	O	-	0	412	443	959	978	-
0	Weltgeſchichte	O	O	-	0	463	603	959	981	-
0	nicht	O	O	-	0	622	669	960	981	-
0	dageweſene	O	O	-	0	688	802	960	981	-
0	Aus	O	O	-	0	823	873	961	980	-
0	—	O	O	-	0	823	873	961	980	-
0	rottung	O	O	-	0	240	317	983	1004	-
0	Rache	O	O	-	0	335	392	983	1005	-
0	an	O	O	-	0	410	434	989	1003	-
0	der	O	O	-	0	452	471	984	1002	-
0	verzweifelten	O	O	-	0	475	635	984	1005	-
0	ruſſiſchen	O	O	-	0	653	746	984	1006	-
0	Nation	O	O	-	0	764	835	985	1004	-
0	zu	O	O	-	0	854	875	990	1006	-
0	nehmen	O	O	-	0	238	323	1007	1029	-
0	,	O	O	-	0	238	323	1007	1029	-
0	die	O	O	-	0	338	366	1007	1026	-
0	dieſes	O	O	-	0	387	444	1007	1029	-
0	Wüſtenvolk	O	O	-	0	465	580	1008	1029	-
0	inſtinktiv	O	O	-	0	600	693	1008	1030	-
0	ſtets	O	O	-	0	714	757	1009	1030	-
0	abgelehnt	O	O	-	0	779	875	1009	1030	-
0	hatte	O	O	-	0	238	294	1031	1052	-
0	.	O	O	-	0	238	294	1031	1052	-
0	nan	O	O	-	0	275	315	1055	1077	-
0	„	O	O	-	0	275	315	1055	1077	-
0	Jm	O	O	-	0	275	315	1055	1077	-
0	vergangenen	O	O	-	0	315	463	1057	1077	-
0	Jahr	O	O	-	0	475	514	1056	1077	-
0	ſind	O	O	-	0	517	575	1057	1078	-
0	von	O	O	-	0	588	624	1059	1076	-
0	dieſer	O	O	-	0	636	692	1056	1078	-
0	Stelle	O	O	-	0	705	765	1057	1076	-
0	aus	O	O	-	0	777	813	1060	1076	-
0	zahl	O	O	-	0	826	873	1058	1078	-
0	—	O	O	-	0	826	873	1058	1078	-
0	reiche	O	O	-	0	238	292	1079	1101	-
0	Nachweiſe	O	O	-	0	306	407	1079	1101	-
0	erbracht	O	O	-	0	420	499	1080	1101	-
0	worden	O	O	-	0	513	593	1081	1102	-
0	,	O	O	-	0	513	593	1081	1102	-
0	daß	O	O	-	0	606	641	1081	1102	-
0	ſich	O	O	-	0	655	685	1081	1102	-
0	die	O	O	-	0	699	727	1081	1100	-
0	Dinge	O	O	-	0	741	803	1082	1103	-
0	unge	O	O	-	0	816	873	1087	1103	-
0	—	O	O	-	0	816	873	1087	1103	-
0	achtet	O	O	-	0	240	294	1104	1125	-
0	mancher	O	O	-	0	312	393	1104	1125	-
0	Konkurrenzſtreitigkeiten	O	O	-	0	411	660	1104	1126	-
0	zwiſchen	O	O	-	0	678	760	1105	1126	-
0	den	O	O	-	0	777	812	1106	1125	-
0	Ein	O	O	-	0	830	874	1106	1125	-
0	—	O	O	-	0	830	874	1106	1125	-
0	zeljuden	O	O	-	0	240	324	1127	1149	-
0	—	O	O	-	0	335	359	1138	1140	-
0	da	O	O	-	0	371	393	1128	1147	-
0	die	O	O	-	0	406	434	1128	1147	-
0	Paraſiten	O	O	-	0	447	549	1128	1150	-
0	,	O	O	-	0	447	549	1128	1150	-
0	wenn	O	O	-	0	562	602	1132	1148	-
0	ſie	O	O	-	0	604	650	1130	1151	-
0	zu	O	O	-	0	663	685	1135	1151	-
0	zahlreich	O	O	-	0	698	783	1129	1151	-
0	werden	O	O	-	0	795	873	1131	1151	-
0	,	O	O	-	0	795	873	1131	1151	-
0	ſich	O	O	-	0	240	271	1151	1173	-
0	gegenſeitig	O	O	-	0	286	396	1152	1174	-
0	auffreſſen	O	O	-	0	409	510	1153	1174	-
0	müſſen	O	O	-	0	525	594	1153	1174	-
0	—	O	O	-	0	608	632	1164	1166	-
0	grundſätzlich	O	O	-	0	646	771	1154	1176	-
0	nicht	O	O	-	0	786	832	1154	1176	-
0	ge	O	O	-	0	847	875	1160	1176	-
0	—	O	O	-	0	847	875	1160	1176	-
0	ändert	O	O	-	0	240	305	1175	1195	-
0	haben	O	O	-	0	318	381	1176	1197	-
0	.	O	O	-	0	318	381	1176	1197	-
0	nan	O	O	-	0	405	438	1176	1198	-
0	Jch	O	O	-	0	405	438	1176	1198	-
0	möchte	O	O	-	0	451	516	1177	1198	-
0	deshalb	O	O	-	0	529	604	1177	1199	-
0	hier	O	O	-	0	618	657	1177	1199	-
0	einige	O	O	-	0	670	729	1178	1199	-
0	dokumen	O	O	-	0	742	874	1179	1198	-
0	—	O	O	-	0	742	874	1179	1198	-
0	tariſcher	O	O	-	0	242	367	1199	1221	-
0	Hinweiſe	O	O	-	0	387	520	1200	1222	-
0	geben	O	O	-	0	540	602	1201	1222	-
0	,	O	O	-	0	540	602	1201	1222	-
0	die	O	O	-	0	622	651	1201	1220	-
0	auf	O	O	-	0	671	704	1202	1223	-
0	Grund	O	O	-	0	715	782	1202	1221	-
0	ſowjet	O	O	-	0	803	872	1202	1224	-
0	—	O	O	-	0	803	872	1202	1224	-
0	ruſſiſcher	O	O	-	0	238	328	1224	1246	-
0	Angaben	O	O	-	0	338	427	1224	1246	-
0	ſelbſt	O	O	-	0	437	506	1226	1247	-
0	den	O	O	-	0	509	530	1231	1245	-
0	Nachweisfürdieimmer	O	O	-	0	540	872	1226	1248	-
0	enger	O	O	-	0	238	317	1253	1270	-
0	werdende	O	O	-	0	332	468	1249	1268	-
0	Verſchwörerarbeit	O	O	-	0	481	753	1249	1271	-
0	des	O	O	-	0	768	799	1251	1270	-
0	Welt	O	O	-	0	815	870	1251	1270	-
0	—	O	O	-	0	815	870	1251	1270	-
0	judentums	O	O	-	0	238	348	1272	1295	-
0	auch	O	O	-	0	361	403	1273	1295	-
0	für	O	O	-	0	416	447	1273	1296	-
0	das	O	O	-	0	460	494	1274	1292	-
0	Jahr	O	O	-	0	507	558	1274	1296	-
0	1936	O	O	-	0	571	617	1274	1293	-
0	erbringen	O	O	-	0	630	781	1275	1297	-
0	.	O	O	-	0	630	781	1275	1297	-
0	nan	O	O	-	0	273	359	1302	1325	-
0	„	B-PER	O	-	0	273	359	1302	1325	-
0	Stalin	O	O	-	0	273	359	1302	1325	-
0	,	O	O	-	0	273	359	1302	1325	-
0	der	O	O	-	0	375	405	1303	1323	-
0	Chef	O	O	-	0	421	467	1303	1325	-
0	der	O	O	-	0	483	513	1304	1323	-
0	Dritten	B-ORG	O	-	0	528	605	1304	1324	-
0	Jnternationale	I-ORG	O	-	0	620	775	1305	1326	-
0	,	O	O	-	0	620	775	1305	1326	-
0	iſt	O	O	-	0	777	818	1305	1326	-
0	kein	O	O	-	0	833	872	1305	1324	-
0	Jude	O	O	-	0	237	294	1326	1348	-
0	,	O	O	-	0	237	294	1326	1348	-
0	allerdings	O	O	-	0	312	414	1327	1349	-
0	auch	O	O	-	0	432	472	1328	1350	-
0	kein	O	O	-	0	489	528	1328	1347	-
0	Ruſſe	O	O	-	0	545	605	1329	1350	-
0	,	O	O	-	0	545	605	1329	1350	-
0	ſondern	O	O	-	0	622	699	1329	1350	-
0	bekanntlich	O	O	-	0	716	826	1329	1350	-
0	ein	O	O	-	0	843	872	1330	1349	-
0	Kaukaſier	O	O	-	0	237	340	1350	1372	-
0	.	O	O	-	0	237	340	1350	1372	-
0	nan	O	O	-	0	366	414	1352	1371	-
0	Aber	O	O	-	0	366	414	1352	1371	-
0	hinter	O	O	-	0	426	487	1352	1374	-
0	ihm	O	O	-	0	499	537	1352	1374	-
0	und	O	O	-	0	549	576	1358	1372	-
0	über	O	O	-	0	578	634	1353	1372	-
0	ſeine	O	O	-	0	636	704	1353	1375	-
0	Schulter	O	O	-	0	716	802	1353	1375	-
0	ſchaut	O	O	-	0	814	872	1354	1375	-
0	ſein	O	O	-	0	237	274	1374	1396	-
0	Schwiegervater	O	O	-	0	291	448	1375	1398	-
0	Lazarus	B-PER	O	-	0	463	547	1376	1398	-
0	Moſesſohn	I-PER	O	-	0	562	671	1376	1399	-
0	Kaganomitſch	B-PER	O	-	0	687	830	1377	1399	-
0	.	O	O	-	0	687	830	1377	1399	-
0	nan	O	O	-	0	847	872	1379	1397	-
0	Er	O	O	-	0	847	872	1379	1397	-
0	iſt	O	O	-	0	236	258	1399	1421	-
0	der	O	O	-	0	267	298	1400	1419	-
0	Stellvertreter	O	O	-	0	309	449	1400	1420	-
0	Stalins	B-PER	O	Q855	0	459	538	1401	1420	0.76
0	und	O	O	-	0	548	586	1402	1420	-
0	laut	O	O	-	0	596	637	1402	1421	-
0	Anordnung	O	O	-	0	647	764	1402	1423	-
0	der	O	O	-	0	774	805	1403	1422	-
0	Sow	B-ORG	O	-	0	815	870	1403	1422	-
0	—	B-ORG	O	-	0	815	870	1403	1422	-
0	jetregierung	O	O	-	0	237	364	1423	1446	-
0	ſind	O	O	-	0	376	414	1425	1446	-
0	ihm	O	O	-	0	427	465	1424	1446	-
0	in	O	O	-	0	478	498	1425	1444	-
0	Abweſenweit	O	O	-	0	511	633	1425	1447	-
0	des	O	O	-	0	635	686	1426	1445	-
0	kaukaſiſchen	O	O	-	0	699	816	1426	1448	-
0	Dik	O	O	-	0	829	871	1427	1446	-
0	—	O	O	-	0	829	871	1427	1446	-
0	tators	O	O	-	0	239	300	1448	1466	-
0	die	O	O	-	0	312	340	1448	1466	-
0	gleichen	O	O	-	0	351	428	1448	1470	-
0	Ehren	O	O	-	0	440	502	1449	1471	-
0	wie	O	O	-	0	513	547	1449	1468	-
0	dieſem	O	O	-	0	559	624	1449	1471	-
0	zu	O	O	-	0	635	657	1455	1472	-
0	erweiſen	O	O	-	0	669	760	1450	1472	-
0	.	O	O	-	0	669	760	1450	1472	-
0	nan	O	O	-	0	783	870	1451	1472	-
0	Kagano	B-PER	O	-	0	783	870	1451	1472	-
0	—	B-PER	O	-	0	783	870	1451	1472	-
0	witſch	O	O	-	0	237	294	1471	1494	-
0	herrſcht	O	O	-	0	308	383	1473	1495	-
0	faſt	O	O	-	0	396	431	1473	1495	-
0	unumſchränkt	O	O	-	0	450	594	1474	1495	-
0	,	O	O	-	0	450	594	1474	1495	-
0	denn	O	O	-	0	615	663	1474	1494	-
0	in	O	O	-	0	683	702	1475	1494	-
0	alle	O	O	-	0	723	758	1475	1494	-
0	wichtigen	O	O	-	0	778	872	1476	1497	-
0	Poſten	O	O	-	0	237	303	1496	1518	-
0	der	O	O	-	0	316	347	1497	1516	-
0	Polizei	O	O	-	0	359	435	1497	1519	-
0	,	O	O	-	0	359	435	1497	1519	-
0	der	O	O	-	0	447	478	1498	1517	-
0	Jnnenpolitik	O	O	-	0	489	628	1498	1520	-
0	,	O	O	-	0	489	628	1498	1520	-
0	der	O	O	-	0	640	671	1499	1518	-
0	Roten	B-ORG	O	-	0	683	743	1499	1519	-
0	Armee	I-ORG	O	-	0	756	827	1500	1521	-
0	,	O	O	-	0	756	827	1500	1521	-
0	des	O	O	-	0	839	870	1500	1519	-
0	Außenhandels	O	O	-	0	235	381	1521	1542	-
0	und	O	O	-	0	399	436	1522	1541	-
0	der	O	O	-	0	454	485	1522	1541	-
0	Diplomatie	O	O	-	0	503	619	1522	1544	-
0	hat	O	O	-	0	636	668	1523	1544	-
0	er	O	O	-	0	685	704	1529	1543	-
0	im	O	O	-	0	721	747	1524	1543	-
0	Laufe	O	O	-	0	764	822	1524	1545	-
0	der	O	O	-	0	840	870	1524	1543	-
0	letzten	O	O	-	0	234	295	1544	1566	-
0	Jahre	O	O	-	0	311	372	1545	1567	-
0	ſeine	O	O	-	0	381	436	1545	1573	-
0	jüdiſchen	O	O	-	0	459	547	1546	1568	-
0	Helfershelfer	O	O	-	0	570	704	1547	1569	-
0	untergebracht	O	O	-	0	726	870	1548	1570	-
0	.	O	O	-	0	726	870	1548	1570	-
0	nan	O	O	-	0	234	354	1569	1591	-
0	Nachſtehend	O	O	-	0	234	354	1569	1591	-
0	einige	O	O	-	0	370	430	1575	1591	-
0	Daten	O	O	-	0	445	516	1570	1590	-
0	:	O	O	-	0	445	516	1570	1590	-
0	vereinigten	O	O	-	0	277	393	3180	3203	-
0	Moskauer	O	O	-	0	406	510	3181	3202	-
0	Speiſehäuſer	O	O	-	0	524	662	3183	3205	-
0	.	O	O	-	0	524	662	3183	3205	-
0	nan	O	O	-	0	272	318	1599	1620	-
0	„	O	O	-	0	272	318	1599	1620	-
0	Die	O	O	-	0	272	318	1599	1620	-
0	Stelle	O	O	-	0	331	397	1599	1621	-
0	,	O	O	-	0	331	397	1599	1621	-
0	die	O	O	-	0	410	438	1599	1619	-
0	von	O	O	-	0	450	486	1602	1619	-
0	der	O	O	-	0	499	530	1600	1620	-
0	jüdiſchen	O	O	-	0	542	630	1600	1622	-
0	Regierung	O	O	-	0	643	751	1601	1623	-
0	beauftragt	O	O	-	0	764	870	1602	1623	-
0	war	O	O	-	0	234	279	1625	1644	-
0	,	O	O	-	0	234	279	1625	1644	-
0	alle	O	O	-	0	296	330	1623	1642	-
0	nationalen	O	O	-	0	347	457	1623	1643	-
0	Ruſſen	O	O	-	0	474	543	1624	1646	-
0	auszurotten	O	O	-	0	559	687	1626	1647	-
0	,	O	O	-	0	559	687	1626	1647	-
0	war	O	O	-	0	704	743	1628	1645	-
0	bekanntlich	O	O	-	0	760	870	1626	1648	-
0	die	O	O	-	0	234	263	1646	1666	-
0	Tſcheka	B-LOC	O	-	0	278	393	1647	1669	-
0	,	O	O	-	0	278	393	1647	1669	-
0	d	O	O	-	0	409	425	1648	1667	-
0	.	O	O	-	0	409	425	1648	1667	-
0	h	O	O	-	0	441	458	1648	1669	-
0	.	O	O	-	0	441	458	1648	1669	-
0	die	O	O	-	0	474	502	1648	1667	-
0	außerordentliche	O	O	-	0	518	684	1649	1671	-
0	Kommiſſion	O	O	-	0	700	823	1649	1671	-
0	zur	O	O	-	0	839	870	1656	1671	-
0	Bekämpfung	O	O	-	0	234	364	1671	1693	-
0	der	O	O	-	0	380	411	1672	1691	-
0	Gegenrevolution	O	O	-	0	427	605	1672	1694	-
0	.	O	O	-	0	427	605	1672	1694	-
0	nan	O	O	-	0	633	657	1674	1692	-
0	Als	O	O	-	0	633	657	1674	1692	-
0	ihr	O	O	-	0	658	702	1674	1695	-
0	bluttriefender	O	O	-	0	704	871	1674	1695	-
0	Name	O	O	-	0	234	283	1694	1714	-
0	ſelbſt	O	O	-	0	286	358	1695	1717	-
0	in	O	O	-	0	372	392	1695	1716	-
0	Rußland	B-LOC	O	Q159|Q186096	0	407	495	1696	1718	0.76,0.19
0	nicht	O	O	-	0	511	557	1697	1719	-
0	mehr	O	O	-	0	577	628	1697	1719	-
0	verwendbar	O	O	-	0	649	758	1698	1717	-
0	erſchien	O	O	-	0	759	869	1698	1720	-
0	.	O	O	-	0	759	869	1698	1720	-
0	wurde	O	O	-	0	233	297	1720	1739	-
0	ſie	O	O	-	0	311	333	1720	1741	-
0	umgetauft	O	O	-	0	348	454	1721	1742	-
0	in	O	O	-	0	469	489	1720	1740	-
0	das	O	O	-	0	504	538	1721	1740	-
0	Volkskommiſſariat	B-ORG	O	-	0	554	744	1722	1743	-
0	für	I-ORG	O	-	0	759	790	1723	1743	-
0	innere	I-ORG	O	-	0	805	870	1723	1743	-
0	Angelegenheiten	I-ORG	O	-	0	234	408	1743	1766	-
0	,	O	O	-	0	234	408	1743	1766	-
0	die	O	O	-	0	421	450	1744	1763	-
0	ſogenannte	O	O	-	0	462	574	1745	1767	-
0	GPU	O	O	-	0	587	641	1745	1767	-
0	.	O	O	-	0	587	641	1745	1767	-
0	nan	O	O	-	0	643	710	1746	1765	-
0	Leiter	O	O	-	0	643	710	1746	1765	-
0	dieſes	O	O	-	0	711	790	1746	1768	-
0	furcht	O	O	-	0	803	868	1747	1769	-
0	—	O	O	-	0	803	868	1747	1769	-
0	baren	O	O	-	0	235	293	1767	1787	-
0	Jnſtruments	O	O	-	0	306	437	1768	1791	-
0	iſt	O	O	-	0	451	473	1769	1791	-
0	heute	O	O	-	0	486	539	1769	1791	-
0	der	O	O	-	0	552	584	1770	1788	-
0	Jude	O	O	-	0	597	649	1770	1792	-
0	Jagoda	B-PER	O	Q141869	0	662	738	1770	1797	0.79
0	,	O	O	-	0	662	738	1770	1797	-
0	ſein	O	O	-	0	740	796	1771	1793	-
