No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
0	Komturkrenzes	O	O	-	0	972	1120	518	540	-
0	erſter	O	O	-	0	1142	1194	517	539	-
0	Klaſſe	O	O	-	0	627	686	543	567	-
0	desſelben	O	O	-	0	712	804	543	566	-
0	Ordens	O	O	-	0	831	918	543	563	-
0	:	O	O	-	0	831	918	543	563	-
0	dem	O	O	-	0	956	996	542	562	-
0	Generalleutnant	O	O	-	0	1029	1194	543	563	-
0	von	B-PER	O	-	0	629	672	573	589	-
0	Puttkamer	I-PER	O	-	0	685	824	568	591	-
0	,	O	O	-	0	685	824	568	591	-
0	Kommandanten	O	O	-	0	838	997	567	588	-
0	der	O	O	-	0	1010	1041	569	588	-
0	Feſtung	O	O	-	0	1054	1131	567	591	-
0	Metz	B-LOC	O	Q829190|Q22690|Q206199	0	1140	1194	567	590	0.48,0.42,0.13
0	;	O	O	-	0	1140	1194	567	590	-
0	des	O	O	-	0	629	662	595	614	-
0	Komturkreuzes	O	O	-	0	674	823	594	616	-
0	zweiter	O	O	-	0	837	905	593	616	-
0	Klaſſe	O	O	-	0	919	978	592	615	-
0	mit	O	O	-	0	992	1024	594	612	-
0	Schwertern	O	O	-	0	1038	1151	592	616	-
0	am	O	O	-	0	1165	1194	597	613	-
0	Ringe	O	O	-	0	629	688	619	642	-
0	desſelben	O	O	-	0	702	792	618	641	-
0	Ordens	O	O	-	0	799	885	618	639	-
0	:	O	O	-	0	799	885	618	639	-
0	dem	O	O	-	0	898	939	618	638	-
0	Oberſten	O	O	-	0	949	1036	618	641	-
0	von	B-PER	O	-	0	1049	1090	621	637	-
0	Falken	I-PER	O	-	0	1100	1195	617	641	-
0	—	I-PER	O	-	0	1100	1195	617	641	-
0	hayn	O	O	-	0	629	696	644	667	-
0	,	O	O	-	0	629	696	644	667	-
0	Chef	O	O	-	0	710	753	643	667	-
0	des	O	O	-	0	767	799	644	663	-
0	Generalſtabes	O	O	-	0	809	951	642	665	-
0	des	O	O	-	0	965	997	644	663	-
0	XVJ	O	O	-	0	1010	1057	643	662	-
0	.	O	O	-	0	1010	1057	643	662	-
0	nan	O	O	-	0	1067	1194	641	665	-
0	Armeekorps	O	O	-	0	1067	1194	641	665	-
0	:	O	O	-	0	1067	1194	641	665	-
0	des	O	O	-	0	630	663	669	689	-
0	Nomturkreuzez	O	O	-	0	676	823	668	691	-
0	zweiter	O	O	-	0	844	914	668	691	-
0	Klaſſe	O	O	-	0	926	986	668	690	-
0	desſelben	O	O	-	0	1005	1096	664	690	-
0	Ordens	O	O	-	0	1110	1195	667	687	-
0	:	O	O	-	0	1110	1195	667	687	-
0	dem	O	O	-	0	630	669	694	714	-
0	Generalarzt	O	O	-	0	683	802	693	716	-
0	a	O	O	-	0	816	833	699	713	-
0	.	O	O	-	0	816	833	699	713	-
0		O	O	-	0	841	867	693	713	-
0	D	O	O	-	0	841	867	693	713	-
0	.	O	O	-	0	841	867	693	713	-
0		O	O	-	0	881	914	694	714	-
0	Dr	O	O	-	0	881	914	694	714	-
0	.	O	O	-	0	881	914	694	714	-
0		O	O	-	0	927	1064	693	713	-
0	Lindemann	B-PER	O	Q60994|Q71297	0	927	1064	693	713	0.26,0.21
0	,	O	O	-	0	927	1064	693	713	-
0	bisherigem	O	O	-	0	1068	1195	692	716	-
0	NKorpsarzt	O	O	-	0	630	732	719	742	-
0	des	O	O	-	0	744	777	718	739	-
0	XVJ	O	O	-	0	791	839	718	738	-
0	.	O	O	-	0	791	839	718	738	-
0	nan	O	O	-	0	852	979	718	742	-
0	Armeekorps	O	O	-	0	852	979	718	742	-
0	;	O	O	-	0	852	979	718	742	-
0	des	O	O	-	0	1000	1031	718	737	-
0	Ofſizierkreuzes	O	O	-	0	1047	1195	716	741	-
0	desſelben	O	O	-	0	632	723	744	767	-
0	Ordens	O	O	-	0	736	821	744	764	-
0	:	O	O	-	0	736	821	744	764	-
0	dem	O	O	-	0	840	879	743	764	-
0	Oberſtleutnant	O	O	-	0	893	1041	743	765	-
0	Wolff	B-PER	O	Q71110|Q57893|Q120947	0	1055	1136	742	765	0.2,0.18,0.11
0	,	O	O	-	0	1055	1136	742	765	-
0	Chei	O	O	-	0	1151	1196	742	765	-
0	des	O	O	-	0	632	665	770	789	-
0	Generalſtabes	O	O	-	0	686	827	769	791	-
0	des	O	O	-	0	853	886	769	788	-
0	Gouvernements	O	O	-	0	908	1066	769	788	-
0	Metz	B-LOC	O	Q829190|Q22690|Q206199	0	1088	1143	767	791	0.48,0.42,0.13
0	;	O	O	-	0	1088	1143	767	791	-
0	des	O	O	-	0	1164	1196	767	787	-
0	Ritterkreuzes	O	O	-	0	632	764	795	817	-
0	erſter	O	O	-	0	795	847	794	816	-
0	Klaſſe	O	O	-	0	872	931	793	816	-
0	mit	O	O	-	0	957	989	793	812	-
0	der	O	O	-	0	1014	1045	793	812	-
0	Krone	O	O	-	0	1069	1129	792	812	-
0	des	O	O	-	0	1155	1197	792	812	-
0	—	O	O	-	0	1155	1197	792	812	-
0	ſelben	O	O	-	0	632	690	820	841	-
0	Ordens	O	O	-	0	725	812	819	839	-
0	:	O	O	-	0	725	812	819	839	-
0	dem	O	O	-	0	849	889	819	838	-
0	Major	O	O	-	0	925	989	818	841	-
0	Spennemann	B-PER	O	-	0	1026	1196	817	840	-
0	,	O	O	-	0	1026	1196	817	840	-
0	Adjutanten	O	O	-	0	633	745	845	868	-
0	des	O	O	-	0	781	814	844	864	-
0	Generalkommandos	O	O	-	0	849	1047	842	864	-
0	des	O	O	-	0	1082	1115	842	862	-
0	XVJ	O	O	-	0	1148	1197	843	863	-
0	.	O	O	-	0	1148	1197	843	863	-
0	nan	O	O	-	0	633	763	870	892	-
0	Armeekorps	O	O	-	0	633	763	870	892	-
0	,	O	O	-	0	633	763	870	892	-
0	und	O	O	-	0	789	826	869	889	-
0	dem	O	O	-	0	852	891	870	889	-
0	evangeliſchen	O	O	-	0	916	1045	868	891	-
0	Militärober⸗	O	O	-	0	1071	1198	867	886	-
0	pfarrer	O	O	-	0	633	702	895	917	-
0	Friedrich	B-PER	O	Q33550	0	716	826	894	917	0.4
0	bei	O	O	-	0	848	876	894	914	-
0	demſelben	O	O	-	0	891	988	893	915	-
0	Generalkommando	O	O	-	0	1001	1197	893	916	-
0	;	O	O	-	0	1001	1197	893	916	-
0	des	O	O	-	0	634	666	920	939	-
0	Ritterkrenzes	O	O	-	0	681	811	920	942	-
0	zweiter	O	O	-	0	832	900	919	942	-
0	Klaſſe	O	O	-	0	913	972	918	940	-
0	mit	O	O	-	0	991	1024	918	937	-
0	Eichenlanb	O	O	-	0	1037	1145	917	939	-
0	des	O	O	-	0	1166	1198	919	937	-
0	Großherzoglich	O	O	-	0	634	784	944	968	-
0	Badiſchen	O	O	-	0	809	907	944	966	-
0	Ordens	O	O	-	0	932	1009	943	963	-
0	vom	O	O	-	0	1035	1076	947	961	-
0	Zähringer	O	O	-	0	1096	1197	942	966	-
0	Löwen	O	O	-	0	634	710	970	990	-
0	:	O	O	-	0	634	710	970	990	-
0	dem	O	O	-	0	723	756	970	989	-
0	Rittmeiſter	O	O	-	0	756	884	969	991	-
0	Freiherrn	B-PER	O	Q106973|Q15438272	0	896	993	968	991	0.19,0.11
0	von	I-PER	O	Q106973|Q15438272	0	1012	1055	970	987	0.19,0.11
0	Eſebeck	I-PER	O	Q106973|Q15438272	0	1068	1155	967	990	0.19,0.11
0	im	O	O	-	0	1174	1198	968	987	-
0	1	O	O	-	0	636	652	996	1014	-
0	.	O	O	-	0	636	652	996	1014	-
0		O	O	-	0	678	868	994	1017	-
0	Brandenburgiſchen	O	O	-	0	678	868	994	1017	-
0	Dragonerregiment	O	O	-	0	899	1084	993	1017	-
0	Nr	O	O	-	0	1116	1149	992	1012	-
0	.	O	O	-	0	1116	1149	992	1012	-
0		O	O	-	0	1181	1197	993	1016	-
0	2	O	O	-	0	1181	1197	993	1016	-
0	.	O	O	-	0	1181	1197	993	1016	-
0	kommandiert	O	O	-	0	635	763	1020	1040	-
0	zur	O	O	-	0	777	807	1024	1042	-
0	Dienſtleiſtung	O	O	-	0	821	960	1018	1042	-
0	im	O	O	-	0	979	1005	1018	1038	-
0	Königlichen	O	O	-	0	1017	1133	1017	1041	-
0	Mar⸗	O	O	-	0	1145	1199	1017	1038	-
0	ſtall	O	O	-	0	634	683	1045	1068	-
0	;	O	O	-	0	634	683	1045	1068	-
0	ferner	O	O	-	0	690	758	1045	1067	-
0	:	O	O	-	0	690	758	1045	1067	-
0	des	O	O	-	0	765	797	1045	1064	-
0	Ritterkrenzes	O	O	-	0	805	936	1044	1066	-
0	erſter	O	O	-	0	944	995	1043	1066	-
0	Klaſſe	O	O	-	0	1001	1060	1043	1065	-
0	des	O	O	-	0	1068	1100	1043	1062	-
0	Königlich	O	O	-	0	1108	1199	1043	1066	-
0	Schwediſchen	O	O	-	0	637	767	1070	1092	-
0	Schwertordens	O	O	-	0	787	946	1069	1092	-
0	:	O	O	-	0	787	946	1069	1092	-
0	dem	O	O	-	0	968	1005	1068	1087	-
0	Major	O	O	-	0	1026	1091	1067	1090	-
0	von	O	O	-	0	1114	1150	1071	1087	-
0	der	O	O	-	0	1169	1199	1068	1087	-
0	Armee	O	O	-	0	636	699	1095	1115	-
0	Freiherrn	B-PER	O	Q55677708	0	712	808	1094	1118	0.19
0	von	I-PER	O	Q55677708	0	823	865	1097	1113	0.19
0	Holzing	I-PER	O	Q55677708	0	878	1096	1092	1117	0.19
0	-	O	O	-	0	878	1096	1092	1117	-
0	Berſtett	O	O	-	0	878	1096	1092	1117	-
0	:	O	O	-	0	878	1096	1092	1117	-
0	komman	O	O	-	0	1110	1199	1093	1113	-
0	—	O	O	-	0	1110	1199	1093	1113	-
0	diert	O	O	-	0	636	681	1120	1140	-
0	zur	O	O	-	0	694	725	1125	1143	-
0	Dienſtleiſtung	O	O	-	0	733	871	1119	1142	-
0	im	O	O	-	0	885	908	1119	1138	-
0	Königlichen	O	O	-	0	916	1029	1118	1142	-
0	Marſtall	O	O	-	0	1043	1138	1117	1140	-
0	:	O	O	-	0	1043	1138	1117	1140	-
0	ſowie	O	O	-	0	1146	1199	1117	1141	-
0	des	O	O	-	0	637	669	1147	1164	-
0	Ritterkreuzes	O	O	-	0	683	814	1145	1167	-
0	erſter	O	O	-	0	827	879	1144	1166	-
0	Klaſfe	O	O	-	0	891	950	1143	1166	-
0	des	O	O	-	0	963	996	1143	1162	-
0	Königlich	O	O	-	0	1009	1101	1143	1166	-
0	Schwedi⸗	O	O	-	0	1109	1200	1143	1165	-
0	ſchen	O	O	-	0	637	683	1170	1192	-
0	Waſaordens	O	O	-	0	702	836	1170	1192	-
0	:	O	O	-	0	702	836	1170	1192	-
0	dem	O	O	-	0	855	895	1169	1188	-
0	Bureauvorſteher	O	O	-	0	914	1079	1168	1191	-
0	und	O	O	-	0	1098	1136	1167	1187	-
0	Hof	O	O	-	0	1155	1200	1167	1191	-
0	—	O	O	-	0	1155	1200	1167	1191	-
0	⸗	O	O	-	0	1155	1200	1167	1191	-
0	ſtaatsſekretär	O	O	-	0	636	769	1194	1218	-
0	im	O	O	-	0	793	819	1194	1214	-
0	Obermarſtallamt	O	O	-	0	843	1019	1193	1217	-
0	,	O	O	-	0	843	1019	1193	1217	-
0	Hofrat	O	O	-	0	1045	1113	1192	1216	-
0	Was	B-PER	O	-	0	1134	1200	1192	1213	-
0	—	B-PER	O	-	0	1134	1200	1192	1213	-
0	mund	I-PER	O	-	0	636	707	1220	1240	-
0	.	O	O	-	0	636	707	1220	1240	-
0	nan	O	O	-	0	662	701	1246	1265	-
0	Der	O	O	-	0	662	701	1246	1265	-
0	König	O	O	-	0	713	772	1244	1268	-
0	hat	O	O	-	0	786	818	1244	1267	-
0	den	O	O	-	0	837	871	1243	1264	-
0	Oberſtlentnant	O	O	-	0	882	1033	1243	1267	-
0	und	O	O	-	0	1052	1089	1243	1263	-
0	Komman⸗	O	O	-	0	1102	1200	1242	1262	-
0	deur	O	O	-	0	637	681	1270	1290	-
0	des	O	O	-	0	702	735	1270	1290	-
0	Leibdragonerregiments	O	O	-	0	756	989	1269	1293	-
0	(	O	O	-	0	1011	1036	1269	1292	-
0	2	O	O	-	0	1011	1036	1269	1292	-
0	.	O	O	-	0	1011	1036	1269	1292	-
0		O	O	-	0	1051	1199	1267	1292	-
0	Großherzoglich	O	O	-	0	1051	1199	1267	1292	-
0	Heſſiſchenn	O	O	-	0	637	739	1295	1318	-
0	Rr	O	O	-	0	765	798	1295	1315	-
0	.	O	O	-	0	765	798	1295	1315	-
0		O	O	-	0	814	838	1295	1314	-
0	24	O	O	-	0	814	838	1295	1314	-
0	Karl	B-PER	O	Q1504603	0	863	909	1294	1314	0.17
0	Georg	I-PER	O	Q1504603	0	931	992	1294	1317	0.17
0	Hartwig	I-PER	O	Q1504603	0	1018	1102	1293	1317	0.17
0	Richard	I-PER	O	Q1504603	0	1124	1199	1293	1316	0.17
0	Jlſemann	I-PER	O	Q1504603	0	637	739	1320	1344	0.17
0	in	O	O	-	0	743	775	1320	1339	-
0	den	O	O	-	0	777	822	1319	1339	-
0	erblichen	O	O	-	0	823	933	1319	1342	-
0	Adelſtand	O	O	-	0	947	1043	1318	1341	-
0	erhoben	O	O	-	0	1057	1138	1318	1341	-
0	.	O	O	-	0	1057	1138	1318	1341	-
0	nan	O	O	-	0	662	701	1346	1365	-
0	Der	O	O	-	0	662	701	1346	1365	-
0	bisherige	O	O	-	0	726	816	1345	1368	-
0	Landmeſſer	O	O	-	0	837	949	1344	1367	-
0	Otto	B-PER	O	Q153104	0	971	1017	1344	1365	0.15
0	Feinholtz	I-PER	O	Q153104	0	1043	1156	1344	1367	0.15
0	in	O	O	-	0	1181	1201	1343	1363	-
0	Danzig	B-LOC	O	Q1792|Q216173	0	638	711	1370	1393	0.79,0.11
0	iſt	O	O	-	0	731	751	1370	1393	-
0	zum	O	O	-	0	770	810	1375	1393	-
0	Königlichen	O	O	-	0	822	937	1369	1393	-
0	Oberlandmeſſer	O	O	-	0	950	1107	1368	1393	-
0	ernaunt	O	O	-	0	1123	1201	1370	1388	-
0	worden	O	O	-	0	637	716	1395	1416	-
0	.	O	O	-	0	637	716	1395	1416	-
0	nan	O	O	-	0	732	889	1471	1507	-
0	Volitiſche	O	O	-	0	732	889	1471	1507	-
0	Nachrichten	O	O	-	0	905	1104	1470	1507	-
0	.	O	O	-	0	905	1104	1470	1507	-
0	nan	O	O	-	0	769	855	1514	1536	-
0	Berlin	B-LOC	O	Q64|Q56037|Q56036	0	769	855	1514	1536	0.65,0.24,0.14
0	,	O	O	-	0	769	855	1514	1536	-
0	den	O	O	-	0	870	902	1515	1535	-
0	22	O	O	-	0	916	946	1515	1535	-
0	.	O	O	-	0	916	946	1515	1535	-
0		O	O	-	0	960	1072	1514	1537	-
0	September	O	O	-	0	960	1072	1514	1537	-
0	.	O	O	-	0	960	1072	1514	1537	-
0	nan	O	O	-	0	662	686	1556	1561	-
0	—	O	O	-	0	662	686	1556	1561	-
0	Aus	O	O	-	0	699	746	1546	1566	-
0	Straßburg	B-LOC	O	Q6602	0	761	877	1546	1570	0.68
0	wird	O	O	-	0	881	942	1547	1570	-
0	berichtet	O	O	-	0	943	1059	1545	1568	-
0	:	O	O	-	0	943	1059	1545	1568	-
0	Die	O	O	-	0	1085	1121	1544	1565	-
0	Preſſe	O	O	-	0	1141	1201	1544	1568	-
0	unſeres	O	O	-	0	637	710	1571	1594	-
0	Landes	O	O	-	0	718	779	1571	1591	-
0	beſchäftigt	O	O	-	0	782	905	1571	1594	-
0	ſich	O	O	-	0	918	948	1571	1594	-
0	fortgeſetzt	O	O	-	0	963	1057	1571	1594	-
0	noch	O	O	-	0	1070	1111	1570	1592	-
0	mit	O	O	-	0	1126	1159	1570	1590	-
0	der	O	O	-	0	1171	1201	1570	1589	-
0	Kaiſerreiſe	O	O	-	0	637	779	1596	1619	-
0	,	O	O	-	0	637	779	1596	1619	-
0	namentlich	O	O	-	0	793	898	1596	1619	-
0	mit	O	O	-	0	913	946	1597	1616	-
0	deren	O	O	-	0	958	1012	1596	1617	-
0	leztem	O	O	-	0	1026	1089	1596	1619	-
0	Teil	O	O	-	0	1103	1150	1595	1619	-
0	,	O	O	-	0	1103	1150	1595	1619	-
0	der	O	O	-	0	1171	1201	1596	1615	-
0	Fahrt	O	O	-	0	637	696	1621	1645	-
0	ins	O	O	-	0	709	741	1621	1642	-
0	Ober	B-LOC	O	Q570767	0	753	874	1621	1645	0.16
0	-	O	O	-	0	753	874	1621	1645	-
0	Elſaß	O	O	-	0	753	874	1621	1645	-
0	.	O	O	-	0	753	874	1621	1645	-
0	nan	O	O	-	0	900	928	1619	1642	-
0	Es	O	O	-	0	900	928	1619	1642	-
0	iſt	O	O	-	0	948	969	1621	1643	-
0	hier	O	O	-	0	987	1025	1621	1645	-
0	ganz	O	O	-	0	1044	1091	1626	1645	-
0	beſonders	O	O	-	0	1106	1201	1620	1644	-
0	bemerkt	O	O	-	0	637	711	1647	1667	-
0	worden	O	O	-	0	725	802	1647	1669	-
0	,	O	O	-	0	725	802	1647	1669	-
0	daß	O	O	-	0	823	858	1647	1669	-
0	der	O	O	-	0	879	910	1647	1666	-
0	Kaiſer	O	O	-	0	929	991	1646	1668	-
0	dabei	O	O	-	0	1012	1064	1646	1666	-
0	ſtändig	O	O	-	0	1077	1146	1646	1669	-
0	vom	O	O	-	0	1161	1201	1649	1665	-
0	Unterſtaatsſekretär	O	O	-	0	638	825	1672	1695	-
0	Frhrn	O	O	-	0	846	912	1671	1695	-
0	.	O	O	-	0	846	912	1671	1695	-
0	nan	O	O	-	0	932	984	1672	1695	-
0	Zorn	B-PER	O	Q96414|Q91091	0	932	984	1672	1695	0.15,0.11
0	v	I-PER	O	Q96414|Q91091	0	999	1016	1674	1691	0.15,0.11
0	.	O	O	-	0	999	1016	1674	1691	-
0		O	O	-	0	1030	1099	1670	1694	-
0	Bulach	I-PER	O	Q91091	0	1030	1099	1670	1694	0.16
0	begleitet	O	O	-	0	1121	1202	1670	1695	-
0	war	O	O	-	0	638	682	1701	1717	-
0	.	O	O	-	0	638	682	1701	1717	-
0	nan	O	O	-	0	702	792	1697	1720	-
0	Zwanglos	O	O	-	0	702	792	1697	1720	-
0	erklärt	O	O	-	0	794	883	1697	1717	-
0	ſich	O	O	-	0	896	926	1696	1719	-
0	dieſe	O	O	-	0	940	984	1696	1719	-
0	Erſcheinung	O	O	-	0	993	1110	1696	1720	-
0	daraus	O	O	-	0	1124	1201	1697	1719	-
0	,	O	O	-	0	1124	1201	1697	1719	-
0	daß	O	O	-	0	637	674	1722	1744	-
0	Staatsſekretär	O	O	-	0	687	833	1722	1744	-
0	v	B-PER	O	Q32500|Q151707|Q170467	0	847	863	1725	1742	0.55,0.16,0.11
0	.	O	O	-	0	847	863	1725	1742	-
0		O	O	-	0	876	937	1722	1742	-
0	Köller	B-PER	O	Q1458980	0	876	937	1722	1742	0.13
0	leidend	O	O	-	0	951	1020	1722	1742	-
0	iſt	O	O	-	0	1034	1054	1722	1744	-
0	und	O	O	-	0	1073	1110	1722	1742	-
0	ſich	O	O	-	0	1127	1157	1721	1744	-
0	mit	O	O	-	0	1170	1202	1721	1740	-
0	Rückſicht	O	O	-	0	638	722	1747	1770	-
0	darauf	O	O	-	0	743	810	1747	1770	-
0	und	O	O	-	0	831	868	1747	1767	-
0	ſeinen	O	O	-	0	890	949	1747	1770	-
0	demnächſt	O	O	-	0	970	1066	1747	1768	-
0	erfolgenden	O	O	-	0	1089	1202	1746	1770	-
0	Rücktritt	O	O	-	0	638	724	1772	1792	-
0	den	O	O	-	0	742	775	1772	1792	-
0	repräfentativen	O	O	-	0	795	948	1772	1794	-
0	Verpflichtungen	O	O	-	0	967	1123	1771	1794	-
0	ſeines	O	O	-	0	1145	1202	1771	1794	-
0	Amtes	O	O	-	0	638	702	1796	1816	-
0	gern	O	O	-	0	709	751	1802	1819	-
0	entzogen	O	O	-	0	760	844	1798	1819	-
0	haben	O	O	-	0	852	909	1796	1819	-
0	wird	O	O	-	0	917	968	1796	1817	-
0	.	O	O	-	0	917	968	1796	1817	-
0	nan	O	O	-	0	978	1013	1796	1817	-
0	Die	O	O	-	0	978	1013	1796	1817	-
0	Tatſache	O	O	-	0	1019	1103	1796	1819	-
0	aber	O	O	-	0	1111	1159	1796	1819	-
0	,	O	O	-	0	1111	1159	1796	1819	-
0	daß	O	O	-	0	1168	1202	1796	1817	-
0	ſchon	O	O	-	0	638	687	1822	1845	-
0	38	O	O	-	0	700	723	1822	1842	-
0	Jahre	O	O	-	0	737	795	1822	1845	-
0	nach	O	O	-	0	809	850	1822	1845	-
0	der	O	O	-	0	865	896	1822	1842	-
0	Annexion	O	O	-	0	908	1003	1822	1845	-
0	ein	O	O	-	0	1017	1044	1822	1842	-
0	fo	O	O	-	0	1061	1079	1821	1845	-
0	vertrautes	O	O	-	0	1100	1202	1822	1841	-
0	Verhältnis	O	O	-	0	637	746	1847	1870	-
0	zwiſchen	O	O	-	0	772	853	1847	1870	-
0	dem	O	O	-	0	879	917	1847	1866	-
0	Sproß	O	O	-	0	940	992	1847	1869	-
0	eines	O	O	-	0	995	1075	1847	1869	-
0	elfäſſiſchen	O	O	-	0	1098	1201	1846	1870	-
0	Adelsgeſchlechts	O	O	-	0	637	795	1871	1895	-
0	und	O	O	-	0	809	847	1872	1892	-
0	dem	O	O	-	0	864	903	1872	1892	-
0	Kaiſer	O	O	-	0	921	984	1871	1895	-
0	möglich	O	O	-	0	1003	1077	1872	1895	-
0	iſt	O	O	-	0	1099	1124	1871	1895	-
0	,	O	O	-	0	1099	1124	1871	1895	-
0	bildet	O	O	-	0	1148	1203	1871	1892	-
0	eine	O	O	-	0	637	675	1897	1916	-
0	bemerkenswerte	O	O	-	0	689	844	1897	1917	-
0	Erſcheinnung	O	O	-	0	858	982	1896	1920	-
0	.	O	O	-	0	858	982	1896	1920	-
0	nan	O	O	-	0	1009	1040	1897	1917	-
0	Das	O	O	-	0	1009	1040	1897	1917	-
0	iſt	O	O	-	0	1043	1087	1896	1920	-
0	nicht	O	O	-	0	1101	1146	1896	1920	-
0	mehr	O	O	-	0	1153	1201	1896	1919	-
0	das	O	O	-	0	637	673	1922	1941	-
0	kühle	O	O	-	0	686	741	1922	1945	-
0	,	O	O	-	0	686	741	1922	1945	-
0	mehr	O	O	-	0	755	803	1922	1945	-
0	auf	O	O	-	0	817	849	1922	1945	-
0	Achtung	O	O	-	0	868	949	1922	1945	-
0	beruhende	O	O	-	0	968	1068	1922	1945	-
0	Verhältnis	O	O	-	0	1086	1201	1922	1945	-
0	,	O	O	-	0	1086	1201	1922	1945	-
0	wie	O	O	-	0	637	669	1947	1967	-
0	es	O	O	-	0	683	704	1950	1966	-
0	bhisher	O	O	-	0	717	779	1947	1970	-
0	zu	O	O	-	0	791	813	1952	1970	-
0	Männern	O	O	-	0	826	926	1947	1970	-
0	,	O	O	-	0	826	926	1947	1970	-
0	wie	O	O	-	0	941	974	1947	1967	-
0	dem	O	O	-	0	982	1021	1947	1967	-
0	eben	O	O	-	0	1029	1064	1947	1967	-
0	verſtorbenen	O	O	-	0	1066	1201	1947	1969	-
0	ehemaligen	O	O	-	0	637	746	1971	1995	-
0	Landesausſchußpräſidenten	O	O	-	0	758	1034	1972	1995	-
0	Dr	O	O	-	0	1048	1081	1973	1992	-
0	.	O	O	-	0	1048	1081	1973	1992	-
0	v	B-PER	O	Q32500|Q151707|Q170467	0	1091	1108	1976	1992	0.55,0.16,0.11
0	.	O	O	-	0	1091	1108	1976	1992	-
0		O	O	-	0	1119	1202	1972	1994	-
0	Schlum⸗	I-PER	O	Q1902420	0	1119	1202	1972	1994	0.1
0	berger	I-PER	O	Q1902420	0	636	697	1997	2020	0.1
0	beſtanden	O	O	-	0	711	805	1997	2020	-
0	hat	O	O	-	0	817	858	1997	2020	-
0	;	O	O	-	0	817	858	1997	2020	-
0	die	O	O	-	0	877	905	1997	2017	-
0	Beziehungen	O	O	-	0	925	1053	1997	2020	-
0	des	O	O	-	0	1073	1106	1997	2018	-
0	Kaifers	O	O	-	0	1124	1199	1997	2020	-
0	zu	O	O	-	0	636	658	2027	2045	-
0	Herrn	O	O	-	0	670	730	2022	2045	-
0	v	B-PER	O	Q32500|Q151707|Q170467	0	743	760	2025	2043	0.55,0.16,0.11
0	.	O	O	-	0	743	760	2025	2043	-
0		O	O	-	0	774	843	2022	2045	-
0	Bulach	B-PER	O	Q91091	0	774	843	2022	2045	0.16
0	ſind	O	O	-	0	857	895	2022	2045	-
0	offenbar	O	O	-	0	903	985	2022	2044	-
0	einen	O	O	-	0	998	1050	2022	2042	-
0	Grad	O	O	-	0	1058	1110	2022	2042	-
0	wärmer	O	O	-	0	1120	1201	2022	2045	-
0	,	O	O	-	0	1120	1201	2022	2045	-
0	vertrauter	O	O	-	0	637	744	2048	2067	-
0	.	O	O	-	0	637	744	2048	2067	-
0	nan	O	O	-	0	770	805	2047	2067	-
0	Sie	O	O	-	0	770	805	2047	2067	-
0	legen	O	O	-	0	831	882	2047	2070	-
