No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
0	SW	O	O	-	0	1066	1088	2444	2460	-
0	.	O	O	-	0	1066	1088	2444	2460	-
0	nan	O	O	-	0	1125	1157	2437	2464	-
0	5	O	O	-	0	1125	1157	2437	2464	-
0	j	O	O	-	0	1195	1200	2435	2464	-
0	Aummmmmmmmmmmmmmmmmmmmmmmmmmmmmmm	O	O	-	0	653	1139	2464	2473	-
0	m	O	O	-	0	653	1200	2464	2473	-
0	1	O	O	-	0	1195	1200	2465	2473	-
0	—	O	O	-	0	618	1191	2472	2494	-
0	—	O	O	-	0	618	1200	2472	2494	-
0	—	O	O	-	0	618	1200	2472	2494	-
0	—	O	O	-	0	618	1200	2472	2494	-
0	—	O	O	-	0	618	1200	2472	2494	-
0	—	O	O	-	0	618	1200	2472	2494	-
0	—	O	O	-	0	618	1200	2472	2494	-
0	—	O	O	-	0	618	1200	2472	2494	-
0	—	O	O	-	0	1195	1200	2473	2494	-
0	nan	O	O	-	0	607	1201	2495	2624	-
0	Dürkopp	B-PER	O	Q1991407|Q95650	0	607	1201	2495	2624	0.71,0.24
0	'	O	O	-	0	607	1201	2495	2624	-
0	s	O	O	-	0	607	1201	2495	2624	-
0	Fahrräder	O	O	-	0	607	1201	2495	2624	-
0	nan	O	O	-	0	725	1058	2625	2652	-
0	DUno	O	O	-	0	725	1058	2625	2652	-
0	Ordrolent	O	O	-	0	725	1058	2625	2652	-
0	?	O	O	-	0	725	1058	2625	2652	-
0	nan	O	O	-	0	1073	1159	2629	2650	-
0	—	O	O	-	0	1073	1159	2629	2650	-
0	ſ	O	O	-	0	1176	1201	2606	2711	-
0	—	O	O	-	0	901	963	2675	2709	-
0	nan	O	O	-	0	610	674	2977	2995	-
0	Feinsto	O	O	-	0	610	674	2977	2995	-
0	Luausmaseliine	O	O	-	0	680	818	2978	2995	-
0	mit	O	O	-	0	825	854	2979	2995	-
0	undurendriugllehen	O	O	-	0	859	1032	2979	2999	-
0	Seulauelireiſen	O	O	-	0	1038	1168	2979	2997	-
0	nan	O	O	-	0	1177	1201	2976	3002	-
0	l	O	O	-	0	1177	1201	2976	3002	-
0	]	O	O	-	0	1177	1201	2976	3002	-
0	nan	O	O	-	0	760	877	3002	3020	-
0	GEemengl⸗	O	O	-	0	760	877	3002	3020	-
0	Vortrotor	O	O	-	0	878	1015	3001	3021	-
0	?	O	O	-	0	878	1015	3001	3021	-
0		O	O	-	0	681	866	3028	3055	-
0	Richard	B-PER	O	Q2567|Q269094|Q13894	0	681	866	3028	3055	0.17,0.16,0.12
0	Rochlitz	I-PER	O	Q2567|Q269094|Q13894	0	891	1102	3030	3061	0.17,0.16,0.12
0	,	O	O	-	0	891	1102	3030	3061	-
0	Berlin	B-LOC	O	Q64|Q56037	0	738	814	3064	3082	0.61,0.17
0	S	O	O	-	0	824	853	3065	3084	-
0	.	O	O	-	0	824	853	3065	3084	-
0	,	O	O	-	0	824	853	3065	3084	-
0	Prinzenstr	B-LOC	O	-	0	863	996	3065	3083	-
0	.	I-LOC	O	-	0	863	996	3065	3083	-
0		O	O	-	0	1007	1068	3066	3083	-
0	34	O	O	-	0	1007	1068	3066	3083	-
0	.	O	O	-	0	1007	1068	3066	3083	-
0	nan	O	O	-	0	620	705	3086	3102	-
0	—	O	O	-	0	620	705	3086	3102	-
0	nan	O	O	-	0	714	791	3087	3105	-
0	8solvonte	O	O	-	0	714	791	3087	3105	-
0	verireter	O	O	-	0	807	890	3089	3106	-
0	werden	O	O	-	0	906	971	3090	3106	-
0	goauct	O	O	-	0	987	1060	3090	3110	-
0	.	O	O	-	0	987	1060	3090	3110	-
0	nan	O	O	-	0	1070	1155	3089	3105	-
0	—	O	O	-	0	1070	1155	3089	3105	-
0	—	O	O	-	0	1070	1155	3089	3105	-
0	4	O	O	-	0	1168	1192	3064	3106	-
0	nan	O	O	-	0	1226	1499	1793	1832	-
0	Wanderer	O	O	-	0	1226	1499	1793	1832	-
0	-	O	O	-	0	1226	1499	1793	1832	-
0	Fahrräder	O	O	-	0	1226	1499	1793	1832	-
0	ugn	O	O	-	0	1465	1500	1842	1857	-
0	Wanderer	O	O	-	0	1509	1769	1842	1857	-
0	-	O	O	-	0	1509	1769	1842	1857	-
0	Fahrradwerke	O	O	-	0	1509	1769	1842	1857	-
0	vorm	O	O	-	0	1432	1637	1862	1902	-
0	.	O	O	-	0	1432	1637	1862	1902	-
0		O	O	-	0	1432	1637	1862	1902	-
0	Winklhofer	B-ORG	O	-	0	1432	1637	1862	1902	-
0	&	O	O	-	0	1655	1790	1863	1902	-
0	Jaenicke	O	O	-	0	1655	1790	1863	1902	-
0	m	O	O	-	0	1488	1505	1913	1931	-
0	Chemnitz	B-LOC	O	Q2795	0	1515	1747	1913	1931	0.2
0	-	O	O	-	0	1515	1747	1913	1931	-
0	Schönau	O	O	-	0	1515	1747	1913	1931	-
0	.	O	O	-	0	1515	1747	1913	1931	-
0	nan	O	O	-	0	1235	1274	1926	1934	-
0	—	O	O	-	0	1235	1274	1926	1934	-
0	—	O	O	-	0	1276	1298	1925	1934	-
0	⏑	O	O	-	0	1235	1429	1925	1940	-
0	—	O	O	-	0	1235	1429	1925	1940	-
0	—	O	O	-	0	1314	1429	1925	1940	-
0	nan	O	O	-	0	1553	1683	1957	1974	-
0	Hauptniederlage	O	O	-	0	1553	1683	1957	1974	-
0	nan	O	O	-	0	1303	1355	1978	1981	-
0	kimmmmmmmmmmmmmm	O	O	-	0	1303	1355	1978	1981	-
0	—	O	O	-	0	1356	1367	1978	1979	-
0	nan	O	O	-	0	1488	1512	1973	1988	-
0	ür	O	O	-	0	1488	1512	1973	1988	-
0	cie	O	O	-	0	1523	1547	1973	1988	-
0	Provinz	O	O	-	0	1562	1623	1974	1989	-
0	Brandenburg	B-LOC	O	Q1208|Q700264|Q148499	0	1636	1746	1974	1990	0.75,0.43,0.16
0	:	O	O	-	0	1636	1746	1974	1990	-
0	Berlin	B-LOC	O	Q64|Q56037	0	1228	1287	1992	2022	0.61,0.17
0	W	O	O	-	0	1298	1339	1991	2025	-
0	.	O	O	-	0	1298	1339	1991	2025	-
0	,	O	O	-	0	1298	1339	1991	2025	-
0	Markgrafenstr	B-LOC	O	-	0	1355	1546	1991	2026	-
0	.	I-LOC	O	-	0	1355	1546	1991	2026	-
0		O	O	-	0	1555	1590	1991	2024	-
0	35	O	O	-	0	1555	1590	1991	2024	-
0	,	O	O	-	0	1555	1590	1991	2024	-
0	Martin	B-PER	O	Q42723009	0	1602	1684	1991	2020	0.11
0	Manasse	I-PER	O	Q42723009	0	1693	1786	1992	2021	0.11
0	nan	O	O	-	0	1262	1415	2042	2114	-
0	Hallmayer	B-PER	O	-	0	1262	1415	2042	2114	-
0	'	O	O	-	0	1262	1415	2042	2114	-
0	s	O	O	-	0	1262	1415	2042	2114	-
0	konzentrirter	O	O	-	0	1463	1662	2045	2101	-
0	—	O	O	-	0	1663	1777	2045	2082	-
0	E	O	O	-	0	1263	1372	2100	2142	-
0	E	O	O	-	0	1372	1420	2100	2142	-
0	1	O	O	-	0	1529	1610	2100	2137	-
0	nan	O	O	-	0	1250	1298	2488	2529	-
0	—	O	O	-	0	1250	1298	2488	2529	-
0	—	O	O	-	0	1320	1381	2503	2528	-
0	—	O	O	-	0	1381	1423	2503	2529	-
0	—	O	O	-	0	1441	1475	2486	2529	-
0	—	O	O	-	0	1240	1764	2486	2529	-
0	—	O	O	-	0	1525	1571	2486	2528	-
0	—	O	O	-	0	1570	1614	2509	2526	-
0	—	O	O	-	0	1570	1614	2509	2526	-
0	7	O	O	-	0	1615	1753	2486	2527	-
0	nan	O	O	-	0	1230	1248	2534	2554	-
0	i	O	O	-	0	1230	1248	2534	2554	-
0	llo	O	O	-	0	1255	1285	2534	2549	-
0	·	O	O	-	0	1286	1291	2541	2546	-
0	Paeten	O	O	-	0	1293	1340	2534	2549	-
0	is	O	O	-	0	1348	1367	2534	2549	-
0	in	O	O	-	0	1371	1426	2533	2565	-
0	—	O	O	-	0	1435	1472	2533	2547	-
0	354	O	O	-	0	1474	1529	2532	2566	-
0	.	O	O	-	0	1474	1529	2532	2566	-
0		O	O	-	0	1532	1564	2533	2564	-
0	24	O	O	-	0	1532	1564	2533	2564	-
0	.	O	O	-	0	1532	1564	2533	2564	-
0		O	O	-	0	1566	1617	2533	2564	-
0	—	O	O	-	0	1566	1617	2533	2564	-
0	—	O	O	-	0	1665	1712	2533	2549	-
0	40	O	O	-	0	1720	1746	2534	2550	-
0	4	O	O	-	0	1755	1775	2533	2564	-
0	Colonialv	O	O	-	0	1231	1365	2567	2590	-
0	aren	O	O	-	0	1367	1451	2573	2591	-
0	-	O	O	-	0	1367	1451	2573	2591	-
0	,	O	O	-	0	1367	1451	2573	2591	-
0	Drogen	O	O	-	0	1466	1589	2566	2591	-
0	-	O	O	-	0	1466	1589	2566	2591	-
0	,	O	O	-	0	1466	1589	2566	2591	-
0	Samon	O	O	-	0	1602	1710	2566	2590	-
0	-⸗	O	O	-	0	1602	1710	2566	2590	-
0	und	O	O	-	0	1722	1773	2567	2590	-
0	Blumons	O	O	-	0	1324	1466	2592	2614	-
0	Handluncen	O	O	-	0	1472	1682	2591	2617	-
0	.	O	O	-	0	1472	1682	2591	2617	-
0	nan	O	O	-	0	1230	1271	2615	2636	-
0	d	O	O	-	0	1230	1271	2615	2636	-
0	nan	O	O	-	0	1279	1422	2616	2633	-
0	Vorxaumotouon	O	O	-	0	1279	1422	2616	2633	-
0	aneb	O	O	-	0	1432	1475	2615	2632	-
0	auron	O	O	-	0	1483	1536	2615	2631	-
0	Piunato	O	O	-	0	1546	1617	2615	2632	-
0	oralohion	O	O	-	0	1620	1727	2615	2632	-
0	.	O	O	-	0	1620	1727	2615	2632	-
0	nan	O	O	-	0	1735	1776	2611	2635	-
0	i	O	O	-	0	1735	1776	2611	2635	-
0	uiunimmiiwiimmmmm	O	O	-	0	1382	1578	2641	2647	-
0	mm	O	O	-	0	1382	1578	2641	2647	-
0	iimmmmmm	O	O	-	0	1382	1578	2641	2647	-
0	ek	O	O	-	0	1382	1578	2641	2647	-
0	u	O	O	-	0	1382	1578	2641	2647	-
0	m	O	O	-	0	1382	1578	2641	2647	-
0	nan	O	O	-	0	1382	1415	2657	2686	-
0	J	O	O	-	0	1382	1415	2657	2686	-
0	.	O	O	-	0	1382	1415	2657	2686	-
0	Kronheim	O	O	-	0	1432	1622	2656	2687	-
0	,	O	O	-	0	1432	1622	2656	2687	-
0	Berlin	B-LOC	O	Q64|Q56037	0	1360	1459	2690	2706	0.61,0.17
0	,	O	O	-	0	1360	1459	2690	2706	-
0	Karlstraße	B-LOC	O	Q19287745	0	1471	1591	2689	2706	0.51
0	4	O	O	-	0	1603	1647	2689	2705	-
0	—	O	O	-	0	1603	1647	2689	2705	-
0	5	O	O	-	0	1603	1647	2689	2705	-
0	,	O	O	-	0	1603	1647	2689	2705	-
0	empfiehlt	O	O	-	0	1327	1396	2706	2722	-
0	ſeinen	O	O	-	0	1403	1449	2706	2720	-
0	neu	O	O	-	0	1455	1482	2709	2720	-
0	eingetroſienen	O	O	-	0	1487	1594	2705	2722	-
0	Transvorl	O	O	-	0	1599	1677	2705	2720	-
0	dvon	O	O	-	0	1327	1355	2724	2737	-
0	arutzen	O	O	-	0	1371	1427	2723	2738	-
0	,	O	O	-	0	1371	1427	2723	2738	-
0	egalen	O	O	-	0	1444	1492	2723	2738	-
0	wagenvpferdin	O	O	-	0	1505	1626	2722	2738	-
0	(	O	O	-	0	1640	1678	2722	2737	-
0	auch	O	O	-	0	1640	1678	2722	2737	-
0	gute	O	O	-	0	1239	1272	2742	2756	-
0	Eiuſvaͤnner	O	O	-	0	1280	1373	2739	2755	-
0	)	O	O	-	0	1280	1373	2739	2755	-
0	unter	O	O	-	0	1382	1423	2740	2753	-
0	bekannter	O	O	-	0	1431	1504	2739	2753	-
0	lolider	O	O	-	0	1512	1561	2738	2763	-
0	Bedienung	O	O	-	0	1569	1652	2738	2754	-
0	zum	O	O	-	0	1661	1691	2742	2754	-
0	Vertauf	O	O	-	0	1699	1763	2739	2754	-
0	.	O	O	-	0	1699	1763	2739	2754	-
0	*	O	O	-	0	1785	1793	2738	2748	-
0	nan	O	O	-	0	1451	1723	2790	2922	-
0	W	B-PER	O	-	0	1451	1723	2790	2922	-
0	.	O	O	-	0	1451	1723	2790	2922	-
0	Adelung	I-PER	O	-	0	1451	1723	2790	2922	-
0	&	O	O	-	0	1451	1723	2790	2922	-
0	A	B-PER	O	-	0	1451	1723	2790	2922	-
0	.	O	O	-	0	1451	1723	2790	2922	-
0	Hoffmann	I-PER	O	-	0	1451	1723	2790	2922	-
0	Actienbrauerei	O	O	-	0	1451	1723	2790	2922	-
0	Potsdam	B-LOC	O	Q1711	0	1451	1723	2790	2922	0.58
0	.	O	O	-	0	1451	1723	2790	2922	-
0	nan	O	O	-	0	1451	1723	2790	2922	-
0	Amt	O	O	-	0	1451	1723	2790	2922	-
0	Potsdam	B-LOC	O	Q1711	0	1451	1723	2790	2922	0.58
0	No	O	O	-	0	1451	1723	2790	2922	-
0	.	O	O	-	0	1451	1723	2790	2922	-
0		O	O	-	0	1451	1723	2790	2922	-
0	7	O	O	-	0	1451	1723	2790	2922	-
0	Potsdamer	O	O	-	0	1451	1723	2790	2922	-
0	Stangenbier	O	O	-	0	1451	1723	2790	2922	-
0	nan	O	O	-	0	1471	1502	3004	3020	-
0	unq	O	O	-	0	1471	1502	3004	3020	-
0	qunties	O	O	-	0	1512	1575	3004	3020	-
0	Fortand	O	O	-	0	1583	1675	3002	3022	-
0	.	O	O	-	0	1583	1675	3002	3022	-
0		O	O	-	0	1697	1752	2986	3014	-
0	Blor	O	O	-	0	1697	1752	2986	3014	-
0	in	O	O	-	0	1501	1517	3026	3038	-
0	Geodinden	O	O	-	0	1524	1592	3026	3039	-
0	und	O	O	-	0	1599	1625	3026	3039	-
0	Finachen	O	O	-	0	1633	1701	3026	3040	-
0	.	O	O	-	0	1633	1701	3026	3040	-
0	nan	O	O	-	0	1275	1339	3044	3068	-
0	Potsdamer	O	O	-	0	1275	1339	3044	3068	-
0	Stangenbier	O	O	-	0	1275	1339	3044	3068	-
0	nan	O	O	-	0	1520	1583	3042	3072	-
0	—	O	O	-	0	1520	1583	3042	3072	-
0	—	O	O	-	0	1679	1752	3044	3072	-
0	nan	O	O	-	0	1450	1509	3073	3089	-
0	Niederl	O	O	-	0	1450	1509	3073	3089	-
0	.	O	O	-	0	1450	1509	3073	3089	-
0	in	O	O	-	0	1515	1529	3074	3089	-
0	Berlin	B-LOC	O	Q64|Q56037	0	1534	1562	3074	3089	0.61,0.17
0	SW	O	O	-	0	1586	1622	3074	3092	-
0	.	O	O	-	0	1586	1622	3074	3092	-
0	,	O	O	-	0	1586	1622	3074	3092	-
0	Teltowerstr	B-LOC	O	-	0	1629	1696	3075	3092	-
0	.	O	O	-	0	1629	1696	3075	3092	-
0		O	O	-	0	1727	1751	3076	3092	-
0	43	O	O	-	0	1727	1751	3076	3092	-
0	.	O	O	-	0	1727	1751	3076	3092	-
0	nan	O	O	-	0	1872	1956	1843	1861	-
0	Fiubriut	O	O	-	0	1872	1956	1843	1861	-
0	ſur	O	O	-	0	1967	2004	1844	1860	-
0	Uumnen	O	O	-	0	2014	2113	1843	1863	-
0	ali	O	O	-	0	2122	2154	1843	1860	-
0	Sheeiglitat	O	O	-	0	1908	2041	1863	1879	-
0	:	O	O	-	0	1908	2041	1863	1879	-
0	Nplex˖	O	O	-	0	1849	1945	1878	1912	-
0	Dauplpumpon	O	O	-	0	1944	2121	1879	1912	-
0	Nr	O	O	-	0	1832	1866	1911	1927	-
0	ntio	O	O	-	0	1874	1913	1912	1927	-
0	Trecne	I-PER	O	-	0	1918	1993	1912	1927	-
0	n	O	O	-	0	2001	2020	1916	1927	-
0	.	O	O	-	0	2001	2020	1916	1927	-
0		O	O	-	0	2026	2142	1912	1928	-
0	Lutatuneem	O	O	-	0	2026	2142	1912	1928	-
0	.	O	O	-	0	2026	2142	1912	1928	-
0	nan	O	O	-	0	1857	1949	1927	1944	-
0	GEronnen	B-PER	O	-	0	1857	1949	1927	1944	-
0	vorrnitaglanor	O	O	-	0	1959	2116	1928	1946	-
0	.	O	O	-	0	1959	2116	1928	1946	-
0	nan	O	O	-	0	1851	1913	1946	1963	-
0	Toleer	B-PER	O	-	0	1851	1913	1946	1963	-
0	.	O	O	-	0	1851	1913	1946	1963	-
0		O	O	-	0	1914	1957	1948	1962	-
0	Adr	O	O	-	0	1914	1957	1948	1962	-
0	.	O	O	-	0	1914	1957	1948	1962	-
0	:	O	O	-	0	1914	1957	1948	1962	-
0	Weisens	B-LOC	O	Q1595703	0	1965	2031	1948	1962	0.13
0	Hallesaale	O	O	-	0	2042	2125	1948	1963	-
0	.	O	O	-	0	2042	2125	1948	1963	-
0	nan	O	O	-	0	1831	1935	1963	1978	-
0	Finibürenus	O	O	-	0	1831	1935	1963	1978	-
0	u	O	O	-	0	1942	1956	1968	1978	-
0	.	O	O	-	0	1942	1956	1968	1978	-
0		O	O	-	0	1962	2016	1964	1980	-
