No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
0	letzten	O	O	-	0	576	697	1090	1147	-
0	Weichſelüberſchwemmungen	O	O	-	0	748	1323	1091	1154	-
0	Geſchädigten	O	O	-	0	1366	1625	1103	1159	-
0	zuſammengetreten	O	O	-	0	200	575	1149	1206	-
0	.	O	O	-	0	200	575	1149	1206	-
0	nan	O	O	-	0	639	714	1145	1190	-
0	Die	O	O	-	0	639	714	1145	1190	-
0	Arbeiten	O	O	-	0	715	929	1148	1191	-
0	der	O	O	-	0	963	1025	1150	1193	-
0	letztgenannten	O	O	-	0	1062	1353	1151	1207	-
0	Körperſchaft	O	O	-	0	1380	1625	1157	1214	-
0	werden	O	O	-	0	195	328	1204	1249	-
0	ſich	O	O	-	0	366	430	1200	1251	-
0	vorausſichtlich	O	O	-	0	468	763	1201	1255	-
0	ſchnell	O	O	-	0	795	916	1202	1255	-
0	abwickeln	O	O	-	0	945	1156	1204	1256	-
0	,	O	O	-	0	945	1156	1204	1256	-
0	und	O	O	-	0	1186	1261	1210	1253	-
0	mit	O	O	-	0	1291	1362	1212	1256	-
0	der	O	O	-	0	1389	1452	1214	1256	-
0	zweiten	O	O	-	0	1479	1625	1217	1266	-
0	vom	O	O	-	0	196	273	1269	1303	-
0	Herrenhauſe	O	O	-	0	300	554	1254	1308	-
0	vorzunehmenden	O	O	-	0	600	942	1258	1310	-
0	Abſtimmung	O	O	-	0	969	1231	1259	1319	-
0	über	O	O	-	0	1261	1352	1266	1310	-
0	das	O	O	-	0	1379	1452	1268	1311	-
0	Lehrer⸗	O	O	-	0	1480	1625	1269	1322	-
0	Anſtellungsgeſetz	O	O	-	0	1480	1625	1269	1322	-
0	wird	O	O	-	0	590	686	1300	1353	-
0	die	O	O	-	0	740	797	1300	1355	-
0	Seſſion	O	O	-	0	840	1024	1300	1365	-
0	des	O	O	-	0	1037	1192	1300	1362	-
0	Landtags	O	O	-	0	1184	1362	1300	1367	-
0	geschlossen	O	O	-	0	1380	1617	1300	1367	-
0	werden	O	O	-	0	192	324	1367	1411	-
0	können	O	O	-	0	352	504	1362	1407	-
0	.	O	O	-	0	352	504	1362	1407	-
0	nan	O	O	-	0	292	489	1418	1472	-
0	Bezüglich	O	O	-	0	292	489	1418	1472	-
0	der	O	O	-	0	520	590	1419	1462	-
0	Dauer	O	O	-	0	610	743	1420	1464	-
0	der	O	O	-	0	777	841	1423	1464	-
0	Seſſion	O	O	-	0	868	1025	1423	1475	-
0	des	O	O	-	0	1062	1129	1427	1468	-
0	Reichstags	O	O	-	0	1158	1388	1427	1486	-
0	liegen	O	O	-	0	1424	1543	1432	1486	-
0	die	O	O	-	0	1573	1625	1434	1479	-
0	Verhältniſſe	O	O	-	0	194	432	1473	1529	-
0	nicht	O	O	-	0	475	570	1474	1527	-
0	ſo	O	O	-	0	612	649	1476	1525	-
0	klar	O	O	-	0	692	781	1474	1519	-
0	.	O	O	-	0	692	781	1474	1519	-
0	nan	O	O	-	0	839	1005	1476	1532	-
0	Freilich	O	O	-	0	839	1005	1476	1532	-
0	,	O	O	-	0	839	1005	1476	1532	-
0	wenn	O	O	-	0	1050	1158	1488	1524	-
0	man	O	O	-	0	1189	1250	1496	1526	-
0	die	O	O	-	0	1254	1344	1484	1529	-
0	freiſinnigen	O	O	-	0	1347	1625	1488	1543	-
0	Blätter	O	O	-	0	193	338	1532	1578	-
0	lieſt	O	O	-	0	365	456	1528	1579	-
0	,	O	O	-	0	365	456	1528	1579	-
0	wäre	O	O	-	0	485	584	1532	1572	-
0	das	O	O	-	0	613	686	1531	1572	-
0	Sachverhältniß	O	O	-	0	715	1035	1530	1586	-
0	ganz	O	O	-	0	1067	1160	1549	1590	-
0	einfach	O	O	-	0	1191	1344	1537	1591	-
0	:	O	O	-	0	1191	1344	1537	1591	-
0	der	O	O	-	0	1382	1444	1547	1585	-
0	Reichstag	O	O	-	0	1474	1625	1542	1597	-
0	ſoll	O	O	-	0	268	351	1583	1636	-
0	kurzer	O	O	-	0	377	498	1583	1637	-
0	Hand	O	O	-	0	525	637	1585	1637	-
0	die	O	O	-	0	680	739	1584	1628	-
0	ihm	O	O	-	0	767	844	1585	1637	-
0	noch	O	O	-	0	872	960	1587	1642	-
0	verbliebenen	O	O	-	0	989	1244	1589	1636	-
0	oder	O	O	-	0	1282	1368	1596	1639	-
0	neu	O	O	-	0	1395	1467	1609	1641	-
0	vorge⸗	O	O	-	0	1495	1625	1607	1654	-
0	legten	O	O	-	0	1495	1625	1607	1654	-
0	Entwürfe	O	O	-	0	327	523	1636	1693	-
0	zurückweiſen	O	O	-	0	552	803	1639	1693	-
0	und	O	O	-	0	833	921	1644	1691	-
0	,	O	O	-	0	833	921	1644	1691	-
0	wenn	O	O	-	0	942	1052	1650	1687	-
0	nichts	O	O	-	0	1071	1191	1645	1698	-
0	anderes	O	O	-	0	1212	1369	1649	1693	-
0	hilft	O	O	-	0	1400	1496	1651	1706	-
0	,	O	O	-	0	1400	1496	1651	1706	-
0	durch	O	O	-	0	1518	1624	1654	1708	-
0	parlamentariſche	O	O	-	0	191	524	1692	1750	-
0	Arbeitseinſtellung	O	O	-	0	567	937	1693	1750	-
0	den	O	O	-	0	981	1061	1698	1741	-
0	alsbaldigen	O	O	-	0	1093	1336	1701	1757	-
0	Schluß	O	O	-	0	1372	1519	1706	1759	-
0	der	O	O	-	0	1562	1625	1711	1753	-
0	Seſſion	O	O	-	0	193	338	1749	1803	-
0	herbeiführen	O	O	-	0	366	633	1746	1801	-
0	.	O	O	-	0	366	633	1746	1801	-
0	nan	O	O	-	0	690	758	1749	1794	-
0	Das	O	O	-	0	690	758	1749	1794	-
0	kennzeichnet	O	O	-	0	761	1053	1749	1805	-
0	ſo	O	O	-	0	1082	1118	1755	1805	-
0	recht	O	O	-	0	1147	1240	1757	1808	-
0	die	O	O	-	0	1269	1326	1758	1801	-
0	Art	O	O	-	0	1356	1441	1760	1811	-
0	,	O	O	-	0	1356	1441	1760	1811	-
0	wie	O	O	-	0	1470	1538	1763	1807	-
0	auf	O	O	-	0	1559	1625	1767	1818	-
0	oppoſitioneller	O	O	-	0	193	482	1801	1858	-
0	Seite	O	O	-	0	510	621	1801	1846	-
0	Politik	O	O	-	0	650	794	1803	1857	-
0	gemacht	O	O	-	0	821	983	1806	1858	-
0	wird	O	O	-	0	1013	1126	1808	1862	-
0	:	O	O	-	0	1013	1126	1808	1862	-
0	man	O	O	-	0	1164	1226	1824	1854	-
0	fragt	O	O	-	0	1229	1383	1814	1869	-
0	nicht	O	O	-	0	1413	1507	1815	1870	-
0	nach	O	O	-	0	1533	1621	1821	1872	-
0	den	O	O	-	0	191	251	1862	1902	-
0	Jntereſſen	O	O	-	0	279	487	1856	1910	-
0	des	O	O	-	0	515	582	1858	1900	-
0	Landes	O	O	-	0	611	773	1857	1909	-
0	,	O	O	-	0	611	773	1857	1909	-
0	ſondern	O	O	-	0	816	971	1861	1910	-
0	nach	O	O	-	0	1014	1102	1863	1916	-
0	denen	O	O	-	0	1132	1247	1865	1910	-
0	der	O	O	-	0	1283	1345	1871	1912	-
0	Partei	O	O	-	0	1374	1507	1870	1922	-
0	oder	O	O	-	0	1537	1623	1875	1918	-
0	des	O	O	-	0	190	247	1917	1957	-
0	einzelnen	O	O	-	0	276	461	1912	1965	-
0	Jndividuums	O	O	-	0	490	805	1910	1965	-
0	,	O	O	-	0	490	805	1910	1965	-
0	denen	O	O	-	0	834	948	1916	1958	-
0	man	O	O	-	0	989	1080	1931	1961	-
0	—	O	O	-	0	1109	1164	1943	1949	-
0	bewußt	O	O	-	0	1192	1342	1921	1974	-
0	oder	O	O	-	0	1386	1472	1926	1970	-
0	unbewußt	O	O	-	0	1507	1620	1930	1972	-
0	—	O	O	-	0	309	360	1989	1996	-
0	den	O	O	-	0	390	460	1967	2009	-
0	Vorzug	O	O	-	0	489	643	1966	2021	-
0	giebt	O	O	-	0	676	787	1967	2021	-
0	,	O	O	-	0	676	787	1967	2021	-
0	weil	O	O	-	0	815	901	1970	2012	-
0	man	O	O	-	0	928	1019	1983	2015	-
0	glaubt	O	O	-	0	1040	1186	1973	2026	-
0	,	O	O	-	0	1040	1186	1973	2026	-
0	ſtets	O	O	-	0	1214	1302	1976	2027	-
0	den	O	O	-	0	1322	1392	1978	2022	-
0	Jntereſſen	O	O	-	0	1412	1621	1979	2035	-
0	der	O	O	-	0	190	243	2025	2065	-
0	Regierung	O	O	-	0	270	499	2020	2075	-
0	,	O	O	-	0	270	499	2020	2075	-
0	und	O	O	-	0	541	619	2024	2065	-
0	nicht	O	O	-	0	662	758	2022	2077	-
0	denen	O	O	-	0	800	915	2023	2068	-
0	des	O	O	-	0	950	1017	2027	2070	-
0	Landes	O	O	-	0	1045	1194	2028	2073	-
0	gegenüberzuſtehen	O	O	-	0	1239	1618	2034	2091	-
0	.	O	O	-	0	1239	1618	2034	2091	-
0	nan	O	O	-	0	188	304	2077	2130	-
0	Jndeß	O	O	-	0	188	304	2077	2130	-
0	dieſe	O	O	-	0	341	432	2075	2127	-
0	Auffaſſung	O	O	-	0	463	701	2076	2132	-
0	,	O	O	-	0	463	701	2076	2132	-
0	die	O	O	-	0	737	793	2078	2121	-
0	nur	O	O	-	0	828	901	2093	2123	-
0	zu	O	O	-	0	935	979	2093	2136	-
0	ſehr	O	O	-	0	1009	1088	2083	2136	-
0	an	O	O	-	0	1116	1167	2097	2127	-
0	die	O	O	-	0	1200	1257	2085	2128	-
0	Zeit	O	O	-	0	1285	1372	2086	2140	-
0	der	O	O	-	0	1400	1462	2091	2134	-
0	politiſchen	O	O	-	0	1488	1618	2092	2144	-
0	Kinderſchuhe	O	O	-	0	300	564	2128	2185	-
0	erinnert	O	O	-	0	593	774	2130	2183	-
0	,	O	O	-	0	593	774	2130	2183	-
0	ſollte	O	O	-	0	809	912	2134	2186	-
0	doch	O	O	-	0	947	1032	2137	2190	-
0	angeſichts	O	O	-	0	1063	1265	2140	2193	-
0	der	O	O	-	0	1303	1365	2144	2186	-
0	hohen	O	O	-	0	1394	1514	2145	2199	-
0	Bedeutung	O	O	-	0	1542	1617	2147	2192	-
0	der	O	O	-	0	357	419	2184	2228	-
0	Fragen	O	O	-	0	435	597	2186	2240	-
0	,	O	O	-	0	435	597	2186	2240	-
0	zu	O	O	-	0	627	671	2200	2240	-
0	deren	O	O	-	0	698	804	2187	2231	-
0	Entſcheidung	O	O	-	0	825	1090	2189	2246	-
0	der	O	O	-	0	1121	1183	2198	2237	-
0	Reichstag	O	O	-	0	1212	1415	2195	2253	-
0	nunmehr	O	O	-	0	1435	1618	2202	2254	-
0	wieder	O	O	-	0	186	304	2239	2284	-
0	zuſammentritt	O	O	-	0	318	625	2239	2294	-
0	,	O	O	-	0	318	625	2239	2294	-
0	von	O	O	-	0	640	715	2249	2286	-
0	Allen	O	O	-	0	726	851	2241	2294	-
0	,	O	O	-	0	726	851	2241	2294	-
0	die	O	O	-	0	866	923	2244	2287	-
0	nicht	O	O	-	0	937	1033	2244	2300	-
0	blind	O	O	-	0	1050	1154	2247	2292	-
0	ſein	O	O	-	0	1170	1245	2250	2301	-
0	wollen	O	O	-	0	1260	1409	2253	2304	-
0	,	O	O	-	0	1260	1409	2253	2304	-
0	als	O	O	-	0	1421	1483	2256	2299	-
0	völlig	O	O	-	0	1490	1615	2256	2311	-
0	unhaltbar	O	O	-	0	189	383	2294	2347	-
0	erkannt	O	O	-	0	398	549	2293	2339	-
0	werden	O	O	-	0	562	721	2298	2340	-
0	.	O	O	-	0	562	721	2298	2340	-
0	nan	O	O	-	0	766	799	2298	2342	-
0	Es	O	O	-	0	766	799	2298	2342	-
0	handelt	O	O	-	0	801	974	2298	2353	-
0	ſich	O	O	-	0	976	1069	2302	2356	-
0	jetzt	O	O	-	0	1084	1162	2303	2357	-
0	in	O	O	-	0	1177	1216	2303	2347	-
0	erſter	O	O	-	0	1233	1337	2307	2358	-
0	Linie	O	O	-	0	1351	1454	2307	2353	-
0	darum	O	O	-	0	1469	1614	2311	2362	-
0	,	O	O	-	0	1469	1614	2311	2362	-
0	die	O	O	-	0	186	234	2349	2391	-
0	Frage	O	O	-	0	278	399	2349	2404	-
0	der	O	O	-	0	446	508	2349	2393	-
0	Branntweinbeſteuerung	O	O	-	0	554	1068	2350	2410	-
0	,	O	O	-	0	554	1068	2350	2410	-
0	für	O	O	-	0	1115	1177	2359	2411	-
0	welche	O	O	-	0	1223	1351	2360	2412	-
0	die	O	O	-	0	1396	1454	2363	2408	-
0	Commiſſion	O	O	-	0	1501	1614	2366	2411	-
0	keine	O	O	-	0	360	459	2403	2448	-
0	Löſung	O	O	-	0	505	649	2404	2459	-
0	gefunden	O	O	-	0	690	880	2404	2462	-
0	hat	O	O	-	0	936	1029	2410	2463	-
0	,	O	O	-	0	936	1029	2410	2463	-
0	in	O	O	-	0	1087	1127	2411	2455	-
0	das	O	O	-	0	1182	1254	2414	2458	-
0	rechte	O	O	-	0	1312	1424	2417	2470	-
0	Geleis	O	O	-	0	1479	1612	2420	2466	-
0	zu	O	O	-	0	184	220	2470	2512	-
0	bringen	O	O	-	0	258	423	2457	2512	-
0	.	O	O	-	0	258	423	2457	2512	-
0	nan	O	O	-	0	482	540	2460	2504	-
0	Es	O	O	-	0	482	540	2460	2504	-
0	wäre	O	O	-	0	582	683	2463	2504	-
0	in	O	O	-	0	725	765	2462	2505	-
0	der	O	O	-	0	783	863	2462	2505	-
0	That	O	O	-	0	891	997	2464	2517	-
0	ein	O	O	-	0	1027	1087	2466	2510	-
0	Armuthszeugniß	O	O	-	0	1116	1476	2468	2527	-
0	,	O	O	-	0	1116	1476	2468	2527	-
0	wenn	O	O	-	0	1505	1613	2484	2521	-
0	die	O	O	-	0	158	230	2512	2555	-
0	über	O	O	-	0	267	356	2513	2556	-
0	die	O	O	-	0	397	456	2514	2556	-
0	Majorität	O	O	-	0	499	708	2513	2568	-
0	verfügenden	O	O	-	0	750	994	2518	2572	-
0	Parteien	O	O	-	0	1024	1218	2520	2574	-
0	,	O	O	-	0	1024	1218	2520	2574	-
0	welche	O	O	-	0	1247	1374	2527	2581	-
0	die	O	O	-	0	1403	1459	2529	2573	-
0	Nothwendigkeit	O	O	-	0	1488	1611	2530	2584	-
0	der	O	O	-	0	428	493	2570	2612	-
0	Branntweinſteuererhöhung	O	O	-	0	533	1093	2569	2631	-
0	aus	O	O	-	0	1137	1212	2584	2621	-
0	finanziellen	O	O	-	0	1234	1491	2578	2636	-
0	und	O	O	-	0	1533	1610	2588	2631	-
0	ſittlichen	O	O	-	0	180	341	2621	2674	-
0	Gründen	O	O	-	0	383	568	2622	2668	-
0	anerkennen	O	O	-	0	611	836	2626	2670	-
0	und	O	O	-	0	876	953	2630	2671	-
0	zugleich	O	O	-	0	990	1146	2630	2685	-
0	auch	O	O	-	0	1178	1263	2634	2687	-
0	von	O	O	-	0	1294	1369	2643	2680	-
0	der	O	O	-	0	1396	1458	2639	2683	-
0	Nothwendigkeit	O	O	-	0	1486	1610	2640	2694	-
0	einer	O	O	-	0	423	521	2677	2729	-
0	entſprechenden	O	O	-	0	563	860	2674	2735	-
0	Berückſichtigung	O	O	-	0	901	1240	2682	2744	-
0	der	O	O	-	0	1285	1348	2691	2735	-
0	landwirth⸗ſchaftlichen	O	O	-	0	1387	1608	2692	2748	-
0	Jntereſſen	O	O	-	0	418	627	2733	2787	-
0	überzeugt	O	O	-	0	655	853	2734	2791	-
0	ſind	O	O	-	0	880	973	2738	2792	-
0	,	O	O	-	0	880	973	2738	2792	-
0	und	O	O	-	0	1003	1078	2742	2784	-
0	von	O	O	-	0	1108	1184	2750	2786	-
0	denen	O	O	-	0	1210	1325	2745	2788	-
0	jede	O	O	-	0	1354	1429	2746	2800	-
0	für	O	O	-	0	1456	1517	2750	2801	-
0	ſich	O	O	-	0	1542	1607	2752	2803	-
0	ein	O	O	-	0	184	236	2798	2832	-
0	gewiſſes	O	O	-	0	277	451	2788	2843	-
0	Angebot	O	O	-	0	490	666	2787	2841	-
0	zur	O	O	-	0	710	776	2804	2846	-
0	Bethätigung	O	O	-	0	827	1091	2791	2851	-
0	ihrer	O	O	-	0	1138	1236	2797	2851	-
0	Bereitwilligkeit	O	O	-	0	1293	1608	2800	2857	-
0	gemacht	O	O	-	0	155	327	2842	2895	-
0	hat	O	O	-	0	355	435	2845	2898	-
0	,	O	O	-	0	355	435	2845	2898	-
0	ſich	O	O	-	0	462	527	2843	2896	-
0	im	O	O	-	0	557	610	2844	2887	-
0	Plenum	O	O	-	0	638	806	2843	2899	-
0	ebenſowenig	O	O	-	0	814	1086	2847	2905	-
0	wie	O	O	-	0	1116	1186	2853	2896	-
0	in	O	O	-	0	1214	1253	2854	2897	-
0	der	O	O	-	0	1283	1345	2857	2899	-
0	Commiſſion	O	O	-	0	1365	1607	2857	2912	-
0	über	O	O	-	0	182	259	2894	2938	-
0	ein	O	O	-	0	286	356	2898	2941	-
0	angemeſſenes	O	O	-	0	373	649	2899	2953	-
0	poſitives	O	O	-	0	659	853	2900	2953	-
0	Ergebniß	O	O	-	0	863	1058	2903	2959	-
0	einigen	O	O	-	0	1089	1234	2907	2962	-
0	könnten	O	O	-	0	1263	1432	2909	2963	-
0	,	O	O	-	0	1263	1432	2909	2963	-
0	ſondern	O	O	-	0	1452	1606	2915	2964	-
0	den	O	O	-	0	177	234	2948	2992	-
0	grundſätzlichen	O	O	-	0	273	574	2952	3007	-
0	Gegnern	O	O	-	0	616	823	2953	3008	-
0	,	O	O	-	0	616	823	2953	3008	-
0	welche	O	O	-	0	850	976	2956	3012	-
0	von	O	O	-	0	1014	1089	2967	3003	-
0	vornherein	O	O	-	0	1118	1339	2964	3018	-
0	die	O	O	-	0	1366	1423	2966	3010	-
0	Reform	O	O	-	0	1453	1605	2968	3020	-
0	zum	O	O	-	0	175	243	3014	3055	-
0	Scheitern	O	O	-	0	283	481	3007	3062	-
0	bringen	O	O	-	0	523	680	3007	3063	-
0	wollten	O	O	-	0	724	876	3006	3055	-
0	und	O	O	-	0	908	993	3013	3057	-
0	bis	O	O	-	0	1031	1094	3014	3059	-
0	auf	O	O	-	0	1124	1190	3018	3071	-
0	den	O	O	-	0	1216	1287	3020	3062	-
0	heutigen	O	O	-	0	1315	1486	3021	3077	-
0	Tag	O	O	-	0	1516	1604	3024	3079	-
0	nicht	O	O	-	0	176	257	3059	3112	-
0	müde	O	O	-	0	283	391	3065	3109	-
0	wurden	O	O	-	0	433	600	3064	3114	-
0	,	O	O	-	0	433	600	3064	3114	-
0	derfelben	O	O	-	0	640	825	3064	3117	-
0	unter	O	O	-	0	865	991	3072	3111	-
0	Anwendung	O	O	-	0	1001	1228	3069	3124	-
0	aller	O	O	-	0	1232	1374	3075	3127	-
0	möglichen	O	O	-	0	1402	1603	3078	3131	-
0	und	O	O	-	0	176	239	3115	3156	-
0	unmöglichen	O	O	-	0	279	535	3120	3174	-
0	Mittel	O	O	-	0	577	715	3117	3163	-
0	Hinderniſſe	O	O	-	0	754	985	3119	3176	-
0	zu	O	O	-	0	1028	1072	3138	3179	-
0	bereiten	O	O	-	0	1087	1287	3125	3180	-
0	,	O	O	-	0	1087	1287	3125	3180	-
0	in	O	O	-	0	1309	1358	3132	3174	-
0	die	O	O	-	0	1362	1444	3131	3176	-
0	Hände	O	O	-	0	1470	1602	3134	3187	-
0	arbeiten	O	O	-	0	174	321	3168	3215	-
0	wollten	O	O	-	0	366	532	3176	3220	-
0	.	O	O	-	0	366	532	3176	3220	-
0	nan	O	O	-	0	597	655	3172	3218	-
0	Es	O	O	-	0	597	655	3172	3218	-
0	iſt	O	O	-	0	696	740	3174	3228	-
0	doch	O	O	-	0	786	871	3175	3229	-
0	wohl	O	O	-	0	918	1023	3179	3233	-
0	zu	O	O	-	0	1069	1115	3193	3236	-
0	erwarten	O	O	-	0	1157	1361	3190	3236	-
0	,	O	O	-	0	1157	1361	3190	3236	-
0	daß	O	O	-	0	1395	1467	3189	3241	-
0	dieſe	O	O	-	0	1508	1600	3187	3241	-
0	Parteien	O	O	-	0	176	340	3220	3281	-
0	den	O	O	-	0	382	453	3231	3274	-
0	Freiſinnigen	O	O	-	0	496	750	3227	3284	-
0	keine	O	O	-	0	792	902	3229	3275	-
0	Gelegenheit	O	O	-	0	931	1177	3232	3290	-
0	geben	O	O	-	0	1207	1334	3236	3293	-
0	werden	O	O	-	0	1350	1493	3243	3285	-
0	,	O	O	-	0	1350	1493	3243	3285	-
0	ſich	O	O	-	0	1494	1603	3244	3296	-
0	ins	O	O	-	0	174	228	3282	3319	-
0	Fäuſtchen	O	O	-	0	254	450	3280	3338	-
0	zu	O	O	-	0	477	523	3300	3343	-
0	lachen	O	O	-	0	551	687	3282	3336	-
0	,	O	O	-	0	551	687	3282	3336	-
0	ſondern	O	O	-	0	717	871	3285	3334	-
0	vor	O	O	-	0	912	981	3294	3331	-
0	Allem	O	O	-	0	1020	1155	3288	3340	-
0	,	O	O	-	0	1020	1155	3288	3340	-
0	der	O	O	-	0	1185	1245	3292	3336	-
0	Pflichten	O	O	-	0	1273	1457	3294	3353	-
0	gegen	O	O	-	0	1464	1599	3302	3353	-
0	das	O	O	-	0	173	234	3329	3373	-
0	Land	O	O	-	0	272	375	3334	3382	-
0	eingedenk	O	O	-	0	418	629	3339	3396	-
0	,	O	O	-	0	418	629	3339	3396	-
0	die	O	O	-	0	666	724	3338	3382	-
0	Steuerfrage	O	O	-	0	765	1012	3339	3398	-
0	ſachlich	O	O	-	0	1038	1184	3345	3400	-
0	und	O	O	-	0	1214	1291	3350	3392	-
0	gründlich	O	O	-	0	1319	1518	3351	3405	-
0	be⸗	O	O	-	0	1529	1599	3351	3397	-
0	rathen	O	O	-	0	1529	1599	3351	3397	-
0	und	O	O	-	0	333	409	3395	3437	-
0	für	O	O	-	0	457	518	3397	3447	-
0	die	O	O	-	0	563	620	3396	3441	-
0	Befriedigung	O	O	-	0	652	939	3392	3451	-
0	der	O	O	-	0	971	1050	3400	3442	-
0	ſchon	O	O	-	0	1095	1196	3400	3454	-
0	ſeit	O	O	-	0	1243	1307	3404	3454	-
0	langer	O	O	-	0	1327	1484	3404	3461	-
0	Zeit	O	O	-	0	1487	1598	3408	3461	-
0	genügend	O	O	-	0	171	341	3445	3499	-
0	bekannten	O	O	-	0	372	574	3449	3495	-
0	und	O	O	-	0	603	680	3453	3495	-
0	berechtigten	O	O	-	0	710	948	3447	3506	-
0	Bedürfniſſe	O	O	-	0	975	1212	3453	3509	-
0	des	O	O	-	0	1246	1312	3459	3502	-
0	Reichs	O	O	-	0	1345	1501	3460	3515	-
0	,	O	O	-	0	1345	1501	3460	3515	-
0	der	O	O	-	0	1535	1616	3467	3508	-
0	Einzelſtaaten	O	O	-	0	152	429	3491	3552	-
0	und	O	O	-	0	470	547	3507	3549	-
0	Gemeinden	O	O	-	0	575	823	3503	3552	-
0	neue	O	O	-	0	858	951	3517	3550	-
0	Einnahmequellen	O	O	-	0	979	1338	3508	3568	-
0	erſchließen	O	O	-	0	1375	1596	3517	3571	-
0	.	O	O	-	0	1375	1596	3517	3571	-
