No.	TOKEN	NE-TAG	NE-EMB	GND-ID	url_id	left	right	top	bottom
0	,	O	O	-	0	3009	3093	424	452
0	in	O	O	-	0	3107	3135	424	450
0	Relutel	B-LOC	O	-	0	3149	3300	423	452
0	G	O	O	-	0	3312	3393	423	451
0	.	O	O	-	0	3312	3393	423	451
0	—	O	O	-	0	2618	2700	304	329
0	ꝑ1	O	O	-	0	2618	3342	303	333
0	—	O	O	-	0	2714	2736	303	329
0	—	O	O	-	0	2750	2786	304	328
0	—	O	O	-	0	2800	2892	303	332
0	D	O	O	-	0	2895	2969	306	331
0	“	O	O	-	0	2895	2969	306	331
0	—	O	O	-	0	2971	3114	305	333
0	—	O	O	-	0	2971	3114	305	333
0	—	O	O	-	0	3196	3342	303	333
0	joom	O	O	-	0	2547	2610	330	360
0	ven	O	O	-	0	2631	2674	336	356
0	faͤmmtlichen	O	O	-	0	2691	2829	331	360
0	Annoneen⸗	O	O	-	0	2846	3076	333	361
0	Bureaur	O	O	-	0	2846	3076	333	361
0	den	O	O	-	0	3096	3144	333	358
0	Zeltungt	O	O	-	0	3151	3268	333	361
0	Godne	O	O	-	0	3269	3415	332	361
0	Teltower	O	O	-	0	1267	2206	233	465
0	Rreia	O	O	-	0	84	997	581	919
0	-	O	O	-	0	84	997	581	919
0	Kebaktion	O	O	-	0	147	316	1071	1108
0	und	O	O	-	0	334	397	1070	1103
0	Exveditisn	O	O	-	0	419	627	1071	1108
0	:	O	O	-	0	419	627	1071	1108
0	Berlin	B-LOC	O	-	0	180	275	1117	1149
0	V	O	O	-	0	292	351	1118	1152
0	.	O	O	-	0	292	351	1118	1152
0	,	O	O	-	0	292	351	1118	1152
0	Lutzowfte	O	O	-	0	369	515	1117	1153
0	.	O	O	-	0	369	515	1117	1153
0	87	O	O	-	0	535	585	1116	1148
0	.	O	O	-	0	535	585	1116	1148
0	Täglich	O	O	-	0	740	1213	1049	1180
0	erſcheinende	O	O	-	0	1297	2108	1058	1181
0	zeitung	O	O	-	0	2193	2726	1055	1181
0	.	O	O	-	0	2193	2726	1055	1181
0		O	O	-	0	2897	3275	1076	1114
0	Fernfyrech⸗	O	O	-	0	2897	3275	1076	1114
0	Anſchlut	O	O	-	0	2897	3275	1076	1114
0	:	O	O	-	0	2897	3275	1076	1114
0	Amt	O	O	-	0	2946	3009	1124	1154
0	VJ	O	O	-	0	3027	3080	1125	1157
0	.	O	O	-	0	3027	3080	1125	1157
0		O	O	-	0	3098	3147	1125	1155
0	Nx	O	O	-	0	3098	3147	1125	1155
0	.	O	O	-	0	3098	3147	1125	1155
0	671	O	O	-	0	3160	3222	1124	1153
0	.	O	O	-	0	3160	3222	1124	1153
0	Jr	O	O	-	0	114	193	1261	1307
0	.	O	O	-	0	114	193	1261	1307
0	G0	O	O	-	0	221	308	1258	1304
0	.	O	O	-	0	221	308	1258	1304
0		O	O	-	0	1139	1370	1260	1310
0	Berlin	B-LOC	O	-	0	1139	1370	1260	1310
0	,	O	O	-	0	1139	1370	1260	1310
0	Mittwoch	O	O	-	0	1398	1648	1260	1312
0	,	O	O	-	0	1398	1648	1260	1312
0	den	O	O	-	0	1676	1759	1261	1305
0	JJ	O	O	-	0	1787	1856	1260	1303
0	.	O	O	-	0	1787	1856	1260	1303
0		O	O	-	0	1887	2028	1261	1315
0	März	O	O	-	0	1887	2028	1261	1315
0	3886	O	O	-	0	2056	2209	1260	1306
0	.	O	O	-	0	2056	2209	1260	1306
0	40	O	O	-	0	3074	3164	1264	1308
0	.	O	O	-	0	3074	3164	1264	1308
0	Jahrg	O	O	-	0	3192	3357	1265	1319
0	Ahbonnements	O	O	-	0	204	662	1361	1423
0	pro	O	O	-	0	192	286	1449	1504
0	Monat	O	O	-	0	321	533	1442	1495
0	März	O	O	-	0	566	732	1442	1506
0	erf	O	O	-	0	81	118	1518	1552
0	das	O	O	-	0	142	202	1514	1545
0	„	O	O	-	0	229	418	1512	1548
0	Teltower	B-ORG	O	-	0	229	418	1512	1548
0	Kreiëblatt	I-ORG	O	-	0	442	647	1514	1546
0	“	O	O	-	0	442	647	1514	1546
0	zum	O	O	-	0	668	737	1522	1552
0	Preiſe	O	O	-	0	757	868	1513	1548
0	.	O	O	-	0	73	124	1569	1595
0	n	O	O	-	0	73	124	1569	1595
0	57	O	O	-	0	142	188	1557	1588
0	Vfg	O	O	-	0	204	281	1556	1594
0	.	O	O	-	0	204	281	1556	1594
0	(	O	O	-	0	307	476	1557	1594
0	inklufive	O	O	-	0	307	476	1557	1594
0	Beſtellgeld	O	O	-	0	504	711	1558	1595
0	)	O	O	-	0	504	711	1558	1595
0	werden	O	O	-	0	741	869	1559	1589
0	von	O	O	-	0	73	125	1613	1638
0	den	O	O	-	0	136	195	1603	1636
0	Kaiſerlichen	O	O	-	0	210	419	1600	1638
0	Poſtanſtalten	O	O	-	0	433	678	1603	1638
0	,	O	O	-	0	433	678	1603	1638
0	den	O	O	-	0	692	752	1604	1633
0	Brief⸗	O	O	-	0	763	869	1602	1637
0	trägern	O	O	-	0	70	188	1651	1688
0	und	O	O	-	0	220	283	1647	1679
0	unſeren	O	O	-	0	312	444	1647	1683
0	Svediteuren	O	O	-	0	465	683	1646	1682
0	entgegen⸗	O	O	-	0	708	872	1648	1684
0	Die	O	O	-	0	444	527	1691	1722
0	Expedition	O	O	-	0	547	835	1690	1726
0	.	O	O	-	0	547	835	1690	1726
0	genömmen	O	O	-	0	70	252	1700	1733
0	.	O	O	-	0	70	252	1700	1733
0		O	O	-	0	183	319	1782	1835
0	Vor	O	O	-	0	183	319	1782	1835
0	25	O	O	-	0	352	427	1780	1834
0	Jahren	O	O	-	0	463	748	1781	1843
0	.	O	O	-	0	463	748	1781	1843
0		O	O	-	0	122	174	1846	1879
0	U	O	O	-	0	122	174	1846	1879
0	.	O	O	-	0	122	174	1846	1879
0	März	O	O	-	0	196	316	1845	1886
0	.	O	O	-	0	196	316	1845	1886
0		O	O	-	0	358	417	1845	1879
0	Die	O	O	-	0	358	417	1845	1879
0	deutſchen	O	O	-	0	438	584	1844	1884
0	Truppen	O	O	-	0	599	737	1845	1886
0	räumen	O	O	-	0	751	871	1846	1879
0	Truppen	O	O	-	0	69	208	2016	2052
0	.	O	O	-	0	69	208	2016	2052
0		O	O	-	0	69	228	1888	1927
0	Verſailles	I-LOC	O	-	0	69	228	1888	1927
0	.	O	O	-	0	69	228	1888	1927
0		O	O	-	0	273	402	1887	1922
0	General	B-PER	O	-	0	273	402	1887	1922
0	Stoſch	I-PER	O	-	0	445	567	1885	1927
0	verhandelt	O	O	-	0	612	779	1886	1926
0	mit	O	O	-	0	822	871	1886	1919
0	J	B-PER	O	-	0	69	97	1933	1969
0	.	O	O	-	0	69	97	1933	1969
0	Favre	I-PER	O	-	0	119	214	1930	1969
0	über	O	O	-	0	249	319	1928	1962
0	die	O	O	-	0	353	398	1929	1962
0	Verpflegung	O	O	-	0	433	632	1928	1969
0	der	O	O	-	0	668	717	1930	1962
0	in	O	O	-	0	751	783	1927	1961
0	den	O	O	-	0	817	871	1929	1961
0	oktkupirien	B-LOC	O	-	0	69	220	1968	2012
0	Theilen	O	O	-	0	274	398	1971	2012
0	verbleibenden	O	O	-	0	454	672	1968	2004
0	deutſchen	O	O	-	0	728	872	1969	2011
0	Amtliches	O	O	-	0	280	644	2107	2175
0	.	O	O	-	0	280	644	2107	2175
0		O	O	-	0	342	513	2217	2251
0	Berlin	B-LOC	O	-	0	342	513	2217	2251
0	,	O	O	-	0	342	513	2217	2251
0	den	O	O	-	0	532	585	2216	2247
0	8	O	O	-	0	604	628	2221	2249
0	.	O	O	-	0	604	628	2221	2249
0	März	O	O	-	0	649	736	2216	2253
0	896	O	O	-	0	759	834	2203	2248
0	Jn	O	O	-	0	115	159	2256	2291
0	der	O	O	-	0	192	241	2254	2284
0	Nacht	O	O	-	0	272	363	2254	2291
0	vom	O	O	-	0	394	462	2262	2284
0	2	O	O	-	0	491	518	2258	2285
0	.	O	O	-	0	491	518	2258	2285
0	zum	O	O	-	0	538	599	2262	2291
0	3	O	O	-	0	619	644	2258	2284
0	.	O	O	-	0	619	644	2258	2284
0	März	O	O	-	0	663	751	2253	2291
0	d	O	O	-	0	771	797	2253	2284
0	.	O	O	-	0	771	797	2253	2284
0	Js	O	O	-	0	817	869	2254	2289
0	.	O	O	-	0	817	869	2254	2289
0	ſind	O	O	-	0	70	121	2294	2327
0	in	O	O	-	0	152	183	2292	2322
0	Station	O	O	-	0	212	335	2292	2322
0	ég	O	O	-	0	363	405	2295	2326
0	der	O	O	-	0	436	486	2292	2322
0	Nudow	B-LOC	O	-	0	515	630	2290	2321
0	—	B-LOC	O	-	0	633	667	2306	2312
0	Saarmunder	O	O	-	0	670	872	2291	2321
0	Chauſſee	I-LOC	O	-	0	71	199	2328	2366
0	?	O	O	-	0	219	235	2332	2360
0		O	O	-	0	255	377	2327	2358
0	Erlen	O	O	-	0	255	377	2327	2358
0	muthwillig	O	O	-	0	403	581	2327	2366
0	abgebrochen	O	O	-	0	602	872	2327	2366
0	worden	O	O	-	0	70	185	2366	2396
0	.	O	O	-	0	70	185	2366	2396
0		O	O	-	0	116	176	2403	2440
0	Für	O	O	-	0	116	176	2403	2440
0	die	O	O	-	0	207	252	2403	2432
0	Ermittelung	O	O	-	0	286	480	2402	2438
0	des	O	O	-	0	500	551	2403	2432
0	Thäters	O	O	-	0	572	696	2401	2438
0	ſetzen	O	O	-	0	717	799	2402	2438
0	wir	O	O	-	0	817	872	2401	2431
0	eine	O	O	-	0	73	128	2440	2471
0	Belohnung	O	O	-	0	143	334	2441	2476
0	von	O	O	-	0	355	418	2444	2470
0	20	O	O	-	0	437	489	2440	2469
0	Mark	O	O	-	0	510	593	2439	2471
0	aus	O	O	-	0	595	692	2441	2469
0	.	O	O	-	0	595	692	2441	2469
0		O	O	-	0	183	326	2478	2508
0	Namens	O	O	-	0	183	326	2478	2508
0	des	O	O	-	0	346	404	2478	2508
0	Kreis⸗	O	O	-	0	424	754	2476	2512
0	Auoſchuffea	O	O	-	0	424	754	2476	2512
0	.	O	O	-	0	424	754	2476	2512
0		O	O	-	0	322	610	2512	2549
0	Stubenrauch	O	O	-	0	322	610	2512	2549
0	.	O	O	-	0	322	610	2512	2549
0		O	O	-	0	171	173	2727	2729
0	U	O	O	-	0	171	173	2727	2729
0	Jhren	O	O	-	0	66	157	3601	3643
0	Kaiſerlichen	O	O	-	0	178	363	3602	3644
0	Majeſtäten	O	O	-	0	399	577	3602	3643
0	morgen	O	O	-	0	612	729	3612	3644
0	Mittag	O	O	-	0	761	872	3602	3643
0	Berlin	B-LOC	O	-	0	499	641	2767	2806
0	,	O	O	-	0	499	641	2767	2806
0	10	O	O	-	0	664	710	2768	2800
0	.	O	O	-	0	664	710	2768	2800
0	März	O	O	-	0	734	832	2767	2806
0	.	O	O	-	0	734	832	2767	2806
0		O	O	-	0	124	250	2810	2849
0	Unſer	O	O	-	0	124	250	2810	2849
0	Kaiſer	O	O	-	0	270	390	2810	2849
0	begab	O	O	-	0	415	509	2810	2849
0	ſich	O	O	-	0	533	581	2809	2849
0	heute	O	O	-	0	605	685	2810	2849
0	Vormittag	O	O	-	0	707	872	2809	2849
0	niſter	O	O	-	0	67	146	3185	3225
0	des	O	O	-	0	160	214	3185	3219
0	Aeußern	O	O	-	0	230	363	3185	3225
0	Grafen	B-PER	O	-	0	380	517	3184	3223
0	von	I-PER	O	-	0	540	607	3192	3218
0	Goluchowski	I-PER	O	-	0	630	873	3183	3224
0	in	O	O	-	0	66	98	3226	3260
0	Audienz	O	O	-	0	134	287	3226	3266
0	zu	O	O	-	0	319	358	3236	3267
0	empfangen	O	O	-	0	391	601	3225	3274
0	und	O	O	-	0	621	680	3227	3260
0	um	O	O	-	0	702	751	3235	3259
0	7	O	O	-	0	774	792	3227	3257
0	Uhr	O	O	-	0	812	874	3226	3267
0	mit	O	O	-	0	67	114	3269	3302
0	der	O	O	-	0	148	198	3268	3302
0	Kaiſerin	O	O	-	0	231	390	3268	3308
0	einer	O	O	-	0	427	505	3277	3302
0	Einladung	O	O	-	0	541	709	3268	3308
0	des	O	O	-	0	731	785	3269	3301
0	k	O	O	-	0	807	828	3269	3301
0	.	O	O	-	0	807	828	3269	3301
0	k	O	O	-	0	851	872	3268	3301
0	.	O	O	-	0	851	872	3268	3301
0	öſterreichiſch⸗	O	O	-	0	70	455	3309	3356
0	ungariſchen	O	O	-	0	70	455	3309	3356
0	Botſchafters	O	O	-	0	477	673	3310	3349
0	am	O	O	-	0	689	735	3319	3343
0	hieſigen	O	O	-	0	751	873	3310	3351
0	ialieniſchen	O	O	-	0	69	252	3434	3476
0	Botſchafter	O	O	-	0	292	479	3435	3476
0	,	O	O	-	0	292	479	3435	3476
0	Grafen	B-PER	O	-	0	525	637	3434	3471
0	Lanza	I-PER	O	-	0	667	776	3435	3475
0	,	O	O	-	0	667	776	3435	3475
0	ein⸗	O	O	-	0	814	872	3445	3469
0	nehmen	O	O	-	0	68	192	3477	3516
0	.	O	O	-	0	68	192	3477	3516
0		O	O	-	0	214	254	3495	3500
0	—	O	O	-	0	214	254	3495	3500
0	Aus	O	O	-	0	276	342	3477	3511
0	Anlaß	O	O	-	0	378	479	3476	3516
0	der	O	O	-	0	514	565	3476	3511
0	Anweſenheit	O	O	-	0	600	798	3476	3516
0	des	O	O	-	0	819	871	3478	3510
0	öſterreichiſch⸗	O	O	-	0	71	455	3518	3559
0	ungariſchen	O	O	-	0	71	455	3518	3559
0	Minifters	O	O	-	0	475	630	3517	3559
0	des	O	O	-	0	651	705	3519	3553
0	Aeußern	O	O	-	0	728	873	3519	3558
0	,	O	O	-	0	728	873	3519	3558
0	Grafen	B-PER	O	-	0	70	177	3559	3598
0	v	I-PER	O	-	0	213	240	3567	3594
0	.	I-PER	O	-	0	213	240	3567	3594
0	Goluchowski	I-PER	O	-	0	265	478	3560	3601
0	,	O	O	-	0	265	478	3560	3601
0	in	O	O	-	0	512	542	3559	3594
0	Berlin	B-LOC	O	-	0	562	686	3559	3601
0	,	O	O	-	0	562	686	3559	3601
0	findet	O	O	-	0	720	808	3560	3600
0	bei	O	O	-	0	828	872	3560	3594
0	Abends	O	O	-	0	52	183	3142	3178
0	den	O	O	-	0	217	272	3144	3177
0	k	O	O	-	0	307	327	3146	3177
0	.	O	O	-	0	307	327	3146	3177
0	k	O	O	-	0	350	371	3144	3176
0	.	O	O	-	0	350	371	3144	3176
0	öſterreichiſch	O	O	-	0	395	788	3142	3182
0	-	O	O	-	0	395	788	3142	3182
0	ungariſchen	O	O	-	0	395	788	3142	3182
0	Mi	O	O	-	0	810	872	3143	3177
0	—	O	O	-	0	810	872	3143	3177
0	Kichtemtliches	O	O	-	0	196	723	2604	2674
0	.	O	O	-	0	196	723	2604	2674
0		O	O	-	0	329	613	2696	2759
0	Rundſchan	O	O	-	0	329	613	2696	2759
0	.	O	O	-	0	329	613	2696	2759
0	dem	O	O	-	0	134	216	2848	2895
0	fahrplanmäßigen	O	O	-	0	249	539	2848	2895
0	Zuge	O	O	-	0	558	644	2848	2895
0	um	O	O	-	0	675	733	2860	2895
0	9	O	O	-	0	756	778	2850	2895
0	Uhr	O	O	-	0	784	874	2848	2895
0	in	O	O	-	0	136	183	2891	2926
0	.	O	O	-	0	136	183	2891	2926
0	nach	O	O	-	0	205	293	2887	2931
0	Votsdam	B-LOC	O	-	0	294	452	2887	2931
0	uͤnd	O	O	-	0	466	526	2887	2926
0	wohnte	O	O	-	0	549	647	2887	2929
0	daſelbſt	O	O	-	0	649	804	2891	2931
0	der	O	O	-	0	825	875	2887	2925
0	ziers⸗	O	O	-	0	125	398	2934	2970
0	Reitſtunde	O	O	-	0	125	398	2934	2970
0	der	O	O	-	0	437	488	2936	2970
0	in	O	O	-	0	523	554	2934	2969
0	Votsdam	B-LOC	O	-	0	591	739	2934	2970
0	garni⸗	O	O	-	0	776	873	2934	2970
0	enden	O	O	-	0	134	228	2978	3010
0	Kavallerie	O	O	-	0	260	651	2976	3014
0	-	O	O	-	0	260	651	2976	3014
0	Regimenter	O	O	-	0	260	651	2976	3014
0	und	O	O	-	0	676	734	2978	3010
0	des	O	O	-	0	767	822	2976	3010
0	2	O	O	-	0	842	871	2976	3008
0	.	O	O	-	0	842	871	2976	3008
0	de⸗	O	O	-	0	131	626	3019	3057
0	-	O	O	-	0	131	626	3019	3057
0	Feld⸗	O	O	-	0	131	626	3019	3057
0	Artillerie	O	O	-	0	131	626	3019	3057
0	-	O	O	-	0	131	626	3019	3057
0	Regiments	O	O	-	0	131	626	3019	3057
0	bei	O	O	-	0	639	692	3019	3052
0	.	O	O	-	0	639	692	3019	3052
0		O	O	-	0	714	771	3019	3056
0	Jm	O	O	-	0	714	771	3019	3056
0	Laufe	O	O	-	0	781	873	3019	3056
0	Nachmittags	O	O	-	0	119	326	3057	3097
0	gedachte	O	O	-	0	340	469	3061	3097
0	der	O	O	-	0	484	534	3057	3093
0	Kaiſer	O	O	-	0	544	642	3059	3097
0	von	O	O	-	0	654	711	3067	3093
0	Votsdam	B-LOC	O	-	0	724	873	3060	3097
0	Berlin	B-LOC	O	-	0	153	255	3102	3136
0	zurückzukehren	O	O	-	0	277	516	3102	3136
0	,	O	O	-	0	277	516	3102	3136
0	um	O	O	-	0	538	588	3111	3136
0	6	O	O	-	0	610	627	3102	3133
0	Uhr	O	O	-	0	650	708	3102	3136
0	30	O	O	-	0	730	770	3102	3133
0	Min	O	O	-	0	792	871	3102	3135
0	.	O	O	-	0	792	871	3102	3135
0	Hofe	B-PER	O	-	0	66	146	3352	3392
0	,	O	O	-	0	66	146	3352	3392
0	v	B-PER	O	-	0	174	201	3359	3386
0	.	I-PER	O	-	0	174	201	3359	3386
0	Szögyenyt	I-PER	O	-	0	230	411	3352	3393
0	,	O	O	-	0	230	411	3352	3393
0	zu	O	O	-	0	447	482	3361	3392
0	entſprechen	O	O	-	0	520	701	3350	3390
0	.	O	O	-	0	520	701	3350	3390
0		O	O	-	0	745	873	3351	3399
0	Morgen	O	O	-	0	745	873	3351	3399
0	Abend	O	O	-	0	68	161	3393	3427
0	wird	O	O	-	0	195	265	3393	3427
0	der	O	O	-	0	287	337	3395	3427
0	Kaiſer	O	O	-	0	356	455	3393	3431
0	das	O	O	-	0	476	535	3393	3427
0	Diner	O	O	-	0	558	653	3393	3427
0	beim	O	O	-	0	673	748	3393	3427
0	königl	O	O	-	0	768	872	3393	3440
0	.	O	O	-	0	768	872	3393	3440
0	um	O	O	-	0	904	954	1373	1397
0	125	O	O	-	0	991	1061	1363	1399
0	Uhr	O	O	-	0	1101	1142	1363	1401
0	eine	O	O	-	0	1144	1256	1362	1397
0	Frühftückstafel	O	O	-	0	1278	1516	1362	1402
0	zu	O	O	-	0	1537	1571	1372	1402
0	25	O	O	-	0	1594	1632	1362	1393
0	Ge	O	O	-	0	1658	1717	1362	1396
0	—	O	O	-	0	1658	1717	1362	1396
0	decken	O	O	-	0	905	998	1406	1440
0	ſtatt	O	O	-	0	1021	1094	1407	1446
0	,	O	O	-	0	1021	1094	1407	1446
0	zu	O	O	-	0	1117	1152	1413	1444
0	welcher	O	O	-	0	1173	1306	1404	1445
0	außer	O	O	-	0	1313	1404	1404	1442
0	den	O	O	-	0	1424	1476	1404	1437
0	nächſten	O	O	-	0	1499	1628	1404	1445
0	Um	O	O	-	0	1650	1717	1405	1439
0	—	O	O	-	0	1650	1717	1405	1439
0	gebungen	O	O	-	0	907	1058	1448	1488
0	Jhrer	O	O	-	0	1077	1169	1446	1485
0	Maieſtäten	O	O	-	0	1194	1372	1445	1485
0	u	O	O	-	0	1393	1422	1455	1479
0	.	O	O	-	0	1393	1422	1455	1479
0	A	O	O	-	0	1445	1479	1446	1480
0	.	O	O	-	0	1445	1479	1446	1480
0	der	O	O	-	0	1501	1551	1445	1480
0	genannte	O	O	-	0	1573	1718	1449	1485
0	öſterreichiſch	O	O	-	0	888	1298	1481	1529
0	-	O	O	-	0	888	1298	1481	1529
0	ungariſche	O	O	-	0	888	1298	1481	1529
0	Miniſter	O	O	-	0	1331	1464	1486	1528
0	des	O	O	-	0	1495	1547	1487	1521
0	Aeußern	O	O	-	0	1570	1716	1488	1528
0	,	O	O	-	0	1570	1716	1488	1528
0	deſſen	O	O	-	0	888	1000	1531	1570
0	Kabinetschef	B-PER	O	-	0	1031	1233	1528	1570
0	Mérey	B-PER	O	-	0	1255	1373	1530	1569
0	,	O	O	-	0	1255	1373	1530	1569
0	der	O	O	-	0	1394	1442	1530	1563
0	Botſchafter	O	O	-	0	1463	1638	1528	1569
0	von	O	O	-	0	1660	1717	1535	1562
0	Ezogrenvi	O	O	-	0	888	1091	1557	1630
0	.	O	O	-	0	888	1091	1557	1630
0	der	O	O	-	0	1126	1176	1572	1605
0	Botſchaftsrath	O	O	-	0	1197	1429	1570	1611
0	von	O	O	-	0	1451	1509	1577	1604
0	Velics	B-LOC	O	-	0	1531	1650	1570	1612
0	,	O	O	-	0	1531	1650	1570	1612
0	der	O	O	-	0	1671	1720	1570	1604
0	Uctlitarattachée	O	O	-	0	912	1155	1615	1654
0	Maior	O	O	-	0	1176	1282	1613	1649
0	Prinz	B-PER	O	-	0	1304	1394	1612	1653
0	Schönburg⸗	O	O	-	0	1408	1719	1612	1653
0	Harten⸗	O	O	-	0	1408	1719	1612	1653
0	ſeit	O	O	-	0	888	962	3605	3645
0	ſeinem	O	O	-	0	972	1073	3610	3645
0	Amtsantritte	O	O	-	0	1087	1297	3609	3640
0	geweſen	O	O	-	0	1311	1435	3610	3645
0	und	O	O	-	0	1453	1510	3608	3638
0	auch	O	O	-	0	1532	1598	3609	3645
0	ferner⸗	O	O	-	0	1618	1721	3609	3645
0	ſtein	O	O	-	0	888	989	1639	1696
0	,	O	O	-	0	888	989	1639	1696
0	der	O	O	-	0	1032	1081	1658	1692
0	Reichskanzler	O	O	-	0	1124	1352	1654	1694
0	,	O	O	-	0	1124	1352	1654	1694
0	der	O	O	-	0	1399	1448	1654	1687
0	Staatsſekretär	O	O	-	0	1490	1720	1653	1692
0	Marſchall	B-PER	O	-	0	889	1066	1696	1739
0	von	I-PER	O	-	0	1099	1156	1704	1731
0	Biberſtein	I-PER	O	-	0	1182	1356	1695	1735
0	,	O	O	-	0	1182	1356	1695	1735
0	der	O	O	-	0	1378	1427	1696	1729
0	Oberſt	O	O	-	0	1448	1720	1694	1737
0	-	O	O	-	0	1448	1720	1694	1737
0	Marſchall	O	O	-	0	1448	1720	1694	1737
0	Fürſt	B-PER	O	-	0	888	995	1739	1796
0	zu	O	O	-	0	1017	1052	1750	1782
0	Fürftenberg	B-LOC	O	-	0	1073	1264	1738	1781
0	geladen	O	O	-	0	1288	1409	1738	1779
0	ſind	O	O	-	0	1431	1497	1737	1776
0	.	O	O	-	0	1431	1497	1737	1776
0		O	O	-	0	971	1011	1814	1820
0	—	O	O	-	0	971	1011	1814	1820
0	Graf	B-PER	O	-	0	1044	1121	1795	1833
