No.	TOKEN	NE-TAG	NE-EMB	GND-ID	url_id	left	right	top	bottom
0	wieder	O	O	-	0	1086	1161	1183	1205
0	einen	O	O	-	0	1180	1240	1186	1207
0	grösseren	O	O	-	0	1267	1374	1188	1211
0	Einfluss	O	O	-	0	458	549	1207	1228
0	auf	O	O	-	0	582	620	1206	1227
0	die	O	O	-	0	652	687	1206	1227
0	Haltung	O	O	-	0	717	808	1207	1233
0	der	O	O	-	0	841	879	1208	1229
0	gesammten	O	O	-	0	910	1034	1211	1234
0	Börse	O	O	-	0	1065	1129	1209	1231
0	zugestanden	O	O	-	0	1160	1298	1212	1238
0	hat	O	O	-	0	1331	1373	1214	1239
0	,	O	O	-	0	1331	1373	1214	1239
0	setzten	O	O	-	0	457	536	1236	1254
0	nicht	O	O	-	0	558	614	1233	1254
0	unwesentlich	O	O	-	0	635	781	1233	1255
0	unter	O	O	-	0	808	868	1236	1256
0	dem	O	O	-	0	893	939	1234	1256
0	am	O	O	-	0	966	999	1242	1256
0	Sonanabend	O	O	-	0	1027	1164	1236	1259
0	einge	O	O	-	0	1190	1370	1239	1262
0	.	O	O	-	0	1190	1370	1239	1262
0	ommenen	O	O	-	0	1190	1370	1239	1262
0	Standpunkt	O	O	-	0	456	589	1259	1286
0	ein	O	O	-	0	615	648	1260	1280
0	urd	O	O	-	0	675	716	1260	1280
0	die	O	O	-	0	742	775	1260	1281
0	Contrrmine	O	O	-	0	801	936	1260	1287
0	,	O	O	-	0	801	936	1260	1287
0	welche	O	O	-	0	963	1039	1262	1283
0	im	O	O	-	0	1064	1093	1264	1284
0	Laufe	O	O	-	0	1120	1184	1263	1285
0	dieser	O	O	-	0	1206	1275	1265	1287
0	Woche	O	O	-	0	1297	1369	1266	1287
0	wieder	O	O	-	0	456	531	1287	1307
0	ziemlirh	O	O	-	0	553	646	1287	1307
0	rührige	O	O	-	0	666	750	1287	1313
0	Thätigkeit	O	O	-	0	768	886	1287	1314
0	entfaltet	O	O	-	0	910	1005	1288	1310
0	hat	O	O	-	0	1032	1074	1289	1317
0	,	O	O	-	0	1032	1074	1289	1317
0	schien	O	O	-	0	1100	1171	1291	1313
0	gewillt	O	O	-	0	1196	1279	1292	1318
0	,	O	O	-	0	1196	1279	1292	1318
0	durch	O	O	-	0	1306	1367	1293	1314
0	grössere	O	O	-	0	454	549	1315	1333
0	Blancoabgaben	O	O	-	0	583	751	1313	1339
0	die	O	O	-	0	785	818	1314	1335
0	Stimmung	O	O	-	0	853	969	1313	1342
0	noch	O	O	-	0	1001	1053	1316	1338
0	mehr	O	O	-	0	1082	1141	1317	1339
0	zu	O	O	-	0	1176	1202	1324	1340
0	_	O	O	-	0	1237	1366	1319	1345
0	deprimiren	O	O	-	0	1237	1366	1319	1345
0	.	O	O	-	0	1237	1366	1319	1345
0		O	O	-	0	454	516	1338	1360
0	Diese	O	O	-	0	454	516	1338	1360
0	Versuche	O	O	-	0	543	645	1338	1360
0	aber	O	O	-	0	671	722	1340	1360
0	beschränkten	O	O	-	0	748	897	1340	1362
0	sich	O	O	-	0	922	965	1342	1363
0	anfänglich	O	O	-	0	991	1107	1342	1368
0	schon	O	O	-	0	1131	1194	1344	1366
0	lediglich	O	O	-	0	1214	1311	1344	1371
0	auf	O	O	-	0	1330	1368	1346	1368
0	Oesterreichische	O	O	-	0	452	641	1365	1387
0	Creditactien	O	O	-	0	668	813	1366	1391
0	,	O	O	-	0	668	813	1366	1391
0	Franzosen	O	O	-	0	841	957	1367	1390
0	und	O	O	-	0	983	1025	1369	1390
0	Ungarische	O	O	-	0	1053	1178	1369	1396
0	Werthe	O	O	-	0	1198	1285	1371	1397
0	,	O	O	-	0	1198	1285	1371	1397
0	wäh	O	O	-	0	1311	1363	1373	1394
0	-	O	O	-	0	1311	1363	1373	1394
0	rend	O	O	-	0	451	502	1392	1413
0	für	O	O	-	0	524	556	1393	1413
0	Russische	O	O	-	0	576	688	1393	1414
0	Papiere	O	O	-	0	706	799	1393	1420
0	,	O	O	-	0	706	799	1393	1420
0	für	O	O	-	0	818	852	1393	1415
0	Kisenbahnactien	O	O	-	0	872	1055	1395	1417
0	und	O	O	-	0	1076	1118	1397	1417
0	eine	O	O	-	0	1138	1185	1398	1418
0	ganze	O	O	-	0	1204	1269	1404	1422
0	Anzahl	O	O	-	0	1289	1367	1399	1421
0	von	O	O	-	0	451	491	1424	1440
0	Industriepapieren	O	O	-	0	506	706	1419	1445
0	schon	O	O	-	0	726	789	1420	1441
0	beim	O	O	-	0	810	863	1420	1442
0	Beginne	O	O	-	0	877	966	1421	1446
0	der	O	O	-	0	985	1022	1422	1443
0	Börse	O	O	-	0	1038	1102	1422	1444
0	entschieden	O	O	-	0	1121	1252	1424	1446
0	günstige	O	O	-	0	1271	1366	1426	1451
0	Tendenz	O	O	-	0	451	545	1445	1466
0	herrschte	O	O	-	0	559	669	1446	1467
0	,	O	O	-	0	559	669	1446	1467
0	Bald	O	O	-	0	697	747	1446	1467
0	vollzog	O	O	-	0	762	840	1447	1472
0	sich	O	O	-	0	852	895	1448	1468
0	denn	O	O	-	0	912	965	1448	1468
0	auch	O	O	-	0	983	1034	1448	1469
0	auf	O	O	-	0	1047	1085	1449	1470
0	dem	O	O	-	0	1095	1141	1449	1471
0	Gebiete	O	O	-	0	1156	1241	1450	1472
0	der	O	O	-	0	1254	1291	1451	1473
0	inter	O	O	-	0	1303	1366	1452	1473
0	-	O	O	-	0	1303	1366	1452	1473
0	nationalen	O	O	-	0	450	568	1472	1493
0	Speculationspapiere	O	O	-	0	582	809	1472	1499
0	ein	O	O	-	0	822	855	1474	1494
0	vollständiger	O	O	-	0	866	1012	1474	1500
0	Umschwung	O	O	-	0	1020	1154	1475	1500
0	der	O	O	-	0	1161	1196	1477	1497
0	Stimmung	O	O	-	0	1204	1329	1477	1503
0	:	O	O	-	0	1204	1329	1477	1503
0	an	O	O	-	0	1340	1366	1486	1500
0	die	O	O	-	0	449	483	1499	1519
0	Stelle	O	O	-	0	488	551	1499	1519
0	der	O	O	-	0	556	591	1499	1519
0	anfänglichstattfindenden	O	O	-	0	595	872	1499	1524
0	Rlancoabgaben	O	O	-	0	879	1043	1500	1526
0	traten	O	O	-	0	1048	1114	1503	1524
0	ziemlich	O	O	-	0	1119	1211	1503	1524
0	umfangreiche	O	O	-	0	1216	1366	1505	1530
0	Deckungskäufe	O	O	-	0	447	623	1524	1550
0	,	O	O	-	0	447	623	1524	1550
0	die	O	O	-	0	631	664	1526	1546
0	Course	O	O	-	0	672	749	1525	1546
0	geriethen	O	O	-	0	757	861	1526	1551
0	in	O	O	-	0	875	896	1527	1547
0	steigende	O	O	-	0	903	1008	1527	1550
0	Bewegung	O	O	-	0	1015	1129	1528	1555
0	und	O	O	-	0	1140	1182	1530	1551
0	da	O	O	-	0	1195	1222	1530	1551
0	im	O	O	-	0	1234	1262	1531	1552
0	weiteren	O	O	-	0	1271	1365	1533	1554
0	Verlaufs	O	O	-	0	447	541	1551	1572
0	des	O	O	-	0	560	597	1551	1572
0	Geschäfts	O	O	-	0	611	719	1551	1573
0	auch	O	O	-	0	740	793	1553	1573
0	aus	O	O	-	0	806	844	1559	1573
0	Wien	B-LOC	O	-	0	859	914	1553	1574
0	bessere	O	O	-	0	935	1015	1554	1575
0	Notirungen	O	O	-	0	1028	1155	1554	1582
0	eintrafen	O	O	-	0	1170	1279	1557	1582
0	,	O	O	-	0	1170	1279	1557	1582
0	nahm	O	O	-	0	1301	1362	1559	1581
0	epäterhin	O	O	-	0	447	553	1577	1602
0	die	O	O	-	0	580	613	1577	1599
0	hiesige	O	O	-	0	640	717	1578	1603
0	Börse	O	O	-	0	744	808	1579	1599
0	im	O	O	-	0	833	862	1579	1600
0	Allgemeinen	O	O	-	0	895	1039	1580	1606
0	ein	O	O	-	0	1065	1099	1582	1603
0	ıecht	O	O	-	0	1132	1191	1583	1606
0	freundliches	O	O	-	0	1224	1362	1584	1606
0	Gepräge	O	O	-	0	446	540	1604	1630
0	an	O	O	-	0	566	600	1610	1626
0	.	O	O	-	0	566	600	1610	1626
0		O	O	-	0	626	668	1604	1626
0	Vor	O	O	-	0	626	668	1604	1626
0	Allem	O	O	-	0	693	762	1604	1626
0	waren	O	O	-	0	795	863	1612	1627
0	es	O	O	-	0	889	912	1612	1628
0	heute	O	O	-	0	939	1001	1606	1628
0	wieder	O	O	-	0	1027	1102	1608	1630
0	Russische	O	O	-	0	1127	1238	1609	1632
0	Effecten	O	O	-	0	1265	1362	1611	1639
0	,	O	O	-	0	1265	1362	1611	1639
0	die	O	O	-	0	443	476	1630	1651
0	sich	O	O	-	0	503	548	1631	1652
0	der	O	O	-	0	578	615	1630	1652
0	besonderen	O	O	-	0	648	775	1631	1653
0	Gunst	O	O	-	0	808	876	1632	1654
0	der	O	O	-	0	908	945	1633	1654
0	Speculation	O	O	-	0	977	1109	1634	1661
0	sowohl	O	O	-	0	1142	1219	1637	1659
0	wie	O	O	-	0	1253	1291	1641	1660
0	des	O	O	-	0	1324	1360	1639	1661
0	Anlage	O	O	-	0	443	523	1657	1683
0	suchenden	O	O	-	0	543	660	1657	1679
0	Capitalistenpublicums	O	O	-	0	683	936	1659	1685
0	erireuten	O	O	-	0	962	1070	1662	1683
0	.	O	O	-	0	962	1070	1662	1683
0		O	O	-	0	1112	1211	1662	1690
0	Obgleich	O	O	-	0	1112	1211	1662	1690
0	Neucrdings	B-PER	O	-	0	1237	1360	1666	1690
0	Berichte	O	O	-	0	443	538	1683	1705
0	einlaufen	O	O	-	0	573	684	1685	1709
0	,	O	O	-	0	573	684	1685	1709
0	denes	O	O	-	0	707	772	1686	1706
0	zufolge	O	O	-	0	792	873	1686	1712
0	such	O	O	-	0	905	958	1687	1708
0	die	O	O	-	0	991	1024	1688	1709
0	Russische	O	O	-	0	1058	1169	1688	1712
0	KEruıte	O	O	-	0	1203	1269	1691	1713
0	nicht	O	O	-	0	1303	1360	1694	1715
0	so	O	O	-	0	444	468	1716	1731
0	glänzend	O	O	-	0	494	594	1712	1737
0	ausfallen	O	O	-	0	622	722	1711	1733
0	soll	O	O	-	0	750	804	1712	1739
0	,	O	O	-	0	750	804	1712	1739
0	wie	O	O	-	0	830	868	1715	1734
0	man	O	O	-	0	900	949	1719	1735
0	bisher	O	O	-	0	981	1050	1714	1736
0	angenommen	O	O	-	0	1076	1231	1722	1743
0	,	O	O	-	0	1076	1231	1722	1743
0	ist	O	O	-	0	1257	1286	1719	1740
0	man	O	O	-	0	1312	1360	1726	1741
0	hier	O	O	-	0	443	488	1737	1759
0	doch	O	O	-	0	514	566	1738	1759
0	allgemein	O	O	-	0	593	703	1738	1764
0	der	O	O	-	0	736	773	1739	1760
0	Ansicht	O	O	-	0	805	899	1739	1765
0	,	O	O	-	0	805	899	1739	1765
0	dass	O	O	-	0	932	980	1741	1762
0	die	O	O	-	0	1012	1046	1741	1763
0	Besserung	O	O	-	0	1078	1196	1743	1770
0	der	O	O	-	0	1227	1263	1745	1767
0	Russi	O	O	-	0	1289	1359	1745	1768
0	-	O	O	-	0	1289	1359	1745	1768
0	schen	O	O	-	0	443	505	1764	1785
0	Valuta	O	O	-	0	532	620	1764	1790
0	,	O	O	-	0	532	620	1764	1790
0	weiche	O	O	-	0	649	724	1765	1786
0	in	O	O	-	0	750	773	1765	1786
0	den	O	O	-	0	799	837	1766	1787
0	letzten	O	O	-	0	866	940	1766	1789
0	Wochen	O	O	-	0	968	1056	1767	1790
0	schon	O	O	-	0	1087	1151	1770	1792
0	sich	O	O	-	0	1177	1221	1771	1793
0	vollzogen	O	O	-	0	1247	1359	1772	1800
0	,	O	O	-	0	1247	1359	1772	1800
0	auch	O	O	-	0	442	494	1791	1812
0	fernerbin	O	O	-	0	517	620	1790	1812
0	noch	O	O	-	0	639	692	1792	1812
0	ansehnliche	O	O	-	0	712	843	1792	1813
0	Fortschritte	O	O	-	0	855	989	1793	1816
0	machen	O	O	-	0	1002	1087	1795	1817
0	werde	O	O	-	0	1101	1174	1797	1821
0	,	O	O	-	0	1101	1174	1797	1821
0	und	O	O	-	0	1191	1233	1798	1820
0	hält	O	O	-	0	1246	1289	1798	1821
0	liese	O	O	-	0	1306	1358	1801	1821
0	Besserung	O	O	-	0	440	556	1816	1844
0	für	O	O	-	0	574	607	1817	1838
0	darchaus	O	O	-	0	626	727	1817	1839
0	berechtigt	O	O	-	0	747	866	1818	1844
0	.	O	O	-	0	747	866	1818	1844
0		O	O	-	0	892	920	1820	1842
0	So	O	O	-	0	892	920	1820	1842
0	fanden	O	O	-	0	939	1014	1820	1843
0	heute	O	O	-	0	1034	1096	1821	1845
0	in	O	O	-	0	1115	1137	1823	1845
0	Russischen	O	O	-	0	1154	1279	1824	1847
0	Noten	O	O	-	0	1292	1357	1826	1848
0	wieder	O	O	-	0	438	516	1844	1865
0	sehr	O	O	-	0	538	586	1845	1865
0	umfangreiche	O	O	-	0	607	759	1845	1871
0	Umsätze	O	O	-	0	781	877	1845	1868
0	atlatt	O	O	-	0	897	958	1849	1874
0	,	O	O	-	0	897	958	1849	1874
0	wobei	O	O	-	0	985	1049	1848	1870
0	dieselben	O	O	-	0	1068	1174	1849	1872
0	zwischen	O	O	-	0	1196	1296	1852	1874
0	216	O	O	-	0	1318	1356	1854	1874
0	und	O	O	-	0	440	483	1870	1891
0	216	O	O	-	0	496	562	1872	1894
0	,	O	O	-	0	496	562	1872	1894
0	25	O	O	-	0	496	562	1872	1894
0	sich	O	O	-	0	581	624	1870	1891
0	bewegten	O	O	-	0	639	752	1871	1898
0	;	O	O	-	0	639	752	1871	1898
0	auch	O	O	-	0	771	824	1872	1894
0	für	O	O	-	0	844	877	1874	1894
0	Orientanleihen	O	O	-	0	890	1056	1873	1897
0	zeigte	O	O	-	0	1076	1143	1877	1902
0	sich	O	O	-	0	1163	1207	1877	1900
0	zu	O	O	-	0	1221	1247	1885	1900
0	besseren	O	O	-	0	1261	1355	1880	1902
0	Standpunkt	O	O	-	0	435	568	1949	1977
0	gut	O	O	-	0	587	624	1953	1977
0	behaupten	O	O	-	0	641	766	1951	1978
0	;	O	O	-	0	641	766	1951	1978
0	Deutsche	O	O	-	0	793	895	1952	1974
0	Fonds	O	O	-	0	909	978	1954	1976
0	waren	O	O	-	0	992	1058	1961	1977
0	fest	O	O	-	0	1085	1138	1956	1983
0	,	O	O	-	0	1085	1138	1956	1983
0	aber	O	O	-	0	1167	1218	1958	1980
0	nur	O	O	-	0	1231	1271	1966	1981
0	wenig	O	O	-	0	1284	1351	1962	1987
0	im	O	O	-	0	436	465	1978	1998
0	Verkehr	O	O	-	0	500	595	1978	1999
0	.	O	O	-	0	500	595	1978	1999
0		O	O	-	0	635	678	1978	1999
0	Auf	O	O	-	0	635	678	1978	1999
0	dem	O	O	-	0	710	757	1979	1999
0	Gebiete	O	O	-	0	790	877	1978	2001
0	der	O	O	-	0	909	946	1980	2002
0	internationalen	O	O	-	0	971	1144	1982	2006
0	Speculationspa	O	O	-	0	1170	1351	1985	2013
0	-	O	O	-	0	1170	1351	1985	2013
0	piere	O	O	-	0	435	494	2004	2030
0	zeichneten	O	O	-	0	520	638	2004	2025
0	sich	O	O	-	0	664	707	2004	2026
0	Franzosen	O	O	-	0	721	838	2005	2027
0	durch	O	O	-	0	863	928	2006	2028
0	lebbafte	O	O	-	0	953	1043	2007	2030
0	Umsätze	O	O	-	0	1056	1152	2009	2032
0	aus	O	O	-	0	1178	1226	2018	2038
0	;	O	O	-	0	1178	1226	2018	2038
0	dieselben	O	O	-	0	1247	1351	2013	2037
0	setzten	O	O	-	0	436	516	2033	2051
0	mit	O	O	-	0	529	567	2031	2052
0	471	O	O	-	0	580	647	2031	2058
0	,	O	O	-	0	580	647	2031	2058
0	50	O	O	-	0	580	647	2031	2058
0	ein	O	O	-	0	660	693	2031	2052
0	und	O	O	-	0	713	757	2031	2052
0	konnten	O	O	-	0	776	866	2032	2053
0	aich	O	O	-	0	885	929	2033	2055
0	ununterbrochen	O	O	-	0	948	1129	2035	2058
0	bis	O	O	-	0	1148	1180	2037	2059
0	476	O	O	-	0	1194	1261	2040	2064
0	,	O	O	-	0	1194	1261	2040	2064
0	50	O	O	-	0	1194	1261	2040	2064
0	heben	O	O	-	0	1280	1351	2040	2063
0	.	O	O	-	0	1280	1351	2040	2063
0		O	O	-	0	434	620	2057	2079
0	Oe	O	O	-	0	434	620	2057	2079
0	.	O	O	-	0	434	620	2057	2079
0	terreichische	O	O	-	0	434	620	2057	2079
0	Creditactien	O	O	-	0	642	781	2057	2080
0	bewegten	O	O	-	0	806	909	2059	2086
0	sich	O	O	-	0	935	979	2061	2082
0	von	O	O	-	0	1005	1045	2067	2084
0	466	O	O	-	0	1070	1111	2064	2084
0	auf	O	O	-	0	1137	1175	2064	2086
0	470	O	O	-	0	1194	1267	2067	2091
0	,	O	O	-	0	1194	1267	2067	2091
0	50	O	O	-	0	1194	1267	2067	2091
0	,	O	O	-	0	1194	1267	2067	2091
0	Lom	O	O	-	0	1294	1351	2067	2089
0	:	O	O	-	0	1294	1351	2067	2089
0	-	O	O	-	0	1294	1351	2067	2089
0	Wind	O	O	-	0	551	621	2111	2133
0	:	O	O	-	0	551	621	2111	2133
0	NNVY	O	O	-	0	634	703	2111	2133
0	.	O	O	-	0	634	703	2111	2133
0		O	O	-	0	922	1009	2113	2136
0	Wetter	O	O	-	0	922	1009	2113	2136
0	:	O	O	-	0	922	1009	2113	2136
0	Trübe	O	O	-	0	1022	1090	2115	2137
0	und	O	O	-	0	1103	1145	2116	2138
0	feucht	O	O	-	0	1158	1235	2116	2140
0	.	O	O	-	0	1158	1235	2116	2140
0		O	O	-	0	484	607	2137	2160
0	Beeinflasst	O	O	-	0	484	607	2137	2160
0	von	O	O	-	0	620	660	2144	2160
0	abw	O	O	-	0	672	815	2138	2160
0	-	O	O	-	0	672	815	2138	2160
0	chselnd	O	O	-	0	672	815	2138	2160
0	regnerischem	O	O	-	0	834	982	2140	2166
0	Wetter	O	O	-	0	998	1074	2142	2164
0	eröffnete	O	O	-	0	1092	1191	2143	2166
0	der	O	O	-	0	1210	1247	2144	2166
0	heutige	O	O	-	0	1267	1351	2146	2173
0	Markt	O	O	-	0	431	500	2164	2186
0	für	O	O	-	0	513	546	2165	2186
0	fast	O	O	-	0	559	600	2164	2186
0	alle	O	O	-	0	613	654	2165	2186
0	Artikel	O	O	-	0	666	749	2165	2187
0	fest	O	O	-	0	762	811	2166	2191
0	;	O	O	-	0	762	811	2166	2191
0	der	O	O	-	0	824	862	2166	2188
0	weitere	O	O	-	0	876	956	2167	2189
0	Verlauf	O	O	-	0	965	1050	2168	2191
0	aber	O	O	-	0	1060	1112	2169	2192
0	gestaltete	O	O	-	0	1124	1235	2171	2196
0	sich	O	O	-	0	1247	1292	2173	2195
0	vor	O	O	-	0	1305	1351	2179	2195
0	-	O	O	-	0	1305	1351	2179	2195
0	herrschend	O	O	-	0	429	556	2191	2213
0	matt	O	O	-	0	569	627	2193	2213
0	.	O	O	-	0	569	627	2193	2213
0		O	O	-	0	482	662	2218	2240
0	Loco	O	O	-	0	482	662	2218	2240
0	-	O	O	-	0	482	662	2218	2240
0	Weizen	O	O	-	0	482	662	2218	2240
0	blieb	O	O	-	0	675	730	2218	2240
0	feat	O	O	-	0	744	790	2218	2242
0	.	O	O	-	0	744	790	2218	2242
0		O	O	-	0	817	919	2219	2246
0	Termine	O	O	-	0	817	919	2219	2246
0	,	O	O	-	0	817	919	2219	2246
0	anfänglich	O	O	-	0	938	1055	2221	2248
0	durch	O	O	-	0	1068	1133	2222	2245
0	regen	O	O	-	0	1145	1209	2230	2251
0	Begehr	O	O	-	0	1222	1303	2226	2252
0	an	O	O	-	0	1315	1351	2233	2250
0	-	O	O	-	0	1315	1351	2233	2250
0	scheizend	O	O	-	0	429	540	2245	2266
0	für	O	O	-	0	552	587	2244	2266
0	Schlesische	O	O	-	0	599	728	2245	2267
0	Rechnung	O	O	-	0	742	855	2246	2273
0	zu	O	O	-	0	868	893	2253	2268
0	höchsten	O	O	-	0	906	1004	2247	2270
0	gestrigen	O	O	-	0	1017	1122	2250	2276
0	Coursen	O	O	-	0	1129	1221	2250	2274
0	gehandelt	O	O	-	0	1234	1351	2254	2281
0	,	O	O	-	0	1234	1351	2254	2281
0	ermatteten	O	O	-	0	429	553	2273	2293
0	dann	O	O	-	0	567	622	2272	2293
0	durch	O	O	-	0	641	706	2272	2293
0	Realisationen	O	O	-	0	720	881	2273	2299
0	,	O	O	-	0	720	881	2273	2299
0	als	O	O	-	0	899	932	2274	2296
0	vom	O	O	-	0	952	998	2281	2296
0	Westen	O	O	-	0	1015	1098	2276	2299
0	schönes	O	O	-	0	1116	1205	2278	2300
0	Wetter	O	O	-	0	1218	1297	2279	2301
0	ge	O	O	-	0	1315	1350	2287	2306
0	-	O	O	-	0	1315	1350	2287	2306
0	meldet	O	O	-	0	428	505	2298	2319
0	worden	O	O	-	0	518	606	2299	2323
0	,	O	O	-	0	518	606	2299	2323
0	und	O	O	-	0	619	661	2299	2320
0	schlossen	O	O	-	0	673	780	2299	2320
0	durchgängig	O	O	-	0	793	932	2299	2328
0	niedriger	O	O	-	0	945	1056	2301	2329
0	,	O	O	-	0	945	1056	2301	2329
0	am	O	O	-	0	1071	1107	2309	2325
0	meisten	O	O	-	0	1119	1208	2305	2327
0	per	O	O	-	0	1222	1260	2312	2331
0	Herbat	O	O	-	0	1266	1349	2307	2331
0	.	O	O	-	0	1266	1349	2307	2331
0		O	O	-	0	480	663	2324	2352
0	Loco	B-ORG	O	-	0	480	663	2324	2352
0	-	O	O	-	0	480	663	2324	2352
0	Boggen	O	O	-	0	480	663	2324	2352
0	hatte	O	O	-	0	675	733	2326	2348
0	mässigen	O	O	-	0	746	850	2327	2352
0	Handel	O	O	-	0	864	943	2328	2349
0	zu	O	O	-	0	957	983	2335	2350
0	featen	O	O	-	0	996	1063	2328	2350
0	Preisen	O	O	-	0	1075	1167	2330	2354
0	.	O	O	-	0	1075	1167	2330	2354
0		O	O	-	0	1207	1302	2332	2355
0	Termine	O	O	-	0	1207	1302	2332	2355
0	er	O	O	-	0	1316	1346	2341	2356
0	-	O	O	-	0	1316	1346	2341	2356
0	freuten	O	O	-	0	425	506	2351	2372
0	sich	O	O	-	0	518	562	2352	2373
0	in	O	O	-	0	576	598	2353	2373
0	späteren	O	O	-	0	612	707	2354	2379
0	Sichten	O	O	-	0	721	806	2352	2374
0	lebhafter	O	O	-	0	819	918	2354	2375
0	Kauflust	O	O	-	0	930	1025	2354	2377
0	zu	O	O	-	0	1038	1064	2362	2378
0	besseren	O	O	-	0	1078	1174	2357	2380
0	Preisen	O	O	-	0	1181	1268	2359	2381
0	;	O	O	-	0	1275	1280	2369	2386
0	auch	O	O	-	0	1294	1346	2362	2383
0	dieser	O	O	-	0	428	500	2378	2408
0	Artikel	O	O	-	0	508	595	2379	2414
0	soll	O	O	-	0	602	648	2379	2414
0	hauptsächlich	O	O	-	0	649	821	2379	2414
0	für	O	O	-	0	841	875	2380	2401
0	Schlesische	O	O	-	0	888	1016	2380	2413
0	Rechnung	O	O	-	0	1028	1140	2382	2411
0	gekauft	O	O	-	0	1160	1245	2386	2414
0	worden	O	O	-	0	1264	1346	2388	2410
0	2	O	O	-	0	421	476	2410	2414
0	.	O	O	-	0	421	476	2410	2414
0	SE	O	O	-	0	471	476	2410	2414
0	Coursen	O	O	-	0	442	533	1898	1918
0	reger	O	O	-	0	552	612	1903	1923
0	Begebhr	O	O	-	0	624	710	1897	1923
0	.	O	O	-	0	624	710	1897	1923
0		O	O	-	0	735	793	1898	1920
0	Nach	O	O	-	0	735	793	1898	1920
0	anfänglich	O	O	-	0	813	928	1900	1925
0	matter	O	O	-	0	947	1021	1903	1923
0	Haltung	O	O	-	0	1035	1126	1902	1929
0	koanten	O	O	-	0	1138	1230	1903	1927
0	sich	O	O	-	0	1243	1288	1906	1928
0	auch	O	O	-	0	1300	1352	1907	1929
0	Ungarische	O	O	-	0	439	565	1924	1950
0	Goldrente	O	O	-	0	584	695	1924	1946
0	und	O	O	-	0	716	757	1925	1946
0	Oesterreichische	O	O	-	0	777	963	1925	1949
0	Renten	O	O	-	0	986	1065	1928	1951
0	auf	O	O	-	0	1084	1122	1929	1951
0	dem	O	O	-	0	1140	1188	1931	1953
0	vorgestrigen	O	O	-	0	1210	1351	1934	1960
0	Berlin	B-LOC	O	-	0	516	629	1074	1105
0	,	O	O	-	0	516	629	1074	1105
0	11	O	O	-	0	633	698	1068	1105
0	.	O	O	-	0	633	698	1068	1105
0	August	O	O	-	0	706	799	1069	1105
0	,	O	O	-	0	706	799	1069	1105
0	Matte	O	O	-	0	800	892	1069	1105
0	aus	O	O	-	0	901	952	1069	1105
0	Wien	B-LOC	O	-	0	966	1032	1075	1105
0	vorliegende	O	O	-	0	1057	1188	1067	1105
0	Berichte	O	O	-	0	1187	1307	1067	1101
0	und	O	O	-	0	1334	1376	1078	1101
0	barden	O	O	-	0	1423	1498	1083	1103
0	zwischen	O	O	-	0	1534	1636	1083	1105
0	156	O	O	-	0	1677	1714	1085	1105
0	und	O	O	-	0	1752	1794	1085	1107
0	156	O	O	-	0	1808	1900	1083	1112
0	,	O	O	-	0	1808	1900	1083	1112
0	50	O	O	-	0	1808	1900	1083	1112
0	.	O	O	-	0	1808	1900	1083	1112
0	Von	O	O	-	0	1953	1997	1087	1109
0	inländischen	O	O	-	0	2033	2211	1083	1114
0	Eisenbahn	O	O	-	0	2217	2338	1083	1121
0	Aufnahme	O	O	-	0	1385	1517	2391	2421
0	,	O	O	-	0	1385	1517	2391	2421
0	ä	O	O	-	0	1553	1563	2421	2422
