No.	TOKEN	NE-TAG	NE-EMB	GND-ID	url_id	left	right	top	bottom
9	gegen	O	O	-	0	1440	1558	1171	1214
10	die	O	O	-	0	1596	1654	1160	1205
11	be⸗	O	O	-	0	1682	1738	1162	1207
0		O	O	-	0	387	465	1299	1344
1	Die	O	O	-	0	387	465	1299	1344
2	Frage	O	O	-	0	492	639	1302	1358
3	,	O	O	-	0	492	639	1302	1358
4	welche	O	O	-	0	668	798	1305	1357
5	die	O	O	-	0	827	885	1306	1350
6	politiſchen	O	O	-	0	910	1129	1307	1360
7	Kreiſe	O	O	-	0	1157	1284	1311	1362
8	unerwarteter	O	O	-	0	1309	1599	1316	1360
9	Weiſe	O	O	-	0	1612	1736	1317	1365
10	ſo	O	O	-	0	281	321	1349	1399
11	lebhaft	O	O	-	0	350	498	1351	1405
12	erregt	O	O	-	0	532	655	1357	1408
13	hatte	O	O	-	0	695	810	1357	1410
14	,	O	O	-	0	695	810	1357	1410
15	iſt	O	O	-	0	850	897	1359	1413
16	ſomit	O	O	-	0	938	1057	1360	1409
17	unter	O	O	-	0	1082	1202	1364	1407
18	Uebereinſtimmung	O	O	-	0	1228	1616	1365	1420
19	der	O	O	-	0	1621	1735	1370	1420
20	Regierung	O	O	-	0	279	512	1402	1457
21	und	O	O	-	0	534	590	1417	1449
22	der	O	O	-	0	596	711	1407	1452
23	beiden	O	O	-	0	738	868	1410	1453
24	Häuſer	O	O	-	0	874	1041	1410	1463
25	des	O	O	-	0	1062	1126	1413	1457
26	Landtags	O	O	-	0	1144	1326	1415	1471
27	zu	O	O	-	0	1331	1405	1418	1472
28	einer	O	O	-	0	1407	1520	1418	1463
29	befriedi—lenden	O	O	-	0	1522	1734	1421	1472
30	Löſung	O	O	-	0	442	574	1454	1504
31	geführt	O	O	-	0	579	794	1460	1514
32	:	O	O	-	0	579	794	1460	1514
33	für	O	O	-	0	810	877	1462	1515
34	die	O	O	-	0	898	954	1464	1507
35	provinziellen	O	O	-	0	966	1249	1466	1518
36	Bedürfniſſe	O	O	-	0	1259	1510	1469	1525
37	von	O	O	-	0	1525	1609	1480	1517
38	Hannover	B-LOC	O	-	0	1624	1734	1473	1525
39	,	O	O	-	0	278	418	1513	1555
40	inſoweit	O	O	-	0	444	624	1508	1560
41	dieſelben	O	O	-	0	651	832	1512	1563
42	früher	O	O	-	0	861	995	1515	1567
43	aus	O	O	-	0	1023	1104	1520	1561
44	allgemeinen	O	O	-	0	1132	1394	1520	1573
45	Staatsmitteln	O	O	-	0	1417	1733	1525	1570
46	befriedigt	O	O	-	0	281	484	1558	1614
47	wurden	O	O	-	0	511	693	1564	1614
48	,	O	O	-	0	511	693	1564	1614
49	iſt	O	O	-	0	719	766	1565	1618
50	auch	O	O	-	0	794	888	1569	1619
51	jetzt	O	O	-	0	914	992	1569	1621
52	von	O	O	-	0	1019	1101	1576	1613
53	Staatswegen	O	O	-	0	1130	1421	1572	1627
54	Vorſorge	O	O	-	0	1450	1628	1575	1631
55	ge—troffen	O	O	-	0	1632	1732	1589	1631
56	,	O	O	-	0	280	453	1610	1665
57	zwar	O	O	-	0	478	588	1622	1667
58	nicht	O	O	-	0	628	742	1616	1676
59	,	O	O	-	0	628	742	1616	1676
60	wie	O	O	-	0	791	864	1618	1662
61	urſprünglich	O	O	-	0	903	1177	1621	1675
62	beantragt	O	O	-	0	1220	1433	1626	1680
63	war	O	O	-	0	1471	1576	1638	1681
64	,	O	O	-	0	1471	1576	1638	1681
65	durch	O	O	-	0	1620	1732	1631	1681
66	Ausſonderung	O	O	-	0	277	597	1663	1722
67	eines	O	O	-	0	651	756	1670	1712
68	eigenthümlichen	O	O	-	0	807	1152	1671	1730
69	Kapitals	O	O	-	0	1198	1417	1678	1730
70	,	O	O	-	0	1198	1417	1678	1730
0		O	O	-	0	278	477	1714	1760
1	dauernde	O	O	-	0	278	477	1714	1760
2	Bewilligung	O	O	-	0	506	783	1718	1777
3	einer	O	O	-	0	812	916	1735	1767
4	beſtimmten	O	O	-	0	945	1191	1725	1777
5	Rente	O	O	-	0	1219	1357	1729	1774
6	.	O	O	-	0	1219	1357	1729	1774
0		O	O	-	0	382	449	1767	1811
1	So	O	O	-	0	382	449	1767	1811
2	iſt	O	O	-	0	490	537	1769	1822
3	denn	O	O	-	0	579	681	1771	1815
4	die	O	O	-	0	710	768	1773	1817
5	wohlwollende	O	O	-	0	795	1093	1775	1830
6	Abſicht	O	O	-	0	1118	1270	1779	1834
7	des	O	O	-	0	1296	1361	1782	1827
8	Königs	O	O	-	0	1380	1550	1783	1837
9	für	O	O	-	0	1577	1624	1785	1837
10	die	O	O	-	0	1626	1731	1785	1831
11	neu	O	O	-	0	276	355	1829	1863
12	erworbene	O	O	-	0	386	610	1824	1867
13	Provinz	O	O	-	0	637	802	1825	1878
14	erfüllt	O	O	-	0	805	996	1829	1880
15	.	O	O	-	0	805	996	1829	1880
0		O	O	-	0	382	438	1871	1916
1	Es	O	O	-	0	382	438	1871	1916
2	iſt	O	O	-	0	464	512	1873	1925
3	bei	O	O	-	0	542	600	1876	1920
4	der	O	O	-	0	618	691	1877	1920
5	früheren	O	O	-	0	721	899	1878	1931
6	Beſprechung	O	O	-	0	915	1181	1882	1938
7	der	O	O	-	0	1203	1267	1887	1929
8	Angelegenheit	O	O	-	0	1286	1589	1870	1941
9	mehr⸗fach	O	O	-	0	1607	1730	1890	1941
10	hervorgeboben	O	O	-	0	387	701	1924	1981
11	worden	O	O	-	0	728	908	1933	1983
12	,	O	O	-	0	728	908	1933	1983
13	daß	O	O	-	0	945	995	1933	1978
14	es	O	O	-	0	999	1091	1934	1986
15	ſich	O	O	-	0	1119	1185	1935	1988
16	für	O	O	-	0	1213	1282	1938	1989
17	die	O	O	-	0	1311	1372	1938	1982
18	Regierung	O	O	-	0	1397	1627	1939	1995
19	um	O	O	-	0	1657	1730	1954	1987
20	die	O	O	-	0	277	346	1975	2019
21	Erfüllung	O	O	-	0	363	588	1976	2032
22	einer	O	O	-	0	617	721	1982	2026
23	den	O	O	-	0	750	821	1983	2026
24	hannoverſchen	O	O	-	0	849	1158	1985	2039
25	Ständen	O	O	-	0	1186	1379	1991	2035
26	ertheilten	O	O	-	0	1408	1606	1992	2044
27	aus—drücklichen	O	O	-	0	1635	1730	1996	2038
28	Königlichen	O	O	-	0	537	791	2031	2087
29	Zuſage	O	O	-	0	813	974	2036	2089
30	handele	O	O	-	0	1003	1174	2039	2089
31	.	O	O	-	0	1003	1174	2039	2089
0		O	O	-	0	380	494	2081	2133
1	Dieſe	O	O	-	0	380	494	2081	2133
2	Zuſage	O	O	-	0	518	678	2085	2138
3	bezog	O	O	-	0	708	792	2088	2142
4	ſich	O	O	-	0	796	911	2090	2141
5	freilich	O	O	-	0	942	1083	2090	2142
6	(	O	O	-	0	1112	1201	2091	2142
7	wie	O	O	-	0	1112	1201	2091	2142
8	von	O	O	-	0	1229	1309	2101	2139
9	anderer	O	O	-	0	1339	1505	2095	2141
10	Seite	O	O	-	0	1532	1646	2098	2142
11	be—tont	O	O	-	0	1675	1731	2098	2142
12	wird	O	O	-	0	393	518	2133	2184
13	)	O	O	-	0	393	518	2133	2184
14	zunächſt	O	O	-	0	553	729	2137	2192
15	nur	O	O	-	0	769	852	2151	2183
16	auf	O	O	-	0	893	968	2143	2194
17	die	O	O	-	0	1008	1066	2143	2186
18	Vorlegung	O	O	-	0	1108	1399	2143	2204
19	des	O	O	-	0	1441	1522	2149	2193
20	Geſetz—Entwurfs	O	O	-	0	1563	1730	2150	2204
21	an	O	O	-	0	574	629	2200	2231
22	den	O	O	-	0	660	730	2191	2234
23	Landtag	O	O	-	0	756	954	2192	2248
24	.	O	O	-	0	756	954	2192	2248
0		O	O	-	0	1016	1094	2195	2239
1	Die	O	O	-	0	1016	1094	2195	2239
2	Erfüllung	O	O	-	0	1122	1343	2196	2253
3	lag	O	O	-	0	1372	1440	2203	2254
4	nicht	O	O	-	0	1468	1569	2202	2254
5	in	O	O	-	0	1594	1639	2204	2247
6	der	O	O	-	0	1668	1731	2203	2248
0		O	O	-	0	274	479	2287	2341
1	ſtändigen	O	O	-	0	274	479	2287	2341
2	und	O	O	-	0	519	605	2296	2344
3	unabhängigen	O	O	-	0	646	958	2295	2359
4	Ermeſſen	O	O	-	0	999	1196	2299	2353
5	der	O	O	-	0	1238	1302	2306	2347
6	Landesvertretung	O	O	-	0	1341	1727	2303	2362
0		O	O	-	0	274	370	2236	2288
1	Hand	O	O	-	0	274	370	2236	2288
2	der	O	O	-	0	375	491	2237	2283
3	Regierung	O	O	-	0	507	725	2240	2295
4	allein	O	O	-	0	728	922	2246	2296
5	;	O	O	-	0	728	922	2246	2296
6	ſie	O	O	-	0	961	1015	2247	2300
7	hing	O	O	-	0	1050	1144	2247	2300
8	zugleich	O	O	-	0	1185	1348	2251	2304
9	von	O	O	-	0	1378	1461	2261	2297
10	dem	O	O	-	0	1489	1561	2255	2298
11	ſelbſt—	O	O	-	0	1564	1730	2255	2307
0		O	O	-	0	264	468	4220	4268
1	Eintreten	O	O	-	0	264	468	4220	4268
2	unſerer	O	O	-	0	498	655	4227	4276
3	Regierung	O	O	-	0	683	912	4231	4286
4	für	O	O	-	0	941	1011	4236	4285
5	Hannover	B-LOC	O	-	0	1038	1263	4236	4289
6	dort	O	O	-	0	1291	1379	4240	4284
7	bervorgebracht	O	O	-	0	1408	1756	4242	4295
8	hat	O	O	-	0	263	353	4274	4326
9	:	O	O	-	0	263	353	4274	4326
10	man	O	O	-	0	383	484	4287	4322
11	ſpricht	O	O	-	0	514	650	4279	4332
12	es	O	O	-	0	680	720	4284	4328
13	ruͤhmend	O	O	-	0	746	942	4284	4340
14	aus	O	O	-	0	972	1068	4291	4342
15	,	O	O	-	0	972	1068	4291	4342
16	daß	O	O	-	0	1095	1169	4292	4344
17	ein	O	O	-	0	1199	1261	4293	4336
18	Staat	O	O	-	0	1289	1442	4293	4348
19	,	O	O	-	0	1289	1442	4293	4348
20	welcher	O	O	-	0	1481	1635	4296	4347
21	die	O	O	-	0	1664	1757	4295	4350
0		O	O	-	0	1728	1760	2337	2363
1	u	O	O	-	0	1728	1760	2337	2363
0		O	O	-	0	271	402	2445	2497
1	welche	O	O	-	0	271	402	2445	2497
2	ſich	O	O	-	0	429	502	2446	2497
3	die	O	O	-	0	526	582	2448	2491
4	Unterſtützung	O	O	-	0	608	907	2453	2508
5	der	O	O	-	0	937	1000	2456	2500
6	Regierung	O	O	-	0	1029	1283	2455	2513
7	,	O	O	-	0	1029	1283	2455	2513
8	zumal	O	O	-	0	1293	1455	2464	2515
9	in	O	O	-	0	1481	1526	2464	2506
10	Fragen	O	O	-	0	1532	1729	2464	2518
11	,	O	O	-	0	1532	1729	2464	2518
0		O	O	-	0	270	440	2601	2657
1	heißung	O	O	-	0	270	440	2601	2657
2	erweckten	O	O	-	0	490	689	2606	2652
3	Hoffnungen	O	O	-	0	729	993	2610	2673
4	bereitwillig	O	O	-	0	1041	1287	2615	2671
5	zur	O	O	-	0	1332	1403	2628	2671
6	Seite	O	O	-	0	1447	1560	2619	2664
7	ſtehen	O	O	-	0	1604	1760	2616	2683
0		O	O	-	0	271	372	2547	2600
1	ſtellt	O	O	-	0	271	372	2547	2600
2	haben	O	O	-	0	412	563	2552	2605
3	,	O	O	-	0	412	563	2552	2605
4	ihr	O	O	-	0	602	664	2554	2606
5	auch	O	O	-	0	707	799	2559	2606
6	bei	O	O	-	0	844	903	2559	2602
7	der	O	O	-	0	943	1006	2559	2603
8	Erfüllung	O	O	-	0	1035	1258	2561	2619
9	der	O	O	-	0	1288	1351	2566	2608
10	durch	O	O	-	0	1381	1493	2568	2616
11	jene	O	O	-	0	1519	1605	2567	2619
12	Ver⸗	O	O	-	0	1633	1760	2560	2618
0		O	O	-	0	270	448	2655	2697
1	würden	O	O	-	0	270	448	2655	2697
2	.	O	O	-	0	270	448	2655	2697
0		O	O	-	0	272	329	2767	2802
1	an	O	O	-	0	272	329	2767	2802
2	dieſer	O	O	-	0	361	473	2760	2808
3	Stelle	O	O	-	0	502	652	2762	2817
4	,	O	O	-	0	502	652	2762	2817
5	auf	O	O	-	0	679	755	2768	2818
6	die	O	O	-	0	783	840	2768	2811
7	ertheilte	O	O	-	0	870	1034	2769	2822
8	Zuſage	O	O	-	0	1059	1218	2770	2825
9	hingewieſen	O	O	-	0	1245	1498	2774	2826
10	worden	O	O	-	0	1525	1760	2774	2823
11	.	O	O	-	0	1525	1760	2774	2823
0		O	O	-	0	377	463	2812	2855
1	Des	O	O	-	0	377	463	2812	2855
2	Königs	O	O	-	0	494	653	2812	2869
3	Erwartung	O	O	-	0	682	930	2817	2874
4	iſt	O	O	-	0	971	1018	2822	2873
5	nicht	O	O	-	0	1059	1160	2824	2872
6	getäuſcht	O	O	-	0	1199	1391	2826	2879
7	worden	O	O	-	0	1417	1603	2829	2873
8	:	O	O	-	0	1417	1603	2829	2873
9	nur	O	O	-	0	1644	1760	2821	2882
0		O	O	-	0	375	440	2707	2759
1	Jn	O	O	-	0	375	440	2707	2759
2	ſolchem	O	O	-	0	472	653	2710	2761
3	Sinne	O	O	-	0	657	815	2714	2758
4	iſt	O	O	-	0	820	908	2716	2767
5	ſeitens	O	O	-	0	935	1073	2717	2766
6	der	O	O	-	0	1101	1166	2718	2763
7	Regierung	O	O	-	0	1192	1424	2720	2775
8	ſowohl	O	O	-	0	1454	1621	2722	2775
9	,	O	O	-	0	1454	1621	2722	2775
10	wie	O	O	-	0	1655	1728	2725	2769
0		O	O	-	0	273	443	3018	3073
1	dagegen	O	O	-	0	273	443	3018	3073
2	der	O	O	-	0	517	582	3023	3066
3	Verlauf	O	O	-	0	652	829	3026	3080
4	der	O	O	-	0	898	961	3030	3074
5	Berathungen	O	O	-	0	1032	1322	3033	3087
6	im	O	O	-	0	1398	1456	3036	3081
7	Abgeordnetenhauſe	O	O	-	0	1526	1758	3038	3092
8	volle	O	O	-	0	575	684	3078	3122
9	Klarheit	O	O	-	0	732	910	3081	3134
10	über	O	O	-	0	974	1074	3083	3128
11	die	O	O	-	0	1139	1197	3085	3129
12	Abſichten	O	O	-	0	1249	1447	3087	3138
13	und	O	O	-	0	1513	1613	3091	3133
14	die	O	O	-	0	1668	1758	3086	3137
0		O	O	-	0	272	402	3238	3281
1	mung	O	O	-	0	272	402	3238	3281
2	zu	O	O	-	0	448	497	3240	3283
3	der	O	O	-	0	547	611	3234	3277
4	Geſammtpolitik	O	O	-	0	653	1003	3235	3289
5	der	O	O	-	0	1048	1112	3242	3286
6	Regierung	O	O	-	0	1152	1383	3243	3299
7	erkannt	O	O	-	0	1430	1595	3247	3291
8	war	O	O	-	0	1621	1758	3247	3302
9	,	O	O	-	0	1621	1758	3247	3302
10	konnte	O	O	-	0	271	411	3279	3325
11	es	O	O	-	0	440	481	3285	3326
12	nicht	O	O	-	0	508	610	3285	3336
13	mehr	O	O	-	0	636	745	3289	3340
14	zweifelbaft	O	O	-	0	771	1005	3292	3343
15	ſein	O	O	-	0	1033	1124	3293	3346
16	,	O	O	-	0	1033	1124	3293	3346
17	daß	O	O	-	0	1152	1227	3297	3347
18	die	O	O	-	0	1256	1313	3296	3340
19	Königlichen	O	O	-	0	1340	1597	3297	3351
20	Verheißungen	O	O	-	0	1625	1757	3293	3351
21	für	O	O	-	0	532	601	3337	3389
22	Hannover	B-LOC	O	-	0	640	840	3340	3393
23	bereitwillige	O	O	-	0	842	1172	3345	3400
24	Erfüllung	O	O	-	0	1209	1433	3348	3404
25	Seitens	O	O	-	0	1461	1629	3352	3396
26	der	O	O	-	0	1658	1757	3351	3404
27	Landesvertretung	O	O	-	0	270	660	3384	3447
28	finden	O	O	-	0	690	820	3393	3447
29	würden	O	O	-	0	849	1026	3396	3441
30	.	O	O	-	0	849	1026	3396	3441
0		O	O	-	0	269	403	3543	3595
1	rechtigkeit	O	O	-	0	269	403	3543	3595
2	.	O	O	-	0	414	494	3544	3589
0		O	O	-	0	550	635	3547	3591
1	Der	O	O	-	0	550	635	3547	3591
2	Regierung	O	O	-	0	662	900	3549	3608
3	liegt	O	O	-	0	911	1041	3553	3610
4	gewiß	O	O	-	0	1066	1215	3555	3610
5	die	O	O	-	0	1230	1288	3558	3602
6	Meinung	O	O	-	0	1313	1523	3559	3612
7	und	O	O	-	0	1551	1636	3560	3605
8	die	O	O	-	0	1667	1756	3554	3609
9	Abſicht	O	O	-	0	269	420	3593	3646
10	fern	O	O	-	0	460	570	3598	3649
11	,	O	O	-	0	460	570	3598	3649
12	»	O	O	-	0	612	709	3603	3644
13	den	O	O	-	0	612	709	3603	3644
14	Patriotismus	O	O	-	0	735	1046	3604	3657
15	der	O	O	-	0	1076	1139	3611	3652
16	Hannoveraner	O	O	-	0	1166	1489	3609	3662
17	mit	O	O	-	0	1515	1594	3614	3656
18	Geld	O	O	-	0	1621	1756	3607	3667
19	zu	O	O	-	0	269	316	3656	3699
20	erkaufen	O	O	-	0	347	580	3648	3702
21	«	O	O	-	0	347	580	3648	3702
22	;	O	O	-	0	347	580	3648	3702
23	wohl	O	O	-	0	621	709	3657	3706
24	aber	O	O	-	0	715	826	3655	3700
25	darf	O	O	-	0	828	949	3659	3702
26	ſie	O	O	-	0	955	1042	3659	3711
27	hoffen	O	O	-	0	1071	1215	3660	3715
28	,	O	O	-	0	1071	1215	3660	3715
29	durch	O	O	-	0	1250	1363	3664	3715
30	Milde	O	O	-	0	1391	1540	3664	3716
31	,	O	O	-	0	1391	1540	3664	3716
32	Gerechtigkeit	O	O	-	0	1569	1756	3667	3717
33	und	O	O	-	0	427	512	3702	3745
34	brüderliches	O	O	-	0	550	805	3705	3758
35	Entgegenkommen	O	O	-	0	835	1224	3709	3765
36	für	O	O	-	0	1264	1335	3716	3768
37	die	O	O	-	0	1361	1419	3718	3760
38	neuen	O	O	-	0	1459	1588	3728	3762
39	Provinzen	O	O	-	0	1618	1756	3717	3771
40	dort	O	O	-	0	440	531	3753	3798
41	einen	O	O	-	0	571	682	3758	3802
42	Boden	O	O	-	0	711	853	3760	3804
43	zu	O	O	-	0	892	940	3773	3814
44	bereiten	O	O	-	0	983	1172	3765	3819
45	,	O	O	-	0	983	1172	3765	3819
46	auf	O	O	-	0	1214	1289	3769	3819
47	welchem	O	O	-	0	1315	1492	3770	3820
48	allmälig	O	O	-	0	1532	1756	3763	3827
49	Anhänglichkeit	O	O	-	0	270	591	3803	3859
50	und	O	O	-	0	618	703	3812	3855
51	patriotiſche	O	O	-	0	732	969	3814	3867
52	Hingebung	O	O	-	0	996	1241	3816	3875
53	gedeihen	O	O	-	0	1270	1444	3821	3875
54	können	O	O	-	0	1471	1756	3822	3871
55	.	O	O	-	0	1471	1756	3822	3871
0		O	O	-	0	266	369	3961	4013
1	digt	O	O	-	0	266	369	3961	4013
2	:	O	O	-	0	266	369	3961	4013
3	überall	O	O	-	0	397	556	3962	4008
4	in	O	O	-	0	585	628	3967	4010
5	Deutſchland	B-LOC	O	-	0	657	918	3968	4022
6	und	O	O	-	0	946	1031	3973	4016
7	über	O	O	-	0	1075	1174	3975	4019
8	deſſen	O	O	-	0	1201	1324	3978	4030
9	Grenzen	O	O	-	0	1351	1531	3979	4039
10	hinaus	O	O	-	0	1573	1757	3973	4033
11	richtet	O	O	-	0	266	396	4013	4063
12	ſich	O	O	-	0	424	490	4014	4066
13	die	O	O	-	0	520	578	4017	4060
14	Beachtung	O	O	-	0	606	835	4020	4076
15	und	O	O	-	0	864	947	4025	4068
16	Anerkennung	O	O	-	0	974	1269	4026	4083
17	der	O	O	-	0	1298	1361	4031	4074
18	Regierung	O	O	-	0	1381	1610	4031	4086
19	und	O	O	-	0	1637	1757	4025	4084
20	der	O	O	-	0	269	335	4064	4108
21	Völker	I-PER	O	-	0	364	507	4065	4112
22	auf	O	O	-	0	536	611	4073	4120
23	das	O	O	-	0	640	713	4074	4116
24	Verfahren	O	O	-	0	741	964	4075	4129
25	Preußens	B-LOC	O	-	0	983	1198	4078	4132
26	in	O	O	-	0	1225	1270	4082	4126
27	den	O	O	-	0	1297	1369	4083	4126
28	eroberten	O	O	-	0	1399	1603	4086	4129
29	Provinzen	O	O	-	0	1616	1756	4082	4138
30	.	O	O	-	0	267	420	4118	4171
0		O	O	-	0	476	554	4122	4165
1	Die	O	O	-	0	476	554	4122	4165
2	bedeutſamſten	O	O	-	0	584	888	4126	4180
3	Stimmen	O	O	-	0	915	1128	4131	4175
4	aus	O	O	-	0	1159	1239	4136	4178
5	Süddeutſchland	B-LOC	O	-	0	1269	1613	4136	4188
6	ver⸗	O	O	-	0	1641	1756	4138	4184
0		O	O	-	0	284	334	1047	1091
1	zu	O	O	-	0	284	334	1047	1091
2	dieſer	O	O	-	0	362	477	1038	1092
3	Berathung	O	O	-	0	506	744	1041	1098
4	herbeigekommen	O	O	-	0	772	1127	1045	1101
5	und	O	O	-	0	1154	1239	1053	1095
6	von	O	O	-	0	1269	1349	1063	1097
7	141	O	O	-	0	1379	1453	1055	1099
8	Anweſenden	O	O	-	0	1473	1741	1057	1107
9	baben	O	O	-	0	284	411	1090	1137
10	127	O	O	-	0	426	518	1090	1135
11	ihre	O	O	-	0	545	648	1093	1146
12	Zuſtimmung	O	O	-	0	652	917	1096	1150
13	zu	O	O	-	0	923	1021	1110	1154
14	der	O	O	-	0	1050	1115	1103	1146
15	Vorlage	O	O	-	0	1141	1320	1103	1159
16	ertheilt	O	O	-	0	1361	1530	1106	1160
17	;	O	O	-	0	1361	1530	1106	1160
18	nur	O	O	-	0	1570	1654	1121	1153
19	14	O	O	-	0	1691	1741	1111	1155
0		O	O	-	0	266	462	4169	4224
1	kündigen	O	O	-	0	266	462	4169	4224
2	ſo	O	O	-	0	494	532	4173	4224
3	eben	O	O	-	0	560	654	4178	4221
4	den	O	O	-	0	683	751	4180	4221
5	gewaltigen	O	O	-	0	782	1016	4182	4234
6	Eindruck	O	O	-	0	1047	1250	4184	4238
7	,	O	O	-	0	1047	1250	4184	4238
8	welchen	O	O	-	0	1279	1440	4189	4241
9	das	O	O	-	0	1460	1534	4190	4234
10	kräftige	O	O	-	0	1562	1756	4183	4242
0		O	O	-	0	272	337	2342	2384
1	ab	O	O	-	0	272	337	2342	2384
2	.	O	O	-	0	272	337	2342	2384
0		O	O	-	0	391	452	2341	2386
1	Bei	O	O	-	0	391	452	2341	2386
2	der	O	O	-	0	456	559	2342	2387
3	Ertheilung	O	O	-	0	589	822	2346	2405
4	jener	O	O	-	0	850	957	2362	2402
5	Zuſage	O	O	-	0	983	1141	2352	2414
6	aber	O	O	-	0	1170	1263	2356	2399
7	batte	O	O	-	0	1285	1394	2356	2405
8	die	O	O	-	0	1421	1477	2357	2401
9	Regierung	O	O	-	0	1492	1760	2358	2419
10	von	O	O	-	0	272	355	2398	2436
11	der	O	O	-	0	384	447	2392	2437
12	Zuverſicht	O	O	-	0	472	699	2397	2450
13	ausgehen	O	O	-	0	726	923	2405	2456
