No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom
66	Chef	O	O	-	0	710	753	643	667
67	des	O	O	-	0	767	799	644	663
68	Generalſtabes	O	O	-	0	809	951	642	665
69	des	O	O	-	0	965	997	644	663
70	XVI.	O	O	-	0	1010	1057	643	662
71	Armeekorps	O	O	-	0	1067	1194	641	665
72	:	O	O	-	0	1067	1194	641	665
73	des	O	O	-	0	630	663	669	689
74	Komturkreuzes	O	O	-	0	676	823	668	691
75	zweiter	O	O	-	0	844	914	668	691
76	Klaſſe	O	O	-	0	926	986	668	690
77	desſelben	O	O	-	0	1005	1096	664	690
78	Ordens	O	O	-	0	1110	1195	667	687
79	:	O	O	-	0	1110	1195	667	687
80	dem	O	O	-	0	630	669	694	714
81	Generalarzt	O	O	-	0	683	802	693	716
82	a.	O	O	-	0	816	833	699	713
83	D.	O	O	-	0	841	867	693	713
84	Dr.	O	O	-	0	881	914	694	714
85	Lindemann	B-PER	O	Q1793806	0	927	1064	693	713
86	,	O	O	-	0	927	1064	693	713
87	bisherigem	O	O	-	0	1068	1195	692	716
88	Korpsarzt	O	O	-	0	630	732	719	742
89	des	O	O	-	0	744	777	718	739
90	XVI.	O	O	-	0	791	839	718	738
91	Armeekorps	O	O	-	0	852	979	718	742
92	;	O	O	-	0	852	979	718	742
93	des	O	O	-	0	1000	1031	718	737
94	Offizierkreuzes	O	O	-	0	1047	1195	716	741
95	desſelben	O	O	-	0	632	723	744	767
96	Ordens	O	O	-	0	736	821	744	764
97	:	O	O	-	0	736	821	744	764
98	dem	O	O	-	0	840	879	743	764
99	Oberſtleutnant	O	O	-	0	893	1041	743	765
100	Wolff	B-PER	O	Q120947	0	1055	1136	742	765
101	,	O	O	-	0	1055	1136	742	765
102	Chef	O	O	-	0	1151	1196	742	765
103	des	O	O	-	0	632	665	770	789
104	Generalſtabes	O	O	-	0	686	827	769	791
105	des	O	O	-	0	853	886	769	788
106	Gouvernements	O	O	-	0	908	1066	769	788
107	Metz	B-LOC	O	Q22690	0	1088	1143	767	791
108	;	O	O	-	0	1088	1143	767	791
109	des	O	O	-	0	1164	1196	767	787
110	Ritterkreuzes	O	O	-	0	632	764	795	817
111	erſter	O	O	-	0	795	847	794	816
112	Klaſſe	O	O	-	0	872	931	793	816
113	mit	O	O	-	0	957	989	793	812
114	der	O	O	-	0	1014	1045	793	812
115	Krone	O	O	-	0	1069	1129	792	812
116	desſelben	O	O	-	0	1155	1197	792	812
117	Ordens	O	O	-	0	725	812	819	839
118	:	O	O	-	0	725	812	819	839
119	dem	O	O	-	0	849	889	819	838
120	Major	O	O	-	0	925	989	818	841
121	Spennemann	B-PER	O	-	0	1026	1196	817	840
122	,	O	O	-	0	1026	1196	817	840
123	Adjutanten	O	O	-	0	633	745	845	868
124	des	O	O	-	0	781	814	844	864
125	Generalkommandos	O	O	-	0	849	1047	842	864
126	des	O	O	-	0	1082	1115	842	862
127	XVI.	O	O	-	0	1148	1197	843	863
128	Armeekorps	O	O	-	0	633	763	870	892
129	,	O	O	-	0	633	763	870	892
130	und	O	O	-	0	789	826	869	889
131	dem	O	O	-	0	852	891	870	889
132	evangeliſchen	O	O	-	0	916	1045	868	891
133	Militäroberpfarrer	O	O	-	0	1071	1198	867	886
134	Friedrich	B-PER	O	-	0	716	826	894	917
135	bei	O	O	-	0	848	876	894	914
136	demſelben	O	O	-	0	891	988	893	915
137	Generalkommando	O	O	-	0	1001	1197	893	916
138	;	O	O	-	0	1001	1197	893	916
139	des	O	O	-	0	634	666	920	939
140	Ritterkreuzes	O	O	-	0	681	811	920	942
141	zweiter	O	O	-	0	832	900	919	942
142	Klaſſe	O	O	-	0	913	972	918	940
143	mit	O	O	-	0	991	1024	918	937
144	Eichenlaub	O	O	-	0	1037	1145	917	939
145	des	O	O	-	0	1166	1198	919	937
146	Großherzoglich	O	O	-	0	634	784	944	968
147	Badiſchen	O	O	-	0	809	907	944	966
148	Ordens	O	O	-	0	932	1009	943	963
149	vom	O	O	-	0	1035	1076	947	961
150	Zähringer	O	O	-	0	1096	1197	942	966
151	Löwen	O	O	-	0	634	710	970	990
152	:	O	O	-	0	634	710	970	990
153	dem	O	O	-	0	723	756	970	989
154	Rittmeiſter	O	O	-	0	756	884	969	991
155	Freiherrn	B-PER	O	Q15438272	0	896	993	968	991
156	von	I-PER	O	Q15438272	0	1012	1055	970	987
157	Eſebeck	I-PER	O	Q15438272	0	1068	1155	967	990
158	im	O	O	-	0	1174	1198	968	987
159	1.	O	O	-	0	636	652	996	1014
160	Brandenburgiſchen	O	O	-	0	678	868	994	1017
161	Dragonerregiment	O	O	-	0	899	1084	993	1017
162	Nr.	O	O	-	0	1116	1149	992	1012
163	2.	O	O	-	0	1181	1197	993	1016
164	kommandiert	O	O	-	0	635	763	1020	1040
165	zur	O	O	-	0	777	807	1024	1042
166	Dienſtleiſtung	O	O	-	0	821	960	1018	1042
167	im	O	O	-	0	979	1005	1018	1038
168	Königlichen	O	O	-	0	1017	1133	1017	1041
169	Marſtall	O	O	-	0	1145	1199	1017	1038
170	;	O	O	-	0	634	683	1045	1068
171	ferner	O	O	-	0	690	758	1045	1067
172	:	O	O	-	0	690	758	1045	1067
173	des	O	O	-	0	765	797	1045	1064
174	Ritterkreuzes	O	O	-	0	805	936	1044	1066
175	erſter	O	O	-	0	944	995	1043	1066
176	Klaſſe	O	O	-	0	1001	1060	1043	1065
177	des	O	O	-	0	1068	1100	1043	1062
178	Königlich	O	O	-	0	1108	1199	1043	1066
179	Schwediſchen	O	O	-	0	637	767	1070	1092
180	Schwertordens	O	O	-	0	787	946	1069	1092
181	:	O	O	-	0	787	946	1069	1092
182	dem	O	O	-	0	968	1005	1068	1087
183	Major	O	O	-	0	1026	1091	1067	1090
184	von	O	O	-	0	1114	1150	1071	1087
185	der	O	O	-	0	1169	1199	1068	1087
186	Armee	O	O	-	0	636	699	1095	1115
187	Freiherrn	B-PER	O	Q28844068	0	712	808	1094	1118
188	von	I-PER	O	Q28844068	0	823	865	1097	1113
189	Holzing⸗Berſtett	I-PER	O	Q28844068	0	878	1096	1092	1117
190	:	O	O	-	0	878	1096	1092	1117
191	kommandiert	O	O	-	0	1110	1199	1093	1113
192	zur	O	O	-	0	694	725	1125	1143
193	Dienſtleiſtung	O	O	-	0	733	871	1119	1142
194	im	O	O	-	0	885	908	1119	1138
195	Königlichen	O	O	-	0	916	1029	1118	1142
196	Marſtall	O	O	-	0	1043	1138	1117	1140
197	:	O	O	-	0	1043	1138	1117	1140
198	ſowie	O	O	-	0	1146	1199	1117	1141
199	des	O	O	-	0	637	669	1147	1164
200	Ritterkreuzes	O	O	-	0	683	814	1145	1167
201	erſter	O	O	-	0	827	879	1144	1166
202	Klaſſe	O	O	-	0	891	950	1143	1166
203	des	O	O	-	0	963	996	1143	1162
204	Königlich	O	O	-	0	1009	1101	1143	1166
205	Schwediſchen	O	O	-	0	1109	1200	1143	1165
206	Waſaordens	O	O	-	0	702	836	1170	1192
207	:	O	O	-	0	702	836	1170	1192
208	dem	O	O	-	0	855	895	1169	1188
209	Bureauvorſteher	O	O	-	0	914	1079	1168	1191
210	und	O	O	-	0	1098	1136	1167	1187
211	Hofſtaatsſekretär	O	O	-	0	1155	1200	1167	1191
212	im	O	O	-	0	793	819	1194	1214
213	Obermarſtallamt	O	O	-	0	843	1019	1193	1217
214	,	O	O	-	0	843	1019	1193	1217
215	Hofrat	O	O	-	0	1045	1113	1192	1216
216	Wasmund	B-PER	O	-	0	1134	1200	1192	1213
217	.	O	O	-	0	636	707	1220	1240
0		O	O	-	0	662	701	1246	1265
1	Der	O	O	-	0	662	701	1246	1265
2	König	O	O	-	0	713	772	1244	1268
3	hat	O	O	-	0	786	818	1244	1267
4	den	O	O	-	0	837	871	1243	1264
5	Oberſtleutnant	O	O	-	0	882	1033	1243	1267
6	und	O	O	-	0	1052	1089	1243	1263
7	Kommandeur	O	O	-	0	1102	1200	1242	1262
8	des	O	O	-	0	702	735	1270	1290
9	Leibdragonerregiments	O	O	-	0	756	989	1269	1293
10	(	O	O	-	0	1011	1036	1269	1292
11	2.	O	O	-	0	1011	1036	1269	1292
12	Großherzoglich	O	O	-	0	1051	1199	1267	1292
13	Heſſiſchen	O	O	-	0	637	739	1295	1318
14	Nr.	O	O	-	0	765	798	1295	1315
15	24	O	O	-	0	814	838	1295	1314
16	Karl	B-PER	O	-	0	863	909	1294	1314
17	Georg	B-PER	O	Q1587758	0	931	992	1294	1317
18	Hartwig	I-PER	O	Q1587758	0	1018	1102	1293	1317
19	Richard	B-PER	O	-	0	1124	1199	1293	1316
20	Jlſemann	I-PER	O	-	0	637	739	1320	1344
21	in	O	O	-	0	743	775	1320	1339
22	den	O	O	-	0	777	822	1319	1339
23	erblichen	O	O	-	0	823	933	1319	1342
24	Adelſtand	O	O	-	0	947	1043	1318	1341
25	erhoben	O	O	-	0	1057	1138	1318	1341
26	.	O	O	-	0	1057	1138	1318	1341
0		O	O	-	0	662	701	1346	1365
1	Der	O	O	-	0	662	701	1346	1365
2	bisherige	O	O	-	0	726	816	1345	1368
3	Landmeſſer	O	O	-	0	837	949	1344	1367
4	Otto	B-PER	O	-	0	971	1017	1344	1365
5	Feinholtz	I-PER	O	-	0	1043	1156	1344	1367
6	in	O	O	-	0	1181	1201	1343	1363
7	Danzig	B-LOC	O	Q1792	0	638	711	1370	1393
8	iſt	O	O	-	0	731	751	1370	1393
9	zum	O	O	-	0	770	810	1375	1393
10	Königlichen	O	O	-	0	822	937	1369	1393
11	Oberlandmeſſer	O	O	-	0	950	1107	1368	1393
12	ernaunt	O	O	-	0	1123	1201	1370	1388
13	worden	O	O	-	0	637	716	1395	1416
14	.	O	O	-	0	637	716	1395	1416
0		O	O	-	0	732	889	1471	1507
1	Politiſche	O	O	-	0	732	889	1471	1507
2	Nachrichten	O	O	-	0	905	1104	1470	1507
3	.	O	O	-	0	905	1104	1470	1507
0		O	O	-	0	769	855	1514	1536
1	Berlin	I-LOC	O	Q64	0	769	855	1514	1536
2	,	O	O	-	0	769	855	1514	1536
3	den	O	O	-	0	870	902	1515	1535
4	22.	O	O	-	0	916	946	1515	1535
5	September	O	O	-	0	960	1072	1514	1537
6	.	O	O	-	0	960	1072	1514	1537
0		O	O	-	0	662	686	1556	1561
1	—	O	O	-	0	662	686	1556	1561
0		O	O		0	699	746	1546	1566
1	Aus	O	O	-	0	699	746	1546	1566
2	Straßburg	B-LOC	O	Q6602	0	761	877	1546	1570
3	wird	O	O	-	0	881	942	1547	1570
4	berichtet	O	O	-	0	943	1059	1545	1568
5	:	O	O	-	0	943	1059	1545	1568
6	Die	O	O	-	0	1085	1121	1544	1565
7	Preſſe	O	O	-	0	1141	1201	1544	1568
8	unſeres	O	O	-	0	637	710	1571	1594
9	Landes	O	O	-	0	718	779	1571	1591
10	beſchäftigt	O	O	-	0	782	905	1571	1594
11	ſich	O	O	-	0	918	948	1571	1594
12	fortgeſetzt	O	O	-	0	963	1057	1571	1594
13	noch	O	O	-	0	1070	1111	1570	1592
14	mit	O	O	-	0	1126	1159	1570	1590
15	der	O	O	-	0	1171	1201	1570	1589
16	Kaiſerreiſe	O	O	-	0	637	779	1596	1619
17	,	O	O	-	0	637	779	1596	1619
18	namentlich	O	O	-	0	793	898	1596	1619
19	mit	O	O	-	0	913	946	1597	1616
20	deren	O	O	-	0	958	1012	1596	1617
21	leztem	O	O	-	0	1026	1089	1596	1619
22	Teil	O	O	-	0	1103	1150	1595	1619
23	,	O	O	-	0	1103	1150	1595	1619
24	der	O	O	-	0	1171	1201	1596	1615
25	Fahrt	O	O	-	0	637	696	1621	1645
26	ins	O	O	-	0	709	741	1621	1642
27	Ober⸗Elſaß	B-LOC	O	Q14083890	0	753	874	1621	1645
28	.	O	O	-	0	753	874	1621	1645
0		O	O	-	0	900	928	1619	1642
1	Es	O	O	-	0	900	928	1619	1642
2	iſt	O	O	-	0	948	969	1621	1643
3	hier	O	O	-	0	987	1025	1621	1645
4	ganz	O	O	-	0	1044	1091	1626	1645
5	beſonders	O	O	-	0	1106	1201	1620	1644
6	bemerkt	O	O	-	0	637	711	1647	1667
7	worden	O	O	-	0	725	802	1647	1669
8	,	O	O	-	0	725	802	1647	1669
9	daß	O	O	-	0	823	858	1647	1669
10	der	O	O	-	0	879	910	1647	1666
11	Kaiſer	O	O	-	0	929	991	1646	1668
12	dabei	O	O	-	0	1012	1064	1646	1666
13	ſtändig	O	O	-	0	1077	1146	1646	1669
14	vom	O	O	-	0	1161	1201	1649	1665
15	Unterſtaatsſekretär	O	O	-	0	638	825	1672	1695
16	Frhrn.	O	O	-	0	846	912	1671	1695
17	Zorn	B-PER	O	-	0	932	984	1672	1695
18	v.	I-PER	O	-	0	999	1016	1674	1691
19	Bulach	I-PER	O	-	0	1030	1099	1670	1694
20	begleitet	O	O	-	0	1121	1202	1670	1695
21	war	O	O	-	0	638	682	1701	1717
22	.	O	O	-	0	638	682	1701	1717
0		O	O	-	0	702	792	1697	1720
1	Zwanglos	O	O	-	0	702	792	1697	1720
2	erklärt	O	O	-	0	794	883	1697	1717
3	ſich	O	O	-	0	896	926	1696	1719
4	dieſe	O	O	-	0	940	984	1696	1719
5	Erſcheinung	O	O	-	0	993	1110	1696	1720
6	daraus	O	O	-	0	1124	1201	1697	1719
7	,	O	O	-	0	1124	1201	1697	1719
8	daß	O	O	-	0	637	674	1722	1744
9	Staatsſekretär	O	O	-	0	687	833	1722	1744
10	v.	B-PER	O	-	0	847	863	1725	1742
11	Köller	B-PER	O	-	0	876	937	1722	1742
12	leidend	O	O	-	0	951	1020	1722	1742
13	iſt	O	O	-	0	1034	1054	1722	1744
14	und	O	O	-	0	1073	1110	1722	1742
15	ſich	O	O	-	0	1127	1157	1721	1744
16	mit	O	O	-	0	1170	1202	1721	1740
17	Rückſicht	O	O	-	0	638	722	1747	1770
18	darauf	O	O	-	0	743	810	1747	1770
19	und	O	O	-	0	831	868	1747	1767
20	ſeinen	O	O	-	0	890	949	1747	1770
21	demnächſt	O	O	-	0	970	1066	1747	1768
22	erfolgenden	O	O	-	0	1089	1202	1746	1770
23	Rücktritt	O	O	-	0	638	724	1772	1792
24	den	O	O	-	0	742	775	1772	1792
25	repräſentativen	O	O	-	0	795	948	1772	1794
26	Verpflichtungen	O	O	-	0	967	1123	1771	1794
27	ſeines	O	O	-	0	1145	1202	1771	1794
28	Amtes	O	O	-	0	638	702	1796	1816
29	gern	O	O	-	0	709	751	1802	1819
30	entzogen	O	O	-	0	760	844	1798	1819
31	haben	O	O	-	0	852	909	1796	1819
32	wird	O	O	-	0	917	968	1796	1817
33	.	O	O	-	0	917	968	1796	1817
0		O	O	-	0	978	1013	1796	1817
1	Die	O	O	-	0	978	1013	1796	1817
2	Tatſache	O	O	-	0	1019	1103	1796	1819
3	aber	O	O	-	0	1111	1159	1796	1819
4	,	O	O	-	0	1111	1159	1796	1819
5	daß	O	O	-	0	1168	1202	1796	1817
6	ſchon	O	O	-	0	638	687	1822	1845
7	38	O	O	-	0	700	723	1822	1842
8	Jahre	O	O	-	0	737	795	1822	1845
9	nach	O	O	-	0	809	850	1822	1845
10	der	O	O	-	0	865	896	1822	1842
11	Annexion	O	O	-	0	908	1003	1822	1845
12	ein	O	O	-	0	1017	1044	1822	1842
13	ſo	O	O	-	0	1061	1079	1821	1845
14	vertrautes	O	O	-	0	1100	1202	1822	1841
15	Verhältnis	O	O	-	0	637	746	1847	1870
16	zwiſchen	O	O	-	0	772	853	1847	1870
17	dem	O	O	-	0	879	917	1847	1866
18	Sproß	O	O	-	0	940	992	1847	1869
19	eines	O	O	-	0	995	1075	1847	1869
20	elſäſſiſchen	O	O	-	0	1098	1201	1846	1870
21	Adelsgeſchlechts	O	O	-	0	637	795	1871	1895
22	und	O	O	-	0	809	847	1872	1892
23	dem	O	O	-	0	864	903	1872	1892
24	Kaiſer	O	O	-	0	921	984	1871	1895
25	möglich	O	O	-	0	1003	1077	1872	1895
26	iſt	O	O	-	0	1099	1124	1871	1895
27	,	O	O	-	0	1099	1124	1871	1895
28	bildet	O	O	-	0	1148	1203	1871	1892
29	eine	O	O	-	0	637	675	1897	1916
30	bemerkenswerte	O	O	-	0	689	844	1897	1917
31	Erſcheinung	O	O	-	0	858	982	1896	1920
32	.	O	O	-	0	858	982	1896	1920
0		O	O	-	0	1009	1040	1897	1917
1	Das	O	O	-	0	1009	1040	1897	1917
2	iſt	O	O	-	0	1043	1087	1896	1920
3	nicht	O	O	-	0	1101	1146	1896	1920
4	mehr	O	O	-	0	1153	1201	1896	1919
5	das	O	O	-	0	637	673	1922	1941
6	kühle	O	O	-	0	686	741	1922	1945
7	,	O	O	-	0	686	741	1922	1945
8	mehr	O	O	-	0	755	803	1922	1945
9	auf	O	O	-	0	817	849	1922	1945
10	Achtung	O	O	-	0	868	949	1922	1945
11	beruhende	O	O	-	0	968	1068	1922	1945
12	Verhältnis	O	O	-	0	1086	1201	1922	1945
13	,	O	O	-	0	1086	1201	1922	1945
14	wie	O	O	-	0	637	669	1947	1967
15	es	O	O	-	0	683	704	1950	1966
16	bisher	O	O	-	0	717	779	1947	1970
17	zu	O	O	-	0	791	813	1952	1970
18	Männern	O	O	-	0	826	926	1947	1970
19	,	O	O	-	0	826	926	1947	1970
20	wie	O	O	-	0	941	974	1947	1967
21	dem	O	O	-	0	982	1021	1947	1967
22	eben	O	O	-	0	1029	1064	1947	1967
23	verſtorbenen	O	O	-	0	1066	1201	1947	1969
24	ehemaligen	O	O	-	0	637	746	1971	1995
25	Landesausſchußpräſidenten	O	O	-	0	758	1034	1972	1995
26	Dr.	O	O	-	0	1048	1081	1973	1992
27	v.	B-PER	O	-	0	1091	1108	1976	1992
28	Schlumberger	I-PER	O	-	0	1119	1202	1972	1994
29	beſtanden	O	O	-	0	711	805	1997	2020
30	hat	O	O	-	0	817	858	1997	2020
31	;	O	O	-	0	817	858	1997	2020
32	die	O	O	-	0	877	905	1997	2017
33	Beziehungen	O	O	-	0	925	1053	1997	2020
34	des	O	O	-	0	1073	1106	1997	2018
35	Kaiſers	O	O	-	0	1124	1199	1997	2020
36	zu	O	O	-	0	636	658	2027	2045
37	Herrn	O	O	-	0	670	730	2022	2045
38	v.	B-PER	O	-	0	743	760	2025	2043
39	Bulach	I-PER	O	-	0	774	843	2022	2045
40	ſind	O	O	-	0	857	895	2022	2045
41	offenbar	O	O	-	0	903	985	2022	2044
42	einen	O	O	-	0	998	1050	2022	2042
43	Grad	O	O	-	0	1058	1110	2022	2042
44	wärmer	O	O	-	0	1120	1201	2022	2045
45	,	O	O	-	0	1120	1201	2022	2045
46	vertrauter	O	O	-	0	637	744	2048	2067
47	.	O	O	-	0	637	744	2048	2067
0		O	O	-	0	770	805	2047	2067
1	Sie	O	O	-	0	770	805	2047	2067
2	legen	O	O	-	0	831	882	2047	2070
3	Beweis	O	O	-	0	907	983	2047	2067
4	ab	O	O	-	0	1006	1029	2047	2067
5	von	O	O	-	0	1051	1073	2050	2067
6	der	O	O	-	0	1075	1127	2047	2067
7	fortſchreitenden	O	O	-	0	1129	1201	2046	2069
8	Entwicklung	O	O	-	0	760	882	2072	2095
9	unſerer	O	O	-	0	889	960	2072	2093
10	politiſchen	O	O	-	0	968	1068	2072	2095
11	Verhältniſſe	O	O	-	0	1075	1201	2072	2095
12	.	O	O	-	0	1075	1201	2072	2095
0		O	O	-	0	637	687	2097	2121
1	Sehr	O	O	-	0	637	687	2097	2121
2	gefallen	O	O	-	0	701	778	2097	2121
3	hat	O	O	-	0	791	823	2097	2121
4	es	O	O	-	0	836	856	2100	2117
5	den	O	O	-	0	870	903	2097	2117
6	Elſäſſern	O	O	-	0	917	1012	2097	2121
7	,	O	O	-	0	917	1012	2097	2121
8	daß	O	O	-	0	1033	1069	2097	2121
9	der	O	O	-	0	1089	1119	2097	2117
10	Kaiſer	O	O	-	0	1140	1202	2097	2119
11	in	O	O	-	0	635	655	2123	2142
12	Kolmar	B-LOC	O	-	0	674	749	2122	2142
13	auf	O	O	-	0	771	804	2122	2144
14	dem	O	O	-	0	828	868	2122	2142
15	Bürgermeiſteramt	O	O	-	0	893	1074	2122	2146
16	war	O	O	-	0	1100	1139	2126	2142
17	und	O	O	-	0	1165	1201	2123	2142
18	vom	O	O	-	0	635	677	2151	2167
19	Bürgermeiſter	O	O	-	0	690	831	2146	2171
20	empfangen	O	O	-	0	844	951	2147	2171
21	worden	O	O	-	0	970	1044	2148	2167
22	iſt	O	O	-	0	1064	1089	2147	2171
23	,	O	O	-	0	1064	1089	2147	2171
24	wo	O	O	-	0	1113	1152	2151	2167
25	die	O	O	-	0	1174	1201	2147	2167
26	höhern	O	O	-	0	634	702	2172	2195
27	Beamten	O	O	-	0	728	818	2172	2193
28	nicht	O	O	-	0	843	889	2173	2195
29	die	O	O	-	0	914	942	2172	2192
30	erſte	O	O	-	0	968	1009	2172	2195
31	Rolle	O	O	-	0	1031	1084	2172	2192
32	ſpielten	O	O	-	0	1109	1201	2163	2195
33	“	O	O	-	0	1109	1201	2163	2195
34	.	O	O	-	0	1109	1201	2163	2195
0		O	O	-	0	634	683	2197	2217
1	Man	O	O	-	0	634	683	2197	2217
2	will	O	O	-	0	709	747	2198	2217
3	darin	O	O	-	0	773	826	2198	2217
4	einen	O	O	-	0	848	900	2198	2217
5	weitern	O	O	-	0	921	994	2197	2217
6	Beweis	O	O	-	0	1016	1091	2197	2217
7	der	O	O	-	0	1113	1143	2198	2217
8	Bemühungen	O	O	-	0	1166	1202	2198	2217
9	des	O	O	-	0	753	786	2222	2242
10	Kaiſerlichen	O	O	-	0	798	915	2222	2246
11	Statthalters	O	O	-	0	930	1057	2222	2246
12	ſehen	O	O	-	0	1077	1132	2222	2246
13	,	O	O	-	0	1077	1132	2222	2246
14	ſelbſt	O	O	-	0	1152	1201	2222	2246
15	in	O	O	-	0	633	654	2248	2267
16	Berührung	O	O	-	0	667	777	2248	2271
17	mit	O	O	-	0	797	830	2248	2268
18	der	O	O	-	0	849	879	2248	2268
19	einheimiſchen	O	O	-	0	896	1026	2247	2271
20	Bevölkerung	O	O	-	0	1039	1167	2247	2271
21	zu	O	O	-	0	1180	1201	2253	2271
22	treten	O	O	-	0	633	695	2274	2296
23	,	O	O	-	0	633	695	2274	2296
24	während	O	O	-	0	709	794	2272	2296
25	man	O	O	-	0	808	851	2277	2293
26	früher	O	O	-	0	864	926	2272	2296
27	eine	O	O	-	0	939	977	2272	2293
28	Art	O	O	-	0	986	1123	2272	2296
29	chineſiſche	O	O	-	0	986	1123	2272	2296
30	Mauer	O	O	-	0	1134	1201	2272	2293
31	zwiſchen	O	O	-	0	633	713	2298	2320
32	dem	O	O	-	0	728	765	2298	2317
33	Kaiſer	O	O	-	0	778	840	2297	2320
34	und	O	O	-	0	852	890	2298	2317
35	dem	O	O	-	0	903	936	2298	2317
36	elſäſſiſchen	O	O	-	0	937	1059	2297	2320
37	Volk	O	O	-	0	1073	1120	2298	2317
38	zu	O	O	-	0	1139	1162	2303	2320
39	errichten	O	O	-	0	1174	1201	2303	2317
40	beſtrebt	O	O	-	0	718	791	2323	2345
41	geweſen	O	O	-	0	812	891	2323	2346
42	ſei	O	O	-	0	910	937	2322	2346
43	.	O	O	-	0	910	937	2322	2346
0		O	O	-	0	968	1007	2323	2342
1	Der	O	O	-	0	968	1007	2323	2342
2	Wahrheit	O	O	-	0	1027	1122	2322	2346
3	dürfte	O	O	-	0	1142	1200	2322	2345
4	vielleicht	O	O	-	0	632	716	2347	2370
5	die	O	O	-	0	730	756	2348	2368
6	Anſicht	O	O	-	0	770	838	2347	2370
7	näher	O	O	-	0	851	907	2348	2370
8	kommen	O	O	-	0	921	1005	2348	2370
9	,	O	O	-	0	921	1005	2348	2370
10	daß	O	O	-	0	1027	1063	2347	2370
11	die	O	O	-	0	1083	1101	2348	2367
12	Elſäſſer	O	O	-	0	1103	1200	2347	2370
13	den	O	O	-	0	632	665	2373	2392
14	Wunſch	O	O	-	0	679	759	2373	2396
