No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom
2	Kanea	B-LOC	O	Q3192625	0	242	288	787	801
3	iſt	O	O	-	0	289	325	785	800
4	geſtern	O	O	-	0	335	388	785	801
5	ein	O	O	-	0	397	420	787	797
6	halbes	O	O	-	0	429	477	783	799
7	Bataillon	O	O	-	0	484	557	783	797
8	der	O	O	-	0	566	590	784	796
9	engliſchen	O	O	-	0	598	672	780	799
10	Beſatzungstruppen	O	O	-	0	112	257	806	822
11	nach	O	O	-	0	266	299	804	820
12	England	B-LOC	O	Q21	0	309	373	803	820
13	abgegangen	O	O	-	0	383	476	802	819
14	.	O	O	-	0	383	476	802	819
0		O	O	-	0	329	462	840	866
1	Koloniales	O	O	-	0	329	462	840	866
2	.	O	O	-	0	329	462	840	866
0		O	O	-	0	141	305	874	892
1	Kiantſchau	B-LOC	O	-	0	141	305	874	892
2	,	O	O	-	0	141	305	874	892
3	der	O	O	-	0	322	350	872	888
4	jüngſten	O	O	-	0	367	439	871	890
5	deutſchen	O	O	-	0	457	534	869	889
6	Kolonie	O	O	-	0	545	616	868	887
7	,	O	O	-	0	545	616	868	887
8	wird	O	O	-	0	634	674	866	883
9	von	O	O	-	0	112	145	898	912
10	den	O	O	-	0	163	192	896	911
11	verſchiedenſten	O	O	-	0	210	337	892	912
12	Seiten	O	O	-	0	355	413	891	907
13	reges	O	O	-	0	435	478	891	909
14	Jutereſſe	O	O	-	0	495	571	890	910
15	entgegengebracht	O	O	-	0	592	674	889	907
16	.	O	O	-	0	113	189	916	935
0		O	O	-	0	217	239	914	930
1	Es	O	O	-	0	217	239	914	930
2	zeigt	O	O	-	0	257	295	913	933
3	ſich	O	O	-	0	312	339	912	931
4	dies	O	O	-	0	358	391	911	927
5	beſonders	O	O	-	0	408	492	910	928
6	in	O	O	-	0	509	526	910	926
7	unzähligen	O	O	-	0	539	634	909	928
8	Geſuchen	O	O	-	0	645	675	907	922
9	,	O	O	-	0	113	172	935	954
10	die	O	O	-	0	189	213	934	950
11	zur	O	O	-	0	224	251	938	954
12	Erlangung	O	O	-	0	263	359	933	951
13	von	O	O	-	0	370	402	935	946
14	Auskunft	O	O	-	0	413	493	931	948
15	über	O	O	-	0	503	541	930	945
16	Anſiedelungsverhältniſſe	O	O	-	0	552	675	928	947
17	,	O	O	-	0	114	218	954	974
18	Fahrtgelegenheit	O	O	-	0	236	384	950	973
19	u.	O	O	-	0	402	417	954	966
20	ſ.	O	O	-	0	429	438	950	968
21	w.	O	O	-	0	450	469	953	965
22	an	O	O	-	0	487	508	954	965
23	amtliche	O	O	-	0	526	596	949	967
24	Stellen	O	O	-	0	614	676	947	963
25	gerichtet	O	O	-	0	115	185	974	995
26	werden	O	O	-	0	196	264	973	989
27	.	O	O	-	0	196	264	973	989
0		O	O	-	0	285	355	971	990
1	Vielfach	O	O	-	0	285	355	971	990
2	ſind	O	O	-	0	373	406	970	989
3	die	O	O	-	0	425	448	971	985
4	angegangenen	O	O	-	0	459	583	973	988
5	Behörden	O	O	-	0	593	676	966	986
6	nicht	O	O	-	0	115	154	995	1011
7	in	O	O	-	0	165	182	994	1010
8	der	O	O	-	0	193	220	994	1009
9	Lage	O	O	-	0	231	277	993	1011
10	,	O	O	-	0	231	277	993	1011
11	aus	O	O	-	0	290	322	993	1008
12	eigener	O	O	-	0	333	395	991	1010
13	Wiſſenſchaft	O	O	-	0	405	508	989	1008
14	die	O	O	-	0	519	542	988	1004
15	erbetene	O	O	-	0	553	623	988	1004
16	Auskunft	O	O	-	0	634	676	986	1002
17	zu	O	O	-	0	168	187	1018	1033
18	ertheilen	O	O	-	0	199	295	1012	1032
19	,	O	O	-	0	199	295	1012	1032
20	und	O	O	-	0	295	323	1013	1027
21	müſien	O	O	-	0	335	395	1010	1029
22	darum	O	O	-	0	406	464	1010	1025
23	das	O	O	-	0	475	504	1009	1024
24	Geſuch	O	O	-	0	516	569	1008	1026
25	an	O	O	-	0	568	605	1011	1024
26	die	O	O	-	0	616	631	1006	1022
27	fuͤr	O	O	-	0	633	677	1006	1024
28	die	O	O	-	0	116	139	1035	1051
29	Verwaltung	O	O	-	0	150	257	1034	1053
30	des	O	O	-	0	271	300	1031	1047
31	Kiautſchau⸗Gebietes	B-LOC	O	Q675321	0	310	486	1029	1048
32	zuſtändige	O	O	-	0	501	589	1028	1048
33	Behörde	O	O	-	0	600	677	1025	1045
34	,	O	O	-	0	600	677	1025	1045
35	das	O	O	-	0	116	146	1055	1070
36	Reichsmarineamt	B-ORG	O	-	0	157	315	1052	1071
37	,	O	O	-	0	157	315	1052	1071
38	weitergeben	O	O	-	0	332	440	1049	1068
39	.	O	O	-	0	332	440	1049	1068
0		O	O	-	0	467	488	1048	1063
1	Es	O	O	-	0	467	488	1048	1063
2	kann	O	O	-	0	507	547	1048	1063
3	daher	O	O	-	0	564	613	1047	1066
4	Allen	O	O	-	0	627	677	1045	1063
5	,	O	O	-	0	627	677	1045	1063
6	die	O	O	-	0	116	140	1074	1090
7	Auskunft	O	O	-	0	151	246	1073	1090
8	über	O	O	-	0	259	304	1072	1088
9	Kiautſchau	B-LOC	O	-	0	315	425	1069	1088
10	wünſchen	O	O	-	0	441	525	1068	1087
11	,	O	O	-	0	441	525	1068	1087
12	nur	O	O	-	0	540	573	1072	1083
13	empfohlen	O	O	-	0	589	678	1065	1084
14	werden	O	O	-	0	117	183	1093	1111
15	,	O	O	-	0	117	183	1093	1111
16	ſich	O	O	-	0	195	221	1092	1112
17	mit	O	O	-	0	233	262	1091	1107
18	ihren	O	O	-	0	272	317	1091	1110
19	Geſuchen	O	O	-	0	325	402	1089	1107
20	unmittelbar	O	O	-	0	413	516	1088	1104
21	an	O	O	-	0	524	546	1091	1103
22	das	O	O	-	0	553	583	1087	1103
23	Reichsmarineamt	B-ORG	O	-	0	594	678	1085	1103
24	zu	O	O	-	0	271	290	1115	1130
25	wenden	O	O	-	0	308	380	1110	1126
26	.	O	O	-	0	308	380	1110	1126
0		O	O	-	0	400	434	1108	1124
1	Der	O	O	-	0	400	434	1108	1124
2	Bedarf	O	O	-	0	444	503	1107	1127
3	an	O	O	-	0	519	541	1112	1123
4	Beamten	O	O	-	0	552	630	1106	1122
5	und	O	O	-	0	645	678	1104	1120
6	Angeſtellten	O	O	-	0	117	222	1133	1152
7	der	O	O	-	0	232	259	1132	1147
8	kaiſerlichen	O	O	-	0	270	364	1130	1149
9	Behörden	O	O	-	0	375	453	1127	1147
10	ift	O	O	-	0	455	487	1127	1145
11	gedeckt	O	O	-	0	498	563	1127	1147
12	;	O	O	-	0	498	563	1127	1147
13	eine	O	O	-	0	578	611	1126	1142
14	unentgeltliche	O	O	-	0	623	679	1124	1141
15	Beförderung	O	O	-	0	202	314	1151	1171
16	von	O	O	-	0	331	363	1154	1166
17	Privatperſonen	O	O	-	0	380	512	1147	1168
18	nach	O	O	-	0	529	567	1147	1166
19	Kiautſchau	B-LOC	O	-	0	585	679	1144	1164
20	findet	O	O	-	0	118	167	1171	1193
21	nicht	O	O	-	0	177	218	1172	1191
22	ſtatt	O	O	-	0	229	269	1171	1190
23	.	O	O	-	0	229	269	1171	1190
0		O	O	-	0	144	192	1197	1211
1	Von	O	O	-	0	144	192	1197	1211
2	ernſten	O	O	-	0	206	269	1196	1212
3	Unruhen	O	O	-	0	282	363	1194	1210
4	im	O	O	-	0	377	396	1193	1208
5	Hinterlande	O	O	-	0	406	497	1192	1210
6	von	O	O	-	0	510	538	1193	1206
7	Kamerun	B-LOC	O	Q1009	0	547	635	1191	1206
8	weiß	O	O	-	0	644	680	1187	1204
9	das	O	O	-	0	119	145	1217	1230
10	„	O	O	-	0	160	280	1212	1231
11	Central⸗News⸗Depeſchenbüreau	B-ORG	O	-	0	160	280	1212	1231
12	“	O	O	-	0	281	417	1211	1229
13	in	O	O	-	0	433	448	1211	1225
14	London	B-LOC	O	Q84	0	457	513	1210	1225
15	zu	O	O	-	0	526	539	1213	1226
16	berichten	O	O	-	0	539	629	1208	1224
17	.	O	O	-	0	539	629	1208	1224
0		O	O	-	0	648	680	1206	1220
1	Dieſelben	O	O	-	0	648	680	1206	1220
2	ſeien	O	O	-	0	179	216	1232	1249
3	ausgebrochen	O	O	-	0	231	336	1230	1247
4	,	O	O	-	0	231	336	1230	1247
5	weil	O	O	-	0	351	383	1229	1243
6	die	O	O	-	0	399	421	1229	1243
7	Deutſchen	O	O	-	0	430	503	1228	1248
8	in	O	O	-	0	518	533	1226	1241
9	letzter	O	O	-	0	548	592	1226	1242
10	Zeit	O	O	-	0	603	635	1225	1242
11	fehr	O	O	-	0	650	681	1223	1241
12	rückſichtslos	O	O	-	0	120	211	1250	1267
13	bei	O	O	-	0	217	238	1249	1263
14	Erſchließung	O	O	-	0	243	340	1248	1266
15	des	O	O	-	0	345	369	1247	1261
16	Landes	O	O	-	0	375	428	1246	1261
17	vorgingen	O	O	-	0	433	514	1248	1262
18	.	O	O	-	0	433	514	1248	1262
0		O	O	-	0	523	559	1244	1260
1	Nach	O	O	-	0	523	559	1244	1260
2	Erkundigungen	O	O	-	0	563	680	1242	1261
3	der	O	O	-	0	121	144	1269	1283
4	„	O	O	-	0	160	207	1267	1284
5	Poſt	B-ORG	O	-	0	160	207	1267	1284
6	“	O	O	-	0	160	207	1267	1284
7	ift	O	O	-	0	224	240	1266	1283
8	an	O	O	-	0	255	274	1269	1280
9	hieſiger	O	O	-	0	289	347	1265	1282
10	unterrichteter	O	O	-	0	362	466	1264	1281
11	Stelle	O	O	-	0	480	524	1262	1277
12	von	O	O	-	0	538	566	1264	1275
13	Unruhen	O	O	-	0	579	646	1260	1276
14	um	O	O	-	0	661	680	1262	1273
15	Kamerungebiete	B-LOC	O	-	0	121	243	1284	1301
16	nichts	O	O	-	0	257	301	1283	1300
17	bekannt	O	O	-	0	315	380	1283	1298
18	;	O	O	-	0	315	380	1283	1298
19	und	O	O	-	0	393	412	1285	1296
20	ſo	O	O	-	0	414	441	1281	1298
21	liegt	O	O	-	0	441	493	1281	1297
22	die	O	O	-	0	502	524	1279	1294
23	Vermuthung	O	O	-	0	533	632	1278	1294
24	nahe	O	O	-	0	641	680	1276	1293
25	,	O	O	-	0	641	680	1276	1293
26	daß	O	O	-	0	122	149	1304	1319
27	es	O	O	-	0	158	173	1304	1317
28	ſich	O	O	-	0	182	205	1303	1319
29	bei	O	O	-	0	215	236	1301	1316
30	dieſer	O	O	-	0	246	289	1300	1317
31	Nachricht	O	O	-	0	293	362	1300	1317
32	wieder	O	O	-	0	372	422	1299	1313
33	um	O	O	-	0	432	450	1302	1312
34	leeres	O	O	-	0	452	509	1299	1312
35	Küſtengerede	O	O	-	0	516	615	1296	1313
36	handelt	O	O	-	0	620	681	1294	1311
37	,	O	O	-	0	620	681	1294	1311
38	das	O	O	-	0	123	158	1322	1353
39	vielleicht	O	O	-	0	158	223	1319	1354
40	der	O	O	-	0	232	341	1317	1356
41	Nachklang	O	O	-	0	232	341	1317	1356
42	früherer	O	O	-	0	353	417	1317	1334
43	Ruheſtörungen	O	O	-	0	426	540	1315	1338
44	im	O	O	-	0	550	570	1314	1328
45	Jnneren	O	O	-	0	579	645	1313	1330
46	von	O	O	-	0	654	682	1313	1326
47	Kamerun	O	O	-	0	654	682	1313	1326
48	ist	O	O	-	0	654	682	1313	1326
49	.	O	O	-	0	654	682	1313	1326
0		O	O		0	313	485	1355	1381
1	Deutſchland	B-LOC	O	-	0	313	485	1355	1381
0		O	O		0	313	485	1355	1381
1	Neue	O	O	-	0	151	204	1389	1404
2	Vorſchriften	O	O	-	0	214	306	1388	1405
3	über	O	O	-	0	319	353	1387	1402
4	die	O	O	-	0	367	388	1387	1401
5	Ausbildung	O	O	-	0	398	516	1386	1402
6	,	O	O	-	0	398	516	1386	1402
7	Prüfung	O	O	-	0	530	597	1383	1401
8	und	O	O	-	0	612	642	1382	1397
9	Anſtellung	O	O	-	0	655	683	1381	1395
10	im	O	O	-	0	190	210	1407	1421
11	Schiffbaufache	O	O	-	0	220	325	1405	1424
12	und	O	O	-	0	335	363	1405	1419
13	im	O	O	-	0	372	392	1404	1418
14	Maſchinenbaufache	O	O	-	0	402	575	1402	1420
15	der	O	O	-	0	588	616	1402	1415
16	kaiſerlichen	O	O	-	0	626	683	1399	1416
17	Marine	O	O	-	0	184	253	1424	1439
18	werden	O	O	-	0	266	322	1424	1438
19	im	O	O	-	0	336	355	1423	1437
20	Marineverordnungsblatt	O	O	-	0	369	565	1419	1437
21	veröffentlicht	O	O	-	0	580	683	1417	1434
22	.	O	O	-	0	580	683	1417	1434
0		O	O	-	0	123	150	1443	1456
1	Die	O	O	-	0	123	150	1443	1456
2	Aenderungen	O	O	-	0	159	254	1442	1458
3	beziehen	O	O	-	0	255	330	1441	1457
4	ſich	O	O	-	0	340	363	1440	1456
5	auf	O	O	-	0	373	397	1439	1456
6	die	O	O	-	0	407	428	1439	1454
7	Geſammtſtudienzeit	O	O	-	0	436	592	1436	1455
8	,	O	O	-	0	436	592	1436	1455
9	die	O	O	-	0	601	623	1435	1449
10	Gegeſtände	O	O	-	0	630	685	1433	1452
11	der	O	O	-	0	177	201	1460	1474
12	erſten	O	O	-	0	211	255	1460	1476
13	Hauptprüfung	O	O	-	0	264	378	1457	1475
14	,	O	O	-	0	264	378	1457	1475
15	die	O	O	-	0	388	408	1456	1471
16	Annahme	O	O	-	0	419	493	1455	1473
17	von	O	O	-	0	502	530	1457	1469
18	Marinebauführern	O	O	-	0	537	684	1452	1469
19	des	O	O	-	0	123	146	1478	1491
20	Maſchinenbaufaches	O	O	-	0	160	316	1476	1492
21	,	O	O	-	0	160	316	1476	1492
22	die	O	O	-	0	331	353	1475	1490
23	Ausbildung	O	O	-	0	368	458	1474	1491
24	der	O	O	-	0	474	499	1474	1487
25	Marinebauführer	O	O	-	0	513	651	1470	1487
26	an	O	O	-	0	666	685	1473	1483
27	Land	O	O	-	0	123	160	1494	1508
28	und	O	O	-	0	169	197	1495	1508
29	an	O	O	-	0	206	226	1498	1508
30	Bord	O	O	-	0	234	274	1494	1508
31	und	O	O	-	0	283	302	1497	1507
32	die	O	O	-	0	304	342	1493	1507
33	Friſt	O	O	-	0	351	389	1492	1508
34	für	O	O	-	0	403	427	1492	1508
35	die	O	O	-	0	441	463	1491	1505
36	Fertigſtellung	O	O	-	0	475	583	1490	1507
37	der	O	O	-	0	597	621	1489	1502
38	ſchriftlichen	O	O	-	0	635	685	1487	1505
39	Arbeit	O	O	-	0	175	224	1511	1526
40	zur	O	O	-	0	233	259	1515	1528
41	zweiten	O	O	-	0	268	326	1510	1528
42	Hauptprüfung	O	O	-	0	335	450	1509	1527
43	.	O	O	-	0	335	450	1509	1527
0		O	O	-	0	148	188	1533	1547
1	Am	O	O	-	0	148	188	1533	1547
2	Mittwoch	O	O	-	0	188	274	1532	1549
3	traten	O	O	-	0	290	337	1532	1546
4	im	O	O	-	0	351	371	1531	1545
5	Miniſterium	O	O	-	0	381	479	1530	1547
6	für	O	O	-	0	493	517	1529	1546
7	öffentliche	O	O	-	0	531	605	1528	1546
8	Arbeiten	O	O	-	0	619	685	1526	1542
9	der	O	O	-	0	123	146	1552	1566
10	Vizepräſident	O	O	-	0	153	257	1551	1567
11	des	O	O	-	0	267	291	1551	1564
12	preußiſchen	O	O	-	0	298	384	1549	1566
13	Staatsminiſteriums	O	O	-	0	392	547	1547	1563
14	Dr.	O	O	-	0	554	576	1547	1560
15	v.	B-PER	O	-	0	577	600	1548	1560
16	Miguel	B-PER	O	-	0	606	686	1544	1561
17	und	O	O	-	0	123	151	1570	1583
18	der	O	O	-	0	161	185	1569	1582
19	Miniſter	O	O	-	0	194	261	1568	1584
20	für	O	O	-	0	275	299	1567	1583
21	öffentliche	O	O	-	0	312	386	1566	1583
22	Arbeiten	O	O	-	0	396	463	1565	1580
23	Thielen	B-PER	O	Q1621542	0	472	556	1565	1584
24	mit	O	O	-	0	572	598	1564	1578
25	mehreren	O	O	-	0	613	686	1562	1579
26	Geheimräthen	O	O	-	0	123	232	1586	1603
27	aus	O	O	-	0	241	269	1585	1598
28	beiden	O	O	-	0	278	326	1584	1598
29	Reſſorts	O	O	-	0	335	398	1583	1600
30	zu	O	O	-	0	408	425	1587	1599
31	einer	O	O	-	0	434	473	1583	1597
32	eingehenden	O	O	-	0	487	578	1581	1599
33	Beſprechung	O	O	-	0	590	685	1580	1597
34	über	O	O	-	0	124	159	1604	1618
35	die	O	O	-	0	168	189	1604	1618
36	Kanalvorlage	O	O	-	0	198	325	1602	1618
37	zuſammen	O	O	-	0	334	417	1601	1618
38	.	O	O	-	0	334	417	1601	1618
0		O	O	-	0	150	237	1625	1640
1	Während	O	O	-	0	150	237	1625	1640
2	in	O	O	-	0	247	263	1624	1638
3	den	O	O	-	0	272	298	1624	1638
4	Vorjahren	O	O	-	0	307	388	1622	1639
5	am	O	O	-	0	397	421	1625	1636
6	1.	O	O	-	0	430	442	1621	1636
7	April	O	O	-	0	447	490	1621	1638
8	ſtets	O	O	-	0	499	531	1621	1638
9	eine	O	O	-	0	541	571	1620	1635
10	große	O	O	-	0	580	623	1619	1637
11	Anzahl	O	O	-	0	633	687	1618	1636
12	Poſtaſſiſtenten	O	O	-	0	125	257	1643	1663
13	zur	O	O	-	0	266	292	1644	1658
14	Anſtellung	O	O	-	0	302	383	1640	1657
15	gelangte	O	O	-	0	392	460	1640	1656
16	,	O	O	-	0	392	460	1640	1656
17	haben	O	O	-	0	471	514	1639	1655
18	in	O	O	-	0	524	539	1638	1652
19	dieſem	O	O	-	0	548	598	1638	1654
20	Jahre	O	O	-	0	605	650	1636	1654
21	nur	O	O	-	0	660	688	1639	1650
22	wenige	O	O	-	0	124	177	1663	1676
23	dieſes	O	O	-	0	187	231	1660	1676
24	langerſehnte	O	O	-	0	240	335	1658	1676
25	Ziel	O	O	-	0	345	375	1657	1674
26	erreicht	O	O	-	0	385	446	1657	1671
27	.	O	O	-	0	385	446	1657	1671
0		O	O	-	0	464	551	1655	1671
1	Bekanntlich	O	O	-	0	464	551	1655	1671
2	waren	O	O	-	0	566	614	1657	1669
3	in	O	O	-	0	628	644	1654	1668
4	dem	O	O	-	0	658	688	1654	1667
5	diesjahrigen	O	O	-	0	124	220	1677	1694
6	Etat	O	O	-	0	238	271	1677	1690
7	neue	O	O	-	0	289	323	1679	1690
8	Stellen	O	O	-	0	342	397	1675	1689
9	nicht	O	O	-	0	414	450	1674	1691
10	aufgenommen	O	O	-	0	467	579	1673	1691
11	.	O	O	-	0	467	579	1673	1691
0		O	O	-	0	603	624	1672	1685
1	Um	O	O	-	0	603	624	1672	1685
2	dieſen	O	O	-	0	625	688	1671	1688
3	Beamten	O	O	-	0	125	193	1696	1709
4	eine	O	O	-	0	208	238	1694	1708
5	kleine	O	O	-	0	252	294	1693	1708
6	Entſchädigung	O	O	-	0	304	463	1691	1709
7	zu	O	O	-	0	478	495	1695	1708
8	gewähren	O	O	-	0	510	588	1691	1710
9	,	O	O	-	0	510	588	1691	1710
10	ſind	O	O	-	0	603	634	1689	1705
11	durch	O	O	-	0	649	688	1688	1705
12	Beſchluß	O	O	-	0	125	190	1713	1729
13	des	O	O	-	0	199	224	1712	1726
14	Reichstags	O	O	-	0	233	315	1711	1728
15	die	O	O	-	0	324	346	1710	1724
