No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom
2	Gerichtsſchreiker	O	O	-	0	458	602	619	638
3	des	O	O	-	0	290	318	636	652
4	Königlichen	O	O	-	0	329	431	635	658
5	Amtsgerichts	O	O	-	0	443	555	640	658
6	I.	O	O	-	0	564	581	644	662
7	,	O	O	-	0	564	581	644	662
8	Abtheilung	O	O	-	0	593	708	644	665
9	S1	O	O	-	0	593	708	644	665
10	.	O	O		0	443	568	660	669
0		O	O		0	443	568	660	669
1	p	O	O	-	0	443	568	660	669
2	—	O	O	-	0	443	568	660	669
3	—	O	O	-	0	443	568	660	669
4	—	O	O	-	0	443	568	660	669
5	Koukursvperfahren	O	O	-	0	373	641	667	688
6	.	O	O	-	0	373	641	667	688
0		O	O	-	0	299	324	682	702
1	Jn	O	O	-	0	299	324	682	702
2	dem	O	O	-	0	336	370	684	702
3	Konkurarerfabren	O	O	-	0	381	539	687	708
4	uber	O	O	-	0	554	591	691	707
5	das	O	O	-	0	603	631	692	708
6	Vermög	O	O	-	0	644	712	692	711
7	des	O	O	-	0	278	305	705	721
8	Kaufmanns	O	O	-	0	324	426	706	724
9	Salomon	B-PER	O	Q1337316	0	446	528	708	727
10	Korach	I-PER	O	Q1337316	0	546	616	712	729
11	in	O	O	-	0	636	651	712	729
12	Berlin	B-LOC	O	Q11120	0	671	709	714	730
13	,	B-LOC	O	Q11120	0	671	709	714	730
14	Prenzlauer	B-LOC	O	Q537214|Q27478609	0	278	376	726	744
15	Str.	I-LOC	O	Q537214|Q27478609	0	382	419	728	746
16	46	I-LOC	O	Q537214|Q27478609	0	426	456	730	749
17	.	O	O	-	0	426	456	730	749
18	Tirma	O	O	-	0	468	529	730	750
19	:	O	O	-	0	468	529	730	750
20	Siegmund	B-PER	O	-	0	542	712	732	754
21	Bergel	I-LOC	O	-	0	542	712	732	754
22	Nacht.	O	O	-	0	277	346	747	769
23	,	O	O	-	0	277	346	747	769
24	iſt	O	O	-	0	366	383	749	768
25	znr	O	O	-	0	401	426	755	767
26	Abnabme	O	O	-	0	444	525	751	769
27	der	O	O	-	0	548	574	754	771
28	Sqduuſrecuun	O	O	-	0	593	710	753	773
29	des	O	O	-	0	277	304	769	785
30	Berwalters	O	O	-	0	312	415	769	790
31	,	O	O	-	0	312	415	769	790
32	ſewie	O	O	-	0	427	473	772	790
33	zur	O	O	-	0	481	507	778	792
34	Anhkarung	O	O	-	0	513	596	774	795
35	der	O	O	-	0	595	635	776	794
36	Gläubi	O	O	-	0	634	711	776	793
37	uber	O	O	-	0	276	313	791	806
38	die	O	O	-	0	326	350	791	807
39	Erſtattung	O	O	-	0	361	455	791	814
40	der	O	O	-	0	475	501	795	811
41	Auslagen	O	O	-	0	512	595	795	815
42	und	O	O	-	0	612	644	797	814
43	die	O	O	-	0	663	688	797	814
44	(	O	O	-	0	701	712	797	814
45	wabrung	O	O	-	0	277	354	813	831
46	einer	O	O	-	0	366	408	813	829
47	Vergütung	O	O	-	0	420	514	814	836
48	an	O	O	-	0	529	551	820	833
49	die	O	O	-	0	563	587	817	833
50	Mitglieder	O	O	-	0	598	697	817	838
51	Glauvigerauaſchuſies	O	O	-	0	276	462	832	854
52	der	O	O	-	0	474	501	837	853
53	Schluſztermin	O	O	-	0	512	631	837	855
54	auf	O	O	-	0	644	671	839	858
55	den	O	O	-	0	293	328	854	869
56	22	O	O	-	0	339	364	855	871
57	.	O	O	-	0	339	364	855	871
58	Mai	O	O	-	0	376	419	855	872
59	1903	O	O	-	0	433	478	858	877
60	,	O	O	-	0	433	478	858	877
61	Vormittage	O	O	-	0	490	615	858	879
62	liu	O	O	-	0	628	657	860	879
63	ubr	O	O	-	0	670	706	861	880
64	rer	O	O	-	0	274	304	876	890
65	dem	O	O	-	0	321	356	875	891
66	Königlichen	O	O	-	0	373	475	877	897
67	Amtsgerichte	O	O	-	0	488	601	879	901
68	I.	O	O	-	0	618	630	881	897
69	bierſell	O	O	-	0	649	712	882	900
70	Kloſterſtr.	O	O	-	0	274	362	895	912
71	77./78.	O	O	-	0	368	421	897	915
72	3	O	O	-	0	433	443	899	914
73	Treppen	O	O	-	0	452	530	898	921
74	,	O	O	-	0	452	530	898	921
75	Zimmer	O	O	-	0	542	611	901	922
76	5	O	O	-	0	618	638	903	922
77	.	O	O	-	0	618	638	903	922
78	,	O	O	-	0	618	638	903	922
79	beſtim	O	O	-	0	650	708	903	922
80	—	O	O	-	0	650	708	903	922
0		O	O		0	296	359	916	938
1	Berlin	B-LOC	O	Q183149|Q64|Q257867|Q1979838|Q664745|Q15708458|Q2021465|Q15676066|Q2322920|Q1725179|Q702517|Q2153462|Q1373178|Q15135208	0	296	359	916	938
2	,	O	O	-	0	296	359	916	938
3	den	O	O	-	0	370	400	918	935
4	1.	O	O	-	0	413	426	920	935
5	Mai	O	O	-	0	438	476	919	938
6	1903	O	O	-	0	489	532	922	938
7	.	O	O	-	0	489	532	922	938
0		O	O	-	0	376	434	939	957
1	DOer	O	O	-	0	376	434	939	957
2	Gerichtsſchreiber	O	O	-	0	435	599	942	961
3	des	O	O	-	0	305	333	958	976
4	Königlichen	O	O	-	0	344	447	959	981
5	Amtsgerichts	O	O	-	0	458	571	963	983
6	I.	O	O	-	0	583	601	967	985
7	Abth.	O	O	-	0	615	662	966	986
8	84	O	O	-	0	673	699	968	986
9	.	O	O	-	0	673	699	968	986
0		O	O		0	380	394	988	1005
1	KonFrTTron	O	O	-	0	380	394	988	1005
2	.	O	O	-	0	493	621	991	1010
0		O	O	-	0	293	318	1005	1025
1	Jn	O	O	-	0	293	318	1005	1025
2	dem	O	O	-	0	337	371	1006	1024
3	Konkursverfabren	O	O	-	0	385	543	1009	1029
4	über	O	O	-	0	562	600	1013	1030
5	den	O	O	-	0	613	642	1014	1030
6	Nachl	O	O	-	0	659	711	1015	1032
7	des	O	O	-	0	274	301	1027	1044
8	am	O	O	-	0	320	345	1032	1044
9	7.	O	O	-	0	357	372	1030	1046
10	Ottober	O	O	-	0	383	454	1029	1047
11	1903	O	O	-	0	464	503	1033	1048
12	zu	O	O	-	0	514	532	1037	1053
13	Davos	B-LOC	O	Q68097	0	545	603	1033	1052
14	veriterbene	O	O	-	0	616	711	1036	1053
15	zuletzt	O	O	-	0	273	324	1050	1067
16	hier	O	O	-	0	336	373	1050	1070
17	,	O	O	-	0	336	373	1050	1070
18	Leipziger	B-LOC	O	Q2079|Q20190995|Q170402|Q1271509|Q834488	0	385	464	1052	1072
19	Str.	I-LOC	O	Q2079|Q20190995|Q170402|Q1271509|Q834488	0	472	508	1052	1070
20	58	O	O	-	0	520	551	1055	1074
21	.	O	O	-	0	520	551	1055	1074
22	wobnhaften	O	O	-	0	565	667	1056	1075
23	Karmauns	B-PER	O	Q2039905|Q1732540	0	679	709	1061	1075
24	Max	B-PER	O	Q442434	0	342	383	1071	1091
25	Buhſe	I-PER	O	Q442434	0	394	459	1072	1091
26	iſt	O	O	-	0	482	500	1074	1092
27	zur	O	O	-	0	519	546	1079	1094
28	Abnabme	O	O	-	0	557	638	1076	1094
29	der	O	O	-	0	657	705	1079	1096
30	den	O	O	-	0	271	300	1091	1108
31	Erben	O	O	-	0	312	366	1091	1109
32	des	O	O	-	0	383	411	1093	1110
33	verſtorbenen	O	O	-	0	427	536	1094	1113
34	Verwalters	O	O	-	0	548	646	1096	1116
35	Roſenbach	B-PER	O	Q1344408	0	658	706	1100	1120
0		O	O		0	551	563	1117	1123
1	Fn	O	O	-	0	551	563	1117	1123
2	.	O	O	-	0	551	563	1117	1123
0		O	O		0	271	310	1111	1131
1	Roſenbach	O	O	-	0	271	310	1111	1131
2	gelegten	O	O	-	0	322	392	1114	1134
3	Schlußrechnung	O	O	-	0	401	540	1114	1137
4	Lermin	O	O	-	0	551	616	1120	1137
5	aui	O	O	-	0	631	659	1122	1140
6	den	O	O	-	0	288	321	1134	1150
7	15.	O	O	-	0	336	358	1135	1151
8	Mai	O	O	-	0	371	414	1135	1152
9	1903	O	O	-	0	427	475	1137	1158
10	,	O	O	-	0	427	475	1137	1158
11	Vormittags	O	O	-	0	486	612	1138	1160
12	lo	O	O	-	0	624	646	1143	1158
13	uhr	O	O	-	0	647	709	1142	1163
14	,	O	O	-	0	647	709	1142	1163
15	ror	O	O	-	0	269	298	1157	1171
16	dem	O	O	-	0	317	345	1155	1171
17	Königlichen	O	O	-	0	346	467	1156	1177
18	Amtsgerichte	O	O	-	0	485	597	1160	1181
19	I.	O	O	-	0	612	625	1163	1180
20	bierſelb	O	O	-	0	643	708	1163	1183
21	Kloſterſtr.	O	O	-	0	269	356	1175	1195
22	77./78.	O	O	-	0	368	432	1178	1200
23	,	O	O	-	0	368	432	1178	1200
24	2	O	O	-	0	444	453	1180	1196
25	Treppen	O	O	-	0	462	540	1178	1203
26	,	O	O	-	0	462	540	1178	1203
27	Zimmer	O	O	-	0	551	621	1181	1203
28	13/14.	O	O	-	0	632	709	1186	1206
29	,	O	O	-	0	632	709	1186	1206
30	ſtimmt	O	O	-	0	269	330	1195	1216
31	.	O	O	-	0	269	330	1195	1216
0		O	O	-	0	290	354	1218	1239
1	Berlin	B-LOC	O	Q183149|Q64|Q257867|Q1979838|Q664745|Q15708458|Q2021465|Q15676066|Q2322920|Q1725179|Q702517|Q2153462|Q1373178|Q15135208	0	290	354	1218	1239
2	,	O	O	-	0	290	354	1218	1239
3	den	O	O	-	0	368	397	1219	1237
4	1.	O	O	-	0	411	424	1222	1238
5	Mai	O	O	-	0	435	473	1221	1239
6	1903	O	O	-	0	487	531	1224	1241
7	.	O	O	-	0	487	531	1224	1241
0		O	O	-	0	402	437	1241	1259
1	Der	O	O	-	0	402	437	1241	1259
2	Gerichtsſchreiber	O	O	-	0	447	592	1243	1263
3	des	O	O	-	0	263	296	1259	1277
4	Königlichen	O	O	-	0	298	420	1260	1283
5	Amtsgerichts	O	O	-	0	432	545	1263	1285
6	I.	O	O	-	0	553	571	1268	1287
7	,	O	O	-	0	553	571	1268	1287
8	Abtheilung	O	O	-	0	583	679	1268	1289
9	81	O	O	-	0	688	706	1271	1287
0		O	O		0	374	465	1289	1307
1	RonETNTTThren	O	O	-	0	374	465	1289	1307
0		O	O		0	287	313	1307	1326
1	Jn	O	O	-	0	287	313	1307	1326
2	dem	O	O	-	0	325	358	1308	1326
3	Konkursverfahren	O	O	-	0	370	528	1311	1333
4	über	O	O	-	0	542	580	1314	1331
5	das	O	O	-	0	592	621	1315	1332
6	Vermoͤge	O	O	-	0	633	710	1316	1337
7	des	O	O	-	0	266	294	1328	1345
8	Fabrikdirektors	O	O	-	0	318	450	1329	1348
9	H.	B-PER	O	-	0	472	493	1333	1353
10	W.	I-PER	O	-	0	515	542	1334	1352
11	Brieſe	I-PER	O	-	0	563	639	1335	1356
12	,	O	O	-	0	563	639	1335	1356
13	zule	O	O	-	0	673	704	1340	1356
14	Berlin	B-LOC	O	Q183149|Q64|Q257867|Q1979838|Q664745|Q15708458|Q2021465|Q15676066|Q2322920|Q1725179|Q702517|Q2153462|Q1373178|Q15135208	0	264	329	1349	1369
15	,	O	O	-	0	264	329	1349	1369
16	Belle⸗Allianceſtr.	I-ORG	O	Q1890462	0	342	490	1350	1372
17	26.	O	O	-	0	503	528	1356	1372
18	I.	O	O	-	0	540	558	1356	1375
19	jetzt	O	O	-	0	571	603	1356	1376
20	unbekannte	O	O	-	0	613	710	1358	1376
21	Anfeuthalts	O	O	-	0	264	376	1370	1391
22	,	O	O	-	0	264	376	1370	1391
23	iſt	O	O	-	0	388	405	1372	1391
24	zur	O	O	-	0	417	444	1378	1394
25	Abuahme	O	O	-	0	452	534	1374	1394
26	der	O	O	-	0	546	572	1377	1394
27	von	O	O	-	0	583	615	1381	1394
28	den	O	O	-	0	627	656	1379	1396
29	Erbe	O	O	-	0	668	710	1380	1396
30	des	O	O	-	0	265	292	1392	1407
31	verſtorbenen	O	O	-	0	305	413	1393	1411
32	Verwalters	O	O	-	0	426	525	1394	1413
33	Roſenbach	B-PER	O	-	0	531	570	1394	1418
34	gelegte	O	O	-	0	651	709	1402	1422
35	Schlußrechnung	O	O	-	0	264	404	1411	1434
36	Termin	O	O	-	0	416	481	1415	1433
37	auf	O	O	-	0	493	520	1417	1437
38	den	O	O	-	0	280	315	1434	1451
39	15.	O	O	-	0	328	352	1436	1451
40	Mai	O	O	-	0	363	408	1436	1452
41	1903	O	O	-	0	421	465	1437	1458
42	,	O	O	-	0	421	465	1437	1458
43	Rormittags	O	O	-	0	476	604	1437	1460
44	103	O	O	-	0	618	647	1442	1463
45	Uchhr	O	O	-	0	659	702	1443	1463
46	,	O	O	-	0	659	702	1443	1463
47	vor	O	O	-	0	262	292	1456	1472
48	dem	O	O	-	0	311	345	1456	1472
49	Königlichen	O	O	-	0	362	465	1457	1478
50	Amtsgerichte	O	O	-	0	484	596	1459	1481
51	I.	O	O	-	0	608	621	1463	1479
52	hierſelbf	O	O	-	0	638	711	1463	1483
53	Kloſterſtr.	O	O	-	0	262	350	1476	1496
54	77./78.	O	O	-	0	362	415	1478	1498
55	II.	O	O	-	0	427	449	1479	1497
56	Treppen	O	O	-	0	461	540	1479	1503
57	,	O	O	-	0	461	540	1479	1503
58	Zimmer	O	O	-	0	552	621	1482	1503
59	13/14	O	O	-	0	627	705	1485	1506
60	,	O	O	-	0	627	705	1485	1506
61	ſtimmt	O	O	-	0	261	324	1496	1516
62	.	O	O	-	0	261	324	1496	1516
0		O	O	-	0	283	347	1518	1539
1	Berlin	B-LOC	O	Q183149|Q64|Q257867|Q1979838|Q664745|Q15708458|Q2021465|Q15676066|Q2322920|Q1725179|Q702517|Q2153462|Q1373178|Q15135208	0	283	347	1518	1539
2	,	O	O	-	0	283	347	1518	1539
3	den	O	O	-	0	360	389	1519	1537
4	1.	O	O	-	0	403	415	1522	1538
5	Mai	O	O	-	0	427	465	1521	1539
6	1903	O	O	-	0	479	523	1524	1539
7	.	O	O	-	0	479	523	1524	1539
0		O	O	-	0	395	429	1541	1559
1	Der	O	O	-	0	395	429	1541	1559
2	Gerichtsſchreiber	O	O	-	0	441	586	1544	1563
3	des	O	O	-	0	261	289	1560	1577
4	Königlichen	O	O	-	0	307	410	1560	1583
5	Amtsgerichts	O	O	-	0	421	536	1563	1585
6	I.	O	O	-	0	548	566	1568	1588
7	Abtheilung	O	O	-	0	584	682	1568	1590
8	81	O	O	-	0	693	711	1571	1588
0		O	O		0	354	370	1589	1606
1	&onkr——TTfhren	O	O	-	0	354	370	1589	1606
2	.	O	O	-	0	462	622	1593	1614
0		O	O	-	0	282	320	1608	1626
1	Das	O	O	-	0	282	320	1608	1626
2	Konkursverfahren	O	O	-	0	331	490	1611	1630
3	über	O	O	-	0	502	540	1613	1630
4	das	O	O	-	0	552	580	1615	1631
5	Vermögen	O	O	-	0	589	679	1615	1637
6	de	O	O	-	0	689	709	1617	1635
7	offenen	B-ORG	O	Q2307096	0	259	321	1629	1648
8	Handelsgeſellſchaft	I-ORG	O	Q2307096	0	338	505	1630	1653
9	Wilhelm	B-ORG	O	Q22341456|Q2575680	0	517	610	1635	1655
10	Rothe	I-ORG	O	Q22341456|Q2575680	0	627	690	1638	1655
11	Comp.	I-ORG	O	Q22341456|Q2575680	0	260	325	1650	1672
12	hier	O	O	-	0	345	384	1652	1671
13	,	O	O	-	0	345	384	1652	1671
14	Georgenſtraße	I-LOC	O	-	0	403	530	1653	1675
15	46a.	O	O	-	0	543	584	1658	1677
16	iſt	O	O	-	0	604	625	1658	1677
17	,	O	O	-	0	604	625	1658	1677
18	nachden	O	O	-	0	645	710	1660	1677
19	der	O	O	-	0	258	285	1672	1688
20	in	O	O	-	0	297	313	1672	1689
21	dem	O	O	-	0	326	359	1673	1690
22	Rergleichatermine	O	O	-	0	371	529	1673	1694
23	vom	O	O	-	0	540	576	1681	1695
24	6.	O	O	-	0	587	603	1680	1695
25	März	O	O	-	0	611	667	1679	1699
26	1903	O	O	-	0	677	710	1683	1697
27	angenommene	O	O	-	0	257	382	1696	1713
28	Zwangsvergleich	O	O	-	0	386	531	1694	1719
29	durch	O	O	-	0	538	581	1699	1717
30	rechtskräͤftiger	O	O	-	0	590	709	1701	1722
31	Beſckluß	O	O	-	0	257	334	1714	1734
32	voem	O	O	-	0	351	387	1718	1732
33	6.	O	O	-	0	399	414	1717	1733
34	März	O	O	-	0	426	483	1717	1739
35	1903	O	O	-	0	496	536	1720	1736
36	beſtaͤtigt	O	O	-	0	552	626	1719	1742
37	iſt	O	O	-	0	640	663	1722	1743
38	,	O	O	-	0	640	663	1722	1743
39	aufgekoben	O	O	-	0	681	709	1724	1744
40	worden	O	O	-	0	340	409	1737	1754
41	.	O	O	-	0	340	409	1737	1754
0		O	O	-	0	277	341	1755	1777
1	Berlin	B-LOC	O	Q183149|Q64|Q257867|Q1979838|Q664745|Q15708458|Q2021465|Q15676066|Q2322920|Q1725179|Q702517|Q2153462|Q1373178|Q15135208	0	277	341	1755	1777
2	,	O	O	-	0	277	341	1755	1777
3	den	O	O	-	0	353	382	1758	1775
4	2.	O	O	-	0	394	409	1760	1775
5	Mai	O	O	-	0	420	459	1759	1777
6	1903	O	O	-	0	472	516	1761	1778
7	.	O	O	-	0	472	516	1761	1778
0		O	O	-	0	389	423	1779	1797
1	Der	O	O	-	0	389	423	1779	1797
2	Gerichtsſchreiber	O	O	-	0	435	580	1781	1801
3	des	O	O	-	0	255	284	1795	1816
4	Königlichen	O	O	-	0	298	402	1799	1821
5	Amtsgerichts	O	O	-	0	419	533	1801	1822
6	I.	O	O	-	0	545	563	1805	1825
7	Abtheilung	O	O	-	0	579	676	1805	1828
8	81	O	O	-	0	688	712	1809	1825
9	.	O	O	-	0	688	712	1809	1825
0		O	O		0	420	545	1823	1830
1	mmmmmu	O	O	-	0	420	545	1823	1830
0		O	O		0	350	617	1836	1863
1	Steckbriefs⸗Erneuerung	O	O	-	0	350	617	1836	1863
2	.	O	O	-	0	350	617	1836	1863
0		O	O	-	0	275	310	1856	1874
1	Der	O	O	-	0	275	310	1856	1874
2	gegen	O	O	-	0	321	370	1862	1879
3	den	O	O	-	0	389	418	1859	1876
4	Kaufmann	O	O	-	0	434	528	1860	1880
5	Ernſt	B-PER	O	-	0	546	595	1863	1880
6	Mond	I-PER	O	-	0	606	668	1863	1882
7	,	O	O	-	0	606	668	1863	1882
8	ge—boren	O	O	-	0	672	711	1870	1885
9	am	O	O	-	0	313	339	1882	1895
10	28.	O	O	-	0	350	375	1880	1895
11	September	O	O	-	0	388	484	1879	1899
12	1872	O	O	-	0	496	536	1883	1900
13	zu	O	O	-	0	548	565	1888	1903
14	Aachen	B-LOC	O	Q1017	0	578	643	1884	1905
15	,	O	O	-	0	578	643	1884	1905
16	weaen	O	O	-	0	658	710	1889	1903
17	betrugeriſchen	O	O	-	0	253	374	1898	1920
18	Bankerutts	O	O	-	0	386	490	1901	1923
19	,	O	O	-	0	386	490	1901	1923
20	unter	O	O	-	0	507	553	1905	1921
21	dem	O	O	-	0	571	605	1905	1922
22	21.	O	O	-	0	624	649	1908	1923
23	Juni	O	O	-	0	668	710	1907	1926
24	1899	O	O	-	0	254	293	1921	1936
25	in	O	O	-	0	312	329	1920	1937
26	den	O	O	-	0	348	377	1921	1938
27	Akten	O	O	-	0	400	449	1923	1939
28	U.	O	O	-	0	467	487	1924	1940
29	R.	O	O	-	0	502	521	1924	1941
30	II.	O	O	-	0	534	555	1926	1942
31	190.	O	O	-	0	569	603	1927	1943
32	99.	O	O	-	0	615	639	1927	1943
33	J.	O	O	-	0	650	667	1928	1944
34	III.	O	O	-	0	678	709	1929	1946
35	F.	O	O	-	0	249	271	1941	1957
36	512.	O	O	-	0	282	319	1942	1958
37	99.	O	O	-	0	331	356	1943	1958
38	erlaſſene	O	O	-	0	368	443	1943	1964
39	Steckbrief	O	O	-	0	454	541	1944	1965
40	wird	O	O	-	0	552	590	1947	1964
41	erneuert	O	O	-	0	602	678	1950	1965
42	.	O	O	-	0	602	678	1950	1965
0		O	O	-	0	273	337	1962	1982
1	Berlin	B-LOC	O	Q183149|Q64|Q257867|Q1979838|Q664745|Q15708458|Q2021465|Q15676066|Q2322920|Q1725179|Q702517|Q2153462|Q1373178|Q15135208	0	273	337	1962	1982
2	,	O	O	-	0	273	337	1962	1982
3	den	O	O	-	0	349	378	1964	1980
4	1.	O	O	-	0	391	405	1965	1980
5	Mai	O	O	-	0	417	455	1964	1982
6	1903	O	O	-	0	469	512	1967	1982
7	.	O	O	-	0	469	512	1967	1982
0		O	O	-	0	261	363	1983	2005
1	Königliches	O	O	-	0	261	363	1983	2005
2	Landgericht	I-ORG	O	Q1472451|Q1802862|Q1668256|Q1521645|Q1641535|Q1802869|Q1364745|Q1500293	0	372	472	1984	2005
3	I.	O	O	-	0	479	497	1988	2007
4	Unterſuchungsrichter	O	O	-	0	507	691	1987	2012
5	.	O	O	-	0	507	691	1987	2012
0		O	O	-	0	314	645	2014	2042
1	Steckbrief⸗Erledigung	O	O	-	0	314	645	2014	2042
2	.	O	O	-	0	314	645	2014	2042
0		O	O	-	0	268	306	2036	2057
1	Der	O	O	-	0	268	306	2036	2057
2	von	O	O	-	0	318	350	2040	2054
3	dem	O	O	-	0	359	395	2039	2056
4	Herrn	O	O	-	0	407	459	2038	2056
5	Unterſuchungsrichter	O	O	-	0	471	651	2039	2061
6	beim	O	O	-	0	668	708	2044	2061
7	Landgericht	O	O	-	0	249	350	2055	2078
8	I.	I-ORG	O	-	0	356	375	2059	2075
9	hierfelbſt	O	O	-	0	393	470	2058	2081
10	unterm	O	O	-	0	489	551	2062	2079
11	15.	O	O	-	0	569	592	2064	2080
12	Mai	O	O	-	0	610	648	2064	2081
13	1897	O	O	-	0	669	707	2068	2082
14	gegen	O	O	-	0	249	299	2082	2099
15	den	O	O	-	0	315	345	2080	2096
16	Kaufmann	O	O	-	0	361	455	2080	2100
17	Louis	B-PER	O	-	0	473	523	2081	2100
18	Loewenthal	I-PER	O	-	0	534	665	2084	2106
19	,	O	O	-	0	534	665	2084	2106
20	ge⸗boren	O	O	-	0	685	708	2092	2107
21	am	O	O	-	0	316	342	2104	2116
22	2.	O	O	-	0	359	374	2102	2117
23	Juli	O	O	-	0	385	424	2101	2120
24	1858	O	O	-	0	437	477	2103	2119
25	zu	O	O	-	0	495	508	2108	2123
26	Neuſtadt	B-LOC	O	Q502991|Q1510640|Q676583|Q499861|Q8210|Q1499809	0	510	603	2104	2124
27	bei	O	O	-	0	613	636	2107	2123
