No.	TOKEN	NE-TAG	NE-EMB	GND-ID	url_id	left	right	top	bottom
0		O	O	-	0	81	118	1518	1552
1	erf	O	O	-	0	81	118	1518	1552
2	das	O	O	-	0	142	202	1514	1545
3	„	O	O	-	0	229	418	1512	1548
4	Teltower	B-ORG	O	-	0	229	418	1512	1548
5	Kreisblatt	I-ORG	O	-	0	442	647	1514	1546
6	“	O	O	-	0	442	647	1514	1546
7	zum	O	O	-	0	668	737	1522	1552
8	Preiſe	O	O	-	0	757	868	1513	1548
9	.n	O	O	-	0	73	124	1569	1595
10	57	O	O	-	0	142	188	1557	1588
11	Pfg.	O	O	-	0	204	281	1556	1594
12	(	O	O	-	0	307	476	1557	1594
13	inklufive	O	O	-	0	307	476	1557	1594
14	Beſtellgeld	O	O	-	0	504	711	1558	1595
15	)	O	O	-	0	504	711	1558	1595
16	werden	O	O	-	0	741	869	1559	1589
17	von	O	O	-	0	73	125	1613	1638
18	den	O	O	-	0	136	195	1603	1636
19	Kaiſerlichen	O	O	-	0	210	419	1600	1638
20	Poſtanſtalten	O	O	-	0	433	678	1603	1638
21	,	O	O	-	0	433	678	1603	1638
22	den	O	O	-	0	692	752	1604	1633
23	Briefträgern	O	O	-	0	763	869	1602	1637
24	und	O	O	-	0	220	283	1647	1679
25	unſeren	O	O	-	0	312	444	1647	1683
26	Spediteuren	O	O	-	0	465	683	1646	1682
27	entgegen⸗	O	O	-	0	708	872	1648	1684
0		O	O	-	0	444	527	1691	1722
1	Die	O	O	-	0	444	527	1691	1722
2	Expedition	O	O	-	0	547	835	1690	1726
3	.	O	O	-	0	547	835	1690	1726
0		O	O	-	0	70	252	1700	1733
1	genömmen	O	O	-	0	70	252	1700	1733
2	.	O	O	-	0	70	252	1700	1733
0		O	O	-	0	183	319	1782	1835
1	Vor	O	O	-	0	183	319	1782	1835
2	25	O	O	-	0	352	427	1780	1834
3	Jahren	O	O	-	0	463	748	1781	1843
4	.	O	O	-	0	463	748	1781	1843
0		O	O	-	0	122	174	1846	1879
1	U.	O	O	-	0	122	174	1846	1879
2	März	O	O	-	0	196	316	1845	1886
3	.	O	O	-	0	196	316	1845	1886
0		O	O	-	0	358	417	1845	1879
1	Die	O	O	-	0	358	417	1845	1879
2	deutſchen	O	O	-	0	438	584	1844	1884
3	Truppen	O	O	-	0	599	737	1845	1886
4	räumen	O	O	-	0	751	871	1846	1879
0		O	O	-	0	69	208	2016	2052
1	Truppen	O	O	-	0	69	208	2016	2052
2	.	O	O	-	0	69	208	2016	2052
0		O	O	-	0	69	228	1888	1927
1	Verſailles	I-LOC	O	-	0	69	228	1888	1927
2	.	O	O	-	0	69	228	1888	1927
0		O	O	-	0	273	402	1887	1922
1	General	B-PER	O	-	0	273	402	1887	1922
2	Stoſch	I-PER	O	-	0	445	567	1885	1927
3	verhandelt	O	O	-	0	612	779	1886	1926
4	mit	O	O	-	0	822	871	1886	1919
5	J.	B-PER	O	-	0	69	97	1933	1969
6	Favre	I-PER	O	-	0	119	214	1930	1969
7	über	O	O	-	0	249	319	1928	1962
8	die	O	O	-	0	353	398	1929	1962
9	Verpflegung	O	O	-	0	433	632	1928	1969
10	der	O	O	-	0	668	717	1930	1962
11	in	O	O	-	0	751	783	1927	1961
12	den	O	O	-	0	817	871	1929	1961
13	oktkupirien	B-LOC	O	-	0	69	220	1968	2012
14	Theilen	O	O	-	0	274	398	1971	2012
15	verbleibenden	O	O	-	0	454	672	1968	2004
16	deutſchen	O	O	-	0	728	872	1969	2011
0		O	O	-	0	280	644	2107	2175
1	Amtliches	O	O	-	0	280	644	2107	2175
2	.	O	O	-	0	280	644	2107	2175
0		O	O	-	0	342	513	2217	2251
1	Berlin	B-LOC	O	-	0	342	513	2217	2251
2	,	O	O	-	0	342	513	2217	2251
3	den	O	O	-	0	532	585	2216	2247
4	8.	O	O	-	0	604	628	2221	2249
5	März	O	O	-	0	649	736	2216	2253
6	896	O	O	-	0	759	834	2203	2248
0		O	O	-	0	115	159	2256	2291
1	Jn	O	O	-	0	115	159	2256	2291
2	der	O	O	-	0	192	241	2254	2284
3	Nacht	O	O	-	0	272	363	2254	2291
4	vom	O	O	-	0	394	462	2262	2284
5	2.	O	O	-	0	491	518	2258	2285
6	zum	O	O	-	0	538	599	2262	2291
7	3.	O	O	-	0	619	644	2258	2284
8	März	O	O	-	0	663	751	2253	2291
9	d.	O	O	-	0	771	797	2253	2284
10	Js.	O	O	-	0	817	869	2254	2289
11	ſind	O	O	-	0	70	121	2294	2327
12	in	O	O	-	0	152	183	2292	2322
13	Station	O	O	-	0	212	335	2292	2322
14	ég	O	O	-	0	363	405	2295	2326
15	der	O	O	-	0	436	486	2292	2322
16	Rudow—Saarmunder	B-LOC	O	-	0	515	630	2290	2321
17	Chauſſee	I-LOC	O	-	0	71	199	2328	2366
18	?	O	O	-	0	219	235	2332	2360
19	Erlen	O	O	-	0	255	377	2327	2358
20	muthwillig	O	O	-	0	403	581	2327	2366
21	abgebrochen	O	O	-	0	602	872	2327	2366
22	worden	O	O	-	0	70	185	2366	2396
23	.	O	O	-	0	70	185	2366	2396
0		O	O	-	0	116	176	2403	2440
1	Für	O	O	-	0	116	176	2403	2440
2	die	O	O	-	0	207	252	2403	2432
3	Ermittelung	O	O	-	0	286	480	2402	2438
4	des	O	O	-	0	500	551	2403	2432
5	Thäters	O	O	-	0	572	696	2401	2438
6	ſetzen	O	O	-	0	717	799	2402	2438
7	wir	O	O	-	0	817	872	2401	2431
8	eine	O	O	-	0	73	128	2440	2471
9	Belohnung	O	O	-	0	143	334	2441	2476
10	von	O	O	-	0	355	418	2444	2470
11	20	O	O	-	0	437	489	2440	2469
12	Mark	O	O	-	0	510	593	2439	2471
13	aus	O	O	-	0	595	692	2441	2469
14	.	O	O	-	0	595	692	2441	2469
0		O	O	-	0	183	326	2478	2508
1	Namens	O	O	-	0	183	326	2478	2508
2	des	O	O	-	0	346	404	2478	2508
3	Kreis⸗Ausſchuſſes	O	O	-	0	424	754	2476	2512
4	.	O	O	-	0	424	754	2476	2512
0		O	O	-	0	322	610	2512	2549
1	Stubenrauch	O	O	-	0	322	610	2512	2549
2	.	O	O	-	0	322	610	2512	2549
0		O	O	-	0	171	173	2727	2729
1	U	O	O	-	0	171	173	2727	2729
0		O	O	-	0	66	157	3601	3643
1	Jhren	O	O	-	0	66	157	3601	3643
2	Kaiſerlichen	O	O	-	0	178	363	3602	3644
3	Majeſtäten	O	O	-	0	399	577	3602	3643
4	morgen	O	O	-	0	612	729	3612	3644
5	Mittag	O	O	-	0	761	872	3602	3643
0		O	O	-	0	499	641	2767	2806
1	Berlin	B-LOC	O	-	0	499	641	2767	2806
2	,	O	O	-	0	499	641	2767	2806
3	10.	O	O	-	0	664	710	2768	2800
4	März	O	O	-	0	734	832	2767	2806
5	.	O	O	-	0	734	832	2767	2806
0		O	O	-	0	124	250	2810	2849
1	Unſer	O	O	-	0	124	250	2810	2849
2	Kaiſer	O	O	-	0	270	390	2810	2849
3	begab	O	O	-	0	415	509	2810	2849
4	ſich	O	O	-	0	533	581	2809	2849
5	heute	O	O	-	0	605	685	2810	2849
6	Vormittag	O	O	-	0	707	872	2809	2849
0		O	O	-	0	67	146	3185	3225
1	öſterreichiſch⸗ungariſschen	O	O	-	0	67	146	3185	3225
2	Miniſter	O	O	-	0	67	146	3185	3225
3	des	O	O	-	0	160	214	3185	3219
4	Aeußern	O	O	-	0	230	363	3185	3225
5	Grafen	B-PER	O	-	0	380	517	3184	3223
6	von	I-PER	O	-	0	540	607	3192	3218
7	Goluchowski	I-PER	O	-	0	630	873	3183	3224
8	in	O	O	-	0	66	98	3226	3260
9	Audienz	O	O	-	0	134	287	3226	3266
10	zu	O	O	-	0	319	358	3236	3267
11	empfangen	O	O	-	0	391	601	3225	3274
12	und	O	O	-	0	621	680	3227	3260
13	um	O	O	-	0	702	751	3235	3259
14	7	O	O	-	0	774	792	3227	3257
15	Uhr	O	O	-	0	812	874	3226	3267
16	mit	O	O	-	0	67	114	3269	3302
17	der	O	O	-	0	148	198	3268	3302
18	Kaiſerin	O	O	-	0	231	390	3268	3308
19	einer	O	O	-	0	427	505	3277	3302
20	Einladung	O	O	-	0	541	709	3268	3308
21	des	O	O	-	0	731	785	3269	3301
22	k.	O	O	-	0	807	828	3269	3301
23	k.	O	O	-	0	851	872	3268	3301
24	öſterreichiſch⸗ungariſchen	O	O	-	0	70	455	3309	3356
25	Botſchafters	O	O	-	0	477	673	3310	3349
26	am	O	O	-	0	689	735	3319	3343
27	hieſigen	O	O	-	0	751	873	3310	3351
0		O	O	-	0	69	252	3434	3476
1	ialieniſchen	O	O	-	0	69	252	3434	3476
2	Botſchafter	O	O	-	0	292	479	3435	3476
3	,	O	O	-	0	292	479	3435	3476
4	Grafen	B-PER	O	-	0	525	637	3434	3471
5	Lanza	I-PER	O	-	0	667	776	3435	3475
6	,	O	O	-	0	667	776	3435	3475
7	ein⸗nehmen	O	O	-	0	814	872	3445	3469
8	.	O	O	-	0	68	192	3477	3516
0		O	O	-	0	214	254	3495	3500
1	—	O	O	-	0	214	254	3495	3500
0		O	O	-	0	276	342	3477	3511
1	Aus	O	O	-	0	276	342	3477	3511
2	Anlaß	O	O	-	0	378	479	3476	3516
3	der	O	O	-	0	514	565	3476	3511
4	Anweſenheit	O	O	-	0	600	798	3476	3516
5	des	O	O	-	0	819	871	3478	3510
6	öſterreichiſch⸗ungariſchen	O	O	-	0	71	455	3518	3559
7	Miniſters	O	O	-	0	475	630	3517	3559
8	des	O	O	-	0	651	705	3519	3553
9	Aeußern	O	O	-	0	728	873	3519	3558
10	,	O	O	-	0	728	873	3519	3558
11	Grafen	B-PER	O	-	0	70	177	3559	3598
12	v.	I-PER	O	-	0	213	240	3567	3594
13	Goluchowski	I-PER	O	-	0	265	478	3560	3601
14	,	O	O	-	0	265	478	3560	3601
15	in	O	O	-	0	512	542	3559	3594
16	Berlin	B-LOC	O	-	0	562	686	3559	3601
17	,	O	O	-	0	562	686	3559	3601
18	findet	O	O	-	0	720	808	3560	3600
19	bei	O	O	-	0	828	872	3560	3594
0		O	O	-	0	52	183	3142	3178
1	Abends	O	O	-	0	52	183	3142	3178
2	den	O	O	-	0	217	272	3144	3177
3	k.	O	O	-	0	307	327	3146	3177
4	k.	O	O	-	0	350	371	3144	3176
5	öſterreichiſch⸗ungariſchen	O	O	-	0	395	788	3142	3182
6	Miniſter	O	O	-	0	810	872	3143	3177
7	des	O	O	-	0	810	872	3143	3177
8	Aeußern	O	O	-	0	810	872	3143	3177
0		O	O	-	0	810	872	3143	3177
1	—	O	O	-	0	810	872	3143	3177
0		O	O	-	0	196	723	2604	2674
1	Nichtamtliches	O	O	-	0	196	723	2604	2674
2	.	O	O	-	0	196	723	2604	2674
0		O	O	-	0	329	613	2696	2759
1	Rundſchau	O	O	-	0	329	613	2696	2759
2	.	O	O	-	0	329	613	2696	2759
0		O	O	-	0	134	216	2848	2895
1	dem	O	O	-	0	134	216	2848	2895
2	fahrplanmäßigen	O	O	-	0	249	539	2848	2895
3	Zuge	O	O	-	0	558	644	2848	2895
4	um	O	O	-	0	675	733	2860	2895
5	9	O	O	-	0	756	778	2850	2895
6	Uhr	O	O	-	0	784	874	2848	2895
7	in	O	O	-	0	136	183	2891	2926
8	.	O	O	-	0	136	183	2891	2926
9	nach	O	O	-	0	205	293	2887	2931
10	Potsdam	B-LOC	O	-	0	294	452	2887	2931
11	uͤnd	O	O	-	0	466	526	2887	2926
12	wohnte	O	O	-	0	549	647	2887	2929
13	daſelbſt	O	O	-	0	649	804	2891	2931
14	der	O	O	-	0	825	875	2887	2925
15	ziers⸗Reitſtunde	O	O	-	0	125	398	2934	2970
16	der	O	O	-	0	437	488	2936	2970
17	in	O	O	-	0	523	554	2934	2969
18	Potsdam	B-LOC	O	-	0	591	739	2934	2970
19	garni⸗enden	O	O	-	0	776	873	2934	2970
20	Kavallerie⸗Regimenter	O	O	-	0	260	651	2976	3014
21	und	O	O	-	0	676	734	2978	3010
22	des	O	O	-	0	767	822	2976	3010
23	2.	O	O	-	0	842	871	2976	3008
24	Garde⸗Feld⸗Artillerie⸗Regiments	O	O	-	0	131	626	3019	3057
25	bei	O	O	-	0	639	692	3019	3052
26	.	O	O	-	0	639	692	3019	3052
0		O	O	-	0	714	771	3019	3056
1	Jm	O	O	-	0	714	771	3019	3056
2	Laufe	O	O	-	0	781	873	3019	3056
3	Nachmittags	O	O	-	0	119	326	3057	3097
4	gedachte	O	O	-	0	340	469	3061	3097
5	der	O	O	-	0	484	534	3057	3093
6	Kaiſer	O	O	-	0	544	642	3059	3097
7	von	O	O	-	0	654	711	3067	3093
8	Potsdam	B-LOC	O	-	0	724	873	3060	3097
9	Berlin	B-LOC	O	-	0	153	255	3102	3136
10	zurückzukehren	O	O	-	0	277	516	3102	3136
11	,	O	O	-	0	277	516	3102	3136
12	um	O	O	-	0	538	588	3111	3136
13	6	O	O	-	0	610	627	3102	3133
14	Uhr	O	O	-	0	650	708	3102	3136
15	30	O	O	-	0	730	770	3102	3133
16	Min.	O	O	-	0	792	871	3102	3135
0		O	O	-	0	66	146	3352	3392
1	Hofe	B-PER	O	-	0	66	146	3352	3392
2	,	O	O	-	0	66	146	3352	3392
3	v.	B-PER	O	-	0	174	201	3359	3386
4	Szögyenyi	I-PER	O	-	0	230	411	3352	3393
5	,	O	O	-	0	230	411	3352	3393
6	zu	O	O	-	0	447	482	3361	3392
7	entſprechen	O	O	-	0	520	701	3350	3390
8	.	O	O	-	0	520	701	3350	3390
0		O	O	-	0	745	873	3351	3399
1	Morgen	O	O	-	0	745	873	3351	3399
2	Abend	O	O	-	0	68	161	3393	3427
3	wird	O	O	-	0	195	265	3393	3427
4	der	O	O	-	0	287	337	3395	3427
5	Kaiſer	O	O	-	0	356	455	3393	3431
6	das	O	O	-	0	476	535	3393	3427
7	Diner	O	O	-	0	558	653	3393	3427
8	beim	O	O	-	0	673	748	3393	3427
9	königl.	O	O	-	0	768	872	3393	3440
10	italieniſchen	O	O	-	0	768	872	3393	3440
11	Botſchafter	O	O	-	0	768	872	3393	3440
12	,	O	O	-	0	768	872	3393	3440
13	Grafen	O	O	-	0	768	872	3393	3440
14	Lanza	O	O	-	0	768	872	3393	3440
0		O	O	-	0	904	954	1373	1397
1	um	O	O	-	0	904	954	1373	1397
2	125	O	O	-	0	991	1061	1363	1399
3	Uhr	O	O	-	0	1101	1142	1363	1401
4	eine	O	O	-	0	1144	1256	1362	1397
5	Frühſtückstafel	O	O	-	0	1278	1516	1362	1402
6	zu	O	O	-	0	1537	1571	1372	1402
7	25	O	O	-	0	1594	1632	1362	1393
8	Gedecken	O	O	-	0	1658	1717	1362	1396
9	ſtatt	O	O	-	0	1021	1094	1407	1446
10	,	O	O	-	0	1021	1094	1407	1446
11	zu	O	O	-	0	1117	1152	1413	1444
12	welcher	O	O	-	0	1173	1306	1404	1445
13	außer	O	O	-	0	1313	1404	1404	1442
14	den	O	O	-	0	1424	1476	1404	1437
15	nächſten	O	O	-	0	1499	1628	1404	1445
16	Umgebungen	O	O	-	0	1650	1717	1405	1439
17	Jhrer	O	O	-	0	1077	1169	1446	1485
18	Maieſtäten	O	O	-	0	1194	1372	1445	1485
19	u.	O	O	-	0	1393	1422	1455	1479
20	A.	O	O	-	0	1445	1479	1446	1480
21	der	O	O	-	0	1501	1551	1445	1480
22	genannte	O	O	-	0	1573	1718	1449	1485
23	öſterreichiſch⸗ungariſche	O	O	-	0	888	1298	1481	1529
24	Miniſter	O	O	-	0	1331	1464	1486	1528
25	des	O	O	-	0	1495	1547	1487	1521
26	Aeußern	O	O	-	0	1570	1716	1488	1528
27	,	O	O	-	0	1570	1716	1488	1528
28	deſſen	O	O	-	0	888	1000	1531	1570
29	Kabinetschef	B-PER	O	-	0	1031	1233	1528	1570
30	Mérey	B-PER	O	-	0	1255	1373	1530	1569
31	,	O	O	-	0	1255	1373	1530	1569
32	der	O	O	-	0	1394	1442	1530	1563
33	Botſchafter	O	O	-	0	1463	1638	1528	1569
34	von	O	O	-	0	1660	1717	1535	1562
35	Szögyenyi	O	O	-	0	888	1091	1557	1630
36	.	O	O	-	0	888	1091	1557	1630
37	der	O	O	-	0	1126	1176	1572	1605
38	Botſchaftsrath	O	O	-	0	1197	1429	1570	1611
39	von	O	O	-	0	1451	1509	1577	1604
40	Vélics	B-LOC	O	-	0	1531	1650	1570	1612
41	,	O	O	-	0	1531	1650	1570	1612
42	der	O	O	-	0	1671	1720	1570	1604
43	Militärattachée	O	O	-	0	912	1155	1615	1654
44	Major	O	O	-	0	1176	1282	1613	1649
45	Prinz	B-PER	O	-	0	1304	1394	1612	1653
46	Schönburg⸗Hartenſtein	O	O	-	0	1408	1719	1612	1653
47	ſeit	O	O	-	0	888	962	3605	3645
48	ſeinem	O	O	-	0	972	1073	3610	3645
49	Amtsantritte	O	O	-	0	1087	1297	3609	3640
50	geweſen	O	O	-	0	1311	1435	3610	3645
51	und	O	O	-	0	1453	1510	3608	3638
52	auch	O	O	-	0	1532	1598	3609	3645
53	ferner⸗	O	O	-	0	1618	1721	3609	3645
0		O	O	-	0	888	989	1639	1696
1	ſtein	O	O	-	0	888	989	1639	1696
2	,	O	O	-	0	888	989	1639	1696
3	der	O	O	-	0	1032	1081	1658	1692
4	Reichskanzler	O	O	-	0	1124	1352	1654	1694
5	,	O	O	-	0	1124	1352	1654	1694
6	der	O	O	-	0	1399	1448	1654	1687
7	Staatsſekretär	O	O	-	0	1490	1720	1653	1692
8	Marſchall	B-PER	O	-	0	889	1066	1696	1739
9	von	I-PER	O	-	0	1099	1156	1704	1731
10	Biberſtein	I-PER	O	-	0	1182	1356	1695	1735
11	,	O	O	-	0	1182	1356	1695	1735
12	der	O	O	-	0	1378	1427	1696	1729
13	Oberſt⸗Marſchall	O	O	-	0	1448	1720	1694	1737
14	Fürſt	B-PER	O	-	0	888	995	1739	1796
15	zu	O	O	-	0	1017	1052	1750	1782
16	Fürſtenberg	B-LOC	O	-	0	1073	1264	1738	1781
17	geladen	O	O	-	0	1288	1409	1738	1779
18	ſind	O	O	-	0	1431	1497	1737	1776
19	.	O	O	-	0	1431	1497	1737	1776
0		O	O	-	0	971	1011	1814	1820
1	—	O	O	-	0	971	1011	1814	1820
0		O	O	-	0	1044	1121	1795	1833
1	Graf	B-PER	O	-	0	1044	1121	1795	1833
2	Goluchowski	I-PER	O	-	0	1154	1400	1795	1836
3	,	O	O	-	0	1154	1400	1795	1836
4	der	O	O	-	0	1405	1474	1795	1832
5	öſterreichiſch⸗ungariſche	O	O	-	0	1476	1718	1793	1836
6	Miniſter	O	O	-	0	1114	1249	1837	1878
7	des	O	O	-	0	1291	1345	1838	1871
8	Auswärtigen	O	O	-	0	1389	1605	1836	1877
9	,	O	O	-	0	1389	1605	1836	1877
10	kam	O	O	-	0	1659	1719	1836	1869
11	geſtern	O	O	-	0	888	1018	1878	1921
12	(	O	O	-	0	1040	1194	1880	1920
13	Montag	O	O	-	0	1040	1194	1880	1920
14	)	O	O	-	0	1040	1194	1880	1920
15	Abend	O	O	-	0	1219	1320	1878	1913
16	9	O	O	-	0	1343	1361	1879	1909
17	Uhr	O	O	-	0	1384	1442	1879	1915
18	hier	O	O	-	0	1473	1533	1877	1918
19	in	O	O	-	0	1564	1595	1877	1912
20	Berlin	B-LOC	O	-	0	1617	1719	1877	1912
21	han	O	O	-	0	888	963	1921	1960
22	:	O	O	-	0	888	963	1921	1960
23	er	O	O	-	0	986	1015	1931	1955
24	wohnt	O	O	-	0	1036	1135	1920	1960
